1,(单选题)()是指信用风险管理者通过各种监控技术，动态捕捉信用风险指标的异常变动，判断其是否已达到引起关注的水平或已经超过阀值。,<p>A信用风险识别</p><p>B信用风险度量</p><p>C信用风险监测</p><p>D信用风险控制</p>,4,C,暂无解析,0,0
1,(单选题)下列关于银行资产负债利率风险的说法，不正确的是()。,<p>A当市场利率上升时，银行资产价值下降</p><p>B当市场利率上升时，银行负债价值上升</p><p>C资产的久期越长，资产的利率风险越大</p><p>D负债的久期越长，负债的利率风险越大</p>,4,B,当市场利率上升时，银行负债价值下降。,0,0
1,(单选题)市场风险的局限性不包括()。,<p>A不能反映资产组合的构成及其对价格波动的敏感性</p><p>B未涵盖价格剧烈波动等可能会对银行造成重大损失的突发性小概率事件</p><p>C只能计量交易业务中的市场风险</p><p>D可以将不同业务、不同类别的市场风险用一个确切的数值来表示</p>,4,D,A、B、C三项都是市场风险内部模型的局限性；D是市场风险内部模型的优点。,0,0
1,(单选题)银行一般采用定性方法和定量方法结合评估操作风险。定量分析主要基于对数据和外部数据的分析；定性分析则需要依靠有经验的专家对操作风险的一和影响程度作出评估。(),<p>A内部操作风险损失：发生频率</p><p>B风险管理风险损失；发生环节</p><p>C内部控制风险损失：发生环节</p><p>D合规管理风险损失；发生时间</p>,4,A,银行一般采用定性方法和定量方法结合评估操作风险。定量分析主要基于对内操作风险损失数据和外部数据的分析；定性分析则需要依靠有经验的专家对操作风险的发生频率和影响程度作出评估。,0,0
1,(单选题)A银行的外汇敝口头寸如下：美元多头180，英镑多头430，法国法郎空头390，瑞士法郎空头130，则用短边法计算的A银行持有的外汇的总敞口头寸为()。,<p>A610</p><p>B1000</p><p>C90</p><p>D1130</p>,4,A,短边法先计算出净多头头寸之和为：180+430=610，净空头头寸之和为：390+130=520。因为前者绝对值较大，因此根据短边法计算的外汇总敞口头寸为610。,0,0
1,(单选题)风险评估的原则之一是由表及里，在流程网络的不同层面中由表及里依次识别操作风险因素，具体可分为：非流程风险、流程环节风险、控制派生风险。()属于控制派生风险。,<p>A人力资源配置不当</p><p>B欺诈</p><p>C操作失误</p><p>D增加人工授权控制产生的内部欺诈</p>,4,D,控制派生风险是流程中控制环节所派生的操作风险因素，如增加人工授权控制，所派生的内部欺诈等风险。,0,0
1,(单选题)商业银行应制定跨行业类别、跨时期分配操作风险损失的标准，对于反映在商业银行的信用风险数据中的操作风险损失，在计算最低和监管资本时将其视为()，不计入风险资本，但应将所有的操作风险损失记录在内部操作风险数据库中。,<p>A管理资本</p><p>B信用风险</p><p>C市场风险</p><p>D流动风险</p>,4,D,商业银行应制定跨行业类别、跨时期分配操作风险损失的标准，对于反映在商业银行的信用风险数据中的操作风险损失，在计算最低和监管资本时将其视为信用风险，不计入风险资本，但应将所有的操作风险损失记录在内部操作风险数据库中。,0,0
1,(单选题)下列关于先进的管理理念，说法不正确的是()。,<p>A风险管理的目标是通过主动的风险管理过程实现风险与收益的平衡</p><p>B高风险管理水平的企业控制风险与收益的能力强</p><p>C商业银行风险管理目标是提高承担风险所带来的收益</p><p>D商业银行是仅仅经营货币的金融机构</p>,4,D,风险管理是商业银行的核心竞争力，是创造资本增值和股东回报的重要手段。这是一种重要的理念变破，商业银行不再是传统上仅仅经营货币的金融机构，而是经营风险的特殊企业。,0,0
1,(单选题)CreditMonitor对有风险贷款和债券进行估值的理论基础是()。,<p>A保险学的精算理论</p><p>BMerton模型</p><p>C经济计量学理论</p><p>D资产组合理论</p>,4,B,CreditMonitor模型是在Merton模型基础上发展起来的一种适用于上市公司的违约概率模型。,0,0
1,(单选题)资产组合的信用风险通常应()单个资产信用风险的加总。,<p>A大于</p><p>B小于</p><p>C等于</p><p>D无关</p>,4,B,资产组合的信用风险通常应小于单个资产信用风险的加总。,0,0
1,(单选题)一旦商业银行采用了()，未经监管当局批准不可退回使用相对简单的方法。,<p>A标准法</p><p>B基本指标法</p><p>C高级计量法</p><p>D流程分析法</p>,4,C,一旦商业银行采用了高级计量法，未经监管当局批准不可退回使用简单的方法。,0,0
1,(单选题)下列关于外部审计的说法，不正确的是()。,<p>A外部审计作为一种外部监督机制对银行的财务管理和风险管理进行审查，有利于发现银行管理的缺陷，起到市场监督的作用</p><p>B外部审计已经成为银行监管的重要补充</p><p>C加强外部审计对银行的监督作用，可以提高监管效率，但另一方面也增加了监管成本</p><p>D外部审计作为独立的第三方，有利于引导投资者、社会公众对银行经营水平和财务状况进行分析、判断，客观上对银行产生约束作用</p>,4,C,银行监管的任务随着银行金融服务多样化的开展，也越来越复杂，加强外部审计对银行的监督作用，就可以帮助银监部门提高监管效率，同时降低监管成本。,0,0
1,(单选题)()是用来考察商业银行风险状况的统计数据和指标。,<p>A风险诱因</p><p>B关键风险指标</p><p>C风险报告</p><p>D风险控制</p>,4,B,关键风险指标是指用来考察商业银行风险状况的统计数据或指标。,0,0
1,(单选题)()作为操作风险防控的第一道防线，对操作风险的管理情况负直接责任。,<p>A风险管理部门</p><p>B高级管理部门</p><p>C业务管理部门</p><p>D内部审计部门</p>,4,C,业务管理部门负责控制其业务范围内发生的操作风险，定期向风险管理部门就操作风险状况进行报告，并配合风险管理部门开展工作。作为操作风险防控的第一防线，业务管理部门对操作风险的管理情况负直接责任。,0,0
1,(单选题)外汇结构性风险是由于银行资产与负债之间的()而产生的。,<p>A利息波动</p><p>B汇率波动</p><p>C财务风险</p><p>D币种不匹配</p>,4,D,外汇结构性风险是因为银行资产、负债之间的币种不匹配而产生的，也包括商业银行在对资产负债表的会计处理中，将功能货币转换成记账货币时，因汇率变动产生的风险。,0,0
1,(单选题)如果期权持有者只能在到期日当天才能行使权力，则这种期权成为()。,<p>A价内期权</p><p>B欧式期权</p><p>C价外期权</p><p>D美式期权</p>,4,B,按合约的履约时间不同，金融期权分为美式期权和欧式期权。美式期权可在期权到期日或到期日之前的任何一个营业日执行。欧式期权只能在期权到期日执行。,0,0
1,(单选题)以下选项中，属于商业银行对于市场风险加权资产的计算方法的是()。,<p>A内部评级法</p><p>B内部模型法</p><p>C基本指标法</p><p>D高级计量法</p>,4,B,新协议对三大风险加权资产规定了不同的计算方法：对于信用风险资产，商业银行可以采取标准法、内部评级初级法和内部评级高级法；对于市场风险，商业银行可以采用标准法或内部模型法；对于操作风险，商业银行可以采用基本指标法、标准法或高级计量法。,0,0
1,(单选题)商业银行之间的竞争日趋激烈，不可避免地出现收益下降、产品/服务成本增加、产能过剩、恶性竞争等现象。这属于商业银行面临的外部风险中的()。,<p>A竞争对手风险</p><p>B行业风险</p><p>C客户风险</p><p>D品牌风险</p>,4,B,竞争对手风险是指越来越多的非银行类金融服务机构在提供更加便利和多元化的金融服务，填补市场空白的同时，也在逐步侵蚀商业银行原有的市场份额；C项客户风险是指经济发展及市场波动同样导致客户风险/投资偏好发生转变，客户维权意识和议价能力也显著增强；D项品牌风险是指激烈的行业竞争必然形成优胜劣汰，产品/服务的品牌管理质量直接影响商业银行的盈利能力和发展空间。,0,0
1,(单选题)20世纪80年代以后，商业银行的风险管理进入()。,<p>A全面风险管理模式阶段</p><p>B资产风险管理模式阶段</p><p>C负债风险管理模式阶段</p><p>D资产负债风险管理模式阶段</p>,4,A,暂无解析,0,0
1,(单选题)下列各项中，不是由操作风险引起的是()。,<p>A将买人期权的销售记录成了购进</p><p>B在模型需要输入日波动幅度时，输入了月波动幅度</p><p>C由于实际波动程度超过了预期波动程度，使期权组合遭受损失</p><p>D基于一个时间系列进行波动性估计，该时间系列里包括了一个价格的极端值，超过其他价格100倍</p>,4,C,操作风险是指由于人为错误、技术缺陷或不利的外部事件所造成损失的风险。操作风险的四大类别是：人员因素、内部流程、系统缺陷和外部事件。【专家点拨】操作风险包括法律风险，但不包括声誉风险和战略风险，C项属于市场风险。,0,0
1,(单选题)国家进行宏观调控期间，商业银行应当及时调整有关政策，避免市场变化而给商业银行造成损失。这是规避外部因素中()的体现。,<p>A洗钱</p><p>B政治风险</p><p>C监管规定</p><p>D自然灾害</p>,4,C,监管规定是指银行未遵守金融监管当局的规定而可能引起的损失。在出台新的金融监管规定或者金融监管加强、新的金融监管者发生改变、出现新的金融监管重点时，较易出现此方面的风险。,0,0
1,(单选题)下列关于操作风险识别方法的说法，错误的是()。,<p>A商业银行通常借助自我评估法和因果分析模型，对操作风险进行全面的识别</p><p>B自我评估的主要目的是加强对操作风险识别、评估、控制和监测流程的有效管理</p><p>C利用自我评估法能够对风险成因、风险指标和风险损失进行逻辑分析和数据统计</p><p>D因果分析模型可以识别哪些风险因素与风险损失具有最高的关联度</p>,4,C,C项在综合自我评估结果和各类操作风险报告的基础上，利用因果分析模型能够对风险成因、风险指标和风险损失进行逻辑分析和数据统计，进而形成三者之间相互关联的多元分布。,0,0
1,(单选题)下列各项不会影响商业银行资产负债期限结构的是()。,<p>A每日客户存款数</p><p>B贷款发放/归还</p><p>C贷款基准利率的调整</p><p>D商业银行减少网点数量</p>,4,D,因各种内外部因素的影响和作用，商业银行的资产负债期限结构时刻都在发生变化，流动性状况也随之改变。除了每日客户存取款、贷款发放/归还、资金交易等会改变商业银行的资产负债期限结构外，存贷款基准利率的调整也会导致其资产负债期限结构发生变化。,0,0
1,(单选题)一般来说，以()为主要资金来源的商业银行，其负债流动性的利率敏感度相对较低。,<p>A发行债券</p><p>B公司存款</p><p>C同业拆借</p><p>D居民储蓄</p>,4,D,负债流动性是指商业银行能够随时以合理的成本吸收客户存款或从市场获得需要的资金，反映了商业银行在合理的时间、成本条件下迅速获取资金的能力。【专家点拨】零售客户对商业银行的风险状况和利率水平缺乏敏感度，零售存款相对稳定，通常被看做是核心存款的重要组成部分，公司/机构存款对商业银行的风险状况和利率水平高度敏感，通常不够稳定，很容易对商业银行的流动性造成较大影响。,0,0
1,(单选题)在现金流量分析中，如果商业银行的资金来源小于资金使用，则表明()。,<p>A可能造成支付困难以及由此产生流动性风险</p><p>B商业银行的流动性相对充足</p><p>C商业银行的流动性供给大于流动性需求</p><p>D商业银行可以把差额通过其他途径投资</p>,4,A,当资金来源小于资金使用时，出现流动性“赤字”，此时必须考虑这种资金匮乏可能造成的支付困难以及由此产生的流动性风险。根据历史经验分析可知，当资金剩余额与总资产之比小于3%～5%，甚至为负数时，商业银行应当对其流动性状况给予高度重视。,0,0
1,(单选题)银行风险监管指标的设计核心是()。,<p>A行业监管</p><p>B合规监管</p><p>C法律监管</p><p>D风险监管</p>,4,D,银行风险监管指标的设计以风险监管为核心，以法人机构为主体，兼顾分支机构，并形成分类、分级的监测体系。,0,0
1,(单选题)下列关于声誉风险管理的说法，不正确的是()。,<p>A声誉危机管理规划给商业银行创造了价值</p><p>B努力建设学习型组织不是声誉风险管理体系的内容之一</p><p>C声誉风险通常与信用、市场、操作、流动性等风险交叉存在、相互作用</p><p>D保持与媒体的良好接触有助于改善商业银行声誉风险管理的操作实践</p>,4,B,努力建设学习型组织，有能力在出现问题时及时纠正，是有效的声誉风险管理体系的内容之一。,0,0
1,(单选题)下列关于战略风险管理的基本做法，正确的是()。,<p>A增强对客户的透明度</p><p>B确保及时处理投诉和批评</p><p>C明确董事会和高级管理层的责任</p><p>D建立公平的奖惩机制，支持发展目标和股东价值的实现</p>,4,C,战略风险管理的基本做法包括：①明确董事会和高级管理层的责任；②建立清晰的战略风险管理流程；③采取恰当的战略风险管理方法。A、B两项属于声誉风险的管理方法；D项属于有效的声誉风险管理体系应包括的内容。,0,0
1,(单选题)商业银行的战略规划应当定期审核或修正，以适应不断发展变化的市场环境。()情况下，商业银行不需要调整战略规划。,<p>A中国银行业实行全面的对外开放，竞争加剧</p><p>B房贷市场长期看好，但是遇到紧缩的货币政策，房贷产品计划推行不如预期</p><p>C中小企业逐渐成为市场经济的主要力量，而银行一直为大型国有企业提供贷款服务</p><p>D客户的结构发生变化，提出新的需求</p>,4,B,对于执行效果不好的战略规划，也应当同样注重发掘内在原因。例如，恰逢宏观经济政策紧缩，那么即使设计再完美的房屋贷款计划也难以取得理想的结果。这种因时机问题导致的“不良效果”则不能被认为是“失败的战略规划”，无须对战略规划和实施方案的流程进行调整。,0,0
2,(多选题)商业银行的风险暴露分类包括()。,<p>A主权类</p><p>B金融机构类</p><p>C公司类</p><p>D零售类和合格循环零售类</p><p>E股权类和其他类</p>,5,ABCDE,在内部评级法下，商业银行的风险暴露分类一般可以分为以下六类：即主权类、金融机构类（含银行类和非银行类）、公司类（含中小企业、专业贷款和一般公司）、零售类（含个人住房抵押贷款、合格循环零售和其他零售）、股权类和其他类（含购入应收款及资产证券化）。,0,0
2,(多选题)完善银行账户利率风险治理结构，要做到()。,<p>A组建专门负责银行账户利率风险管理的委员会</p><p>B组建专职人员队伍，负责相关信息的搜集和分析，预测利率变动趋势</p><p>C提出相应的应对策略</p><p>D规范银行账户利率风险管理的操作程序</p><p>E建立分析、识别、计量、评估、预警和控制环环相扣的利率管理机制</p>,5,ABCDE,完善银行账户利率风险治理结构：一是要组建专门负责银行账户利率风险管理的委员会；二是组建专职人员队伍，负责相关信息的搜集和分析，预测利率变动趋势，并提出相应的应对策略；三是规范银行账户利率风险管理的操作程序，建立分析、识别、计量、评估、预警和控制环环相扣的利率管理机制。,0,0
2,(多选题)全面风险管理体系包括()。,<p>A风险管理策略</p><p>B风险理财措施</p><p>C风险管理的组织职能体系</p><p>D风险管理信息系统</p><p>E内部控制系统</p>,5,ABCDE,全面风险管理体系包括风险管理策略、风险理财措施、风险管理的组织职能体系、风险管理信息系统和内部控制系统。,0,0
2,(多选题)操作风险评估准备包括()三个步骤。,<p>A准备</p><p>B评估</p><p>C确认</p><p>D报告</p><p>E提交</p>,5,ABD,操作风险评估准备包括准备、评估和报告三个步骤。准备阶段：包括确认评估对象、绘制流程图、收集整理操作风险信息；评估阶段：包括识别和评估固有风险、识别和评估现有控制、评估剩余风险、提出优化方案；报告阶段：包括整合评估成果和提交报告两个步骤。,0,0
2,(多选题)商业银行在全行范围内开展操作风险的自我评估有助于()。,<p>A建立覆盖商业银行各项经营管理活动和业务环节的操作风险动态识别和评估机制，实现操作风险的主动识别与内部控制持续优化</p><p>B优化和完善各项作业流程，平衡风险与收益，提高服务效率和盈利能力</p><p>C在自我评估的基础上建立操作风险时间数据库，构建操作风险管理基础平台</p><p>D为建立操作风险管理的关键风险指标体系和操作风险计量奠定基础</p><p>E风险关口前移，在风险事件发生和风险恶化前对风险进行识别并推动对其进行防范，从源头上控制风险隐患</p>,5,ABCDE,商业银行在全行范围内开展操作风险的自我评估，有助于：①建立覆盖商业银行各项经营管理活动和业务环节的操作风险动态识别和评估机制，实现操作风险的主动识别与内部控制持续优化；②优化和完善各项作业流程，平衡风险与收益，提高服务效率和盈利能力；③在自我评估的基础上建立操作风险时间数据库，构建操作风险管理的基础平台；④为建立操作风险管理的关键风险指标体系和操作风险计量奠定基础；⑤风险关口前移，在风险事件发生和风险恶化前对风险进行识别并推动对其进行防范，从源头上控制风险隐患；⑥促进风险管理文化的转移，提高员工参与操作风险管理的主动性和积极性。,0,0
2,(多选题)损失数据收集的原则包括()。,<p>A重要性原则</p><p>B准确性原则</p><p>C统一性原则</p><p>D谨慎性原则</p><p>E客观性原则</p>,5,ABCD,损失数据收集的原则包括：重要性原则；准确性原则；统一性原则；谨慎性原则。,0,0
2,(多选题)国别风险管理体系包括()。,<p>A董事会和高级管理层的有效监控</p><p>B完善的国别风险管理政策和程序</p><p>C完善的国别风险识别、计量、监测和控制过程</p><p>D完善的内部控制和审计</p><p>E股东大会的有效监控</p>,5,ABCD,商业银行应当将国别风险管理纳入全面风险管理体系，建立与自身战略目标、国别风险暴露规模和复杂程度相适应的国别风险管理体系。国别风险管理体系包括以下基本要素：董事会和高级管理层的有效监控；完善的国别风险管理政策和程序；完善的国别风险识别、计量、监测和控制过程；完善的内部控制和审计。,0,0
2,(多选题)根据不同的管理需要和本质特性，银行资本包括()。,<p>A账面资本</p><p>B经济资本</p><p>C监管资本</p><p>D实体资本</p><p>E虚拟资本</p>,5,ABC,根据不同的管理需要和本质特性，银行账本有账面资本、经济资本和监管资本三个概念。,0,0
2,(多选题)商业银行应当建立内部资本充足评估程序的报告体系，报告应至少包括()。,<p>A评估主要风险状况及发展趋势、战略目标</p><p>B评估外部环境对资本水平的影响</p><p>C评估实际持有的资本是否足以抵御主要风险</p><p>D评估总体风险状况</p><p>E提出确保资本能够充分覆盖主要风险的建议</p>,5,ABCE,报告应至少包括以下内容：①评估主要风险状况及发展趋势、战略目标和外部环境对资本水平的影响。②评估实际持有的资本是否足以抵御主要风险。③提出确保资本能够充分覆盖主要风险的建议。根据重要性和报告用途不同，商业银行应当明确各类报告的发送范围、报告内容及详略程度，确保报告信息与报送频率满足银行资本管理的需要。,0,0
2,(多选题)下列关于信用风险监测的说法，正确的有()。,<p>A是风险管理流程中的重要环节</p><p>B是一个动态、连续的过程</p><p>C风险监测包含两个层面的内容</p><p>D应当实现监测对合同条款遵守情况目标</p><p>E在贷款决策前预见风险并采取预案措施，对降低实际损失的贡献度为50%～60%</p>,5,ABCDE,信用风险监测是风险管理流程中的重要环节，其为一个动态、连续的过程，通常包括两个层面：①跟踪已识别风险的发展变化情况，包括在整个授信用周期内，风险产生的条件和导致的结果变化，评估风险缓释计划需求；②根据风险的变化情况及时调整风险应对计划，并对已发生的风险及其产生的遗留风险和新增风险及时识别、分析，以便采取适当的应对措施。,0,0
2,(多选题)法律/合规部门主要承担的职责包括()。,<p>A协助制定法律政策</p><p>B适时修订规章制度和操作规程，使其符合法律和监管要求</p><p>C开展法律培训和教育项目</p><p>D经营管理的合规性和合规部门工作情况</p><p>E参与商业银行的组织架构和业务流程再造</p>,5,ABCE,法律/合规部门主要承担的职责包括协助制定法律政策，适时修订规章制度和操作规程，使其符合法律和监管要求，开展法律培训和教育项目，关注、正确理解法律/合规/监管要求以及最新发展，为高级管理层提供建议，参与商业银行的组织架构和业务流程再造。所以A、B、C、E正确，经营管理的合规性和合规部门工作情况属于内部审计部门的内容。,0,0
2,(多选题)经济合作与发展组织的公司治理准则，治理结构框架应当做到()。,<p>A有效的董事会应清楚地界定自身和高级管理层的权力及主要责任，并在全行实行问责制</p><p>B维护股东的权利，确保小股东和外国股东在内的全体股东受到平等的待遇</p><p>C确认利益相关者的合法权利</p><p>D保证及时准确地披露与公司有关的任何重大问题的信息</p><p>E确保董事会对公司的战略性指导和对管理人员的有效监管</p>,5,BCDE,根据经济合作与发展组织的公司治理准则，治理结构框架应当做到维护股东的权利，确保小股东和外国股东在内的全体股东受到平等的待遇，确认利益相关者的合法权利。保证及时准确地披露与公司有关的任何重大问题的信息，确保董事会对公司的战略性指导和对管理人员的有效监管，所以B、C、D、E正确。【专家点拨】A属于巴塞尔委员会认为商业银行公司治理应遵循的原则之一。,0,0
2,(多选题)商业银行通常对下列业务进行外包以转移操作风险，主要包括()。,<p>A资金交易</p><p>B消费信贷业务有关客户身份的核对</p><p>C网络中心</p><p>D法律事务</p><p>E账户系统</p>,5,BCD,商业银行业务外包通常有以下几类：①技术外包（如网络中心）；②处理程序外包（如消费信贷业务有关客户身份的核对）；③业务营销外包（如银行卡营销）；④某些专业性服务外包（如法律事务）；⑤后勤性事务外包。一些关键过程和核心业务，如账户系统、资金交易业务等不应外包出去。,0,0
2,(多选题)企业的速动比率具有局限性，主要是因为其没有考虑()。,<p>A资产总额</p><p>B应收账款收回的可能性</p><p>C没有考虑存货</p><p>D应收账款收回的时间预期</p><p>E待摊费用</p>,5,BD,企业的速动比率具有局限性，主要是因为其没有考虑应收账款收回的可能性、应收账款收回的时间预期，所以B、D项正确。,0,0
2,(多选题)收益率曲线图中的横坐标和纵坐标分别表示()。,<p>A资产的不同市场价值</p><p>B资产的各到期期限</p><p>C对应的收益率</p><p>D资产的现值</p><p>E资产的当期收益率</p>,5,BC,收益率曲线图中的横坐标和纵坐标分别表示资产的各到期期限和对应的收益率。,0,0
2,(多选题)操作风险可以分为由()所引发的风险。,<p>A技术</p><p>B系统</p><p>C流动性</p><p>D外部事件</p><p>E人员</p>,5,BDE,操作风险可以分为由内部程序、人员及系统或外部事件所引发的四类风险。,0,0
2,(多选题)下列关于商业银行风险管理模式经历的发展阶段，说法正确的有()。,<p>A资产风险管理模式阶段，商业银行的风险管理主要偏重于资产业务的风险管理</p><p>B负债风险管理模式阶段，西方商业银行由积极性的主动负债变为被动负债</p><p>C资产负债风险管理模式阶段，重点强调对资产业务、负债业务风险的协调管理，通过匹配资产负债结构、经营目标互相替换和资产分散，实现总量平衡和风险控制</p><p>D全面风险管理模式阶段，金融衍生产品、金融工程学等一系列专业技术逐渐应用于商业银行的风险管理</p><p>E资产风险管理模式阶段，强调保证商业银行资产的固定性</p>,5,ACD,暂无解析,0,0
2,(多选题)国别风险可分为()。,<p>A政治风险</p><p>B信用风险</p><p>C社会风险</p><p>D经济风险</p><p>E操作风险</p>,5,ACD,暂无解析,0,0
2,(多选题)下列属于市场风险的有()。,<p>A利率风险</p><p>B股票风险</p><p>C违约风险</p><p>D汇率风险</p><p>E商品风险</p>,5,ABDE,暂无解析,0,0
2,(多选题)商业银行的授信审批和信贷决策一般遵循()原则。,<p>A展期重审原则</p><p>B统一考虑原则</p><p>C公平竞争的原则</p><p>D后续监督原则</p><p>E审贷分离原则</p>,5,ABE,商业银行的授信审批和信贷决策一般遵循审贷分离原则、统一考虑原则、展期重审原则。,0,0
2,(多选题)可用来简化协方差矩阵的方法有()。,<p>A对角线模型</p><p>B因子模型</p><p>C历史模拟法</p><p>D解析模型</p><p>E仿真模型</p>,5,AB,可用来简化协方差矩阵的方法的是对角线模型和因子模型。,0,0
2,(多选题)我国监管当局出台的贷款分类包含()等级的贷款。,<p>A正常</p><p>B关注</p><p>C次级</p><p>D可疑</p><p>E损失</p>,5,ABCDE,我国监管当局出台的贷款五级分类包含正常、关注、次级、可疑、损失的贷款。,0,0
2,(多选题)个人住房抵押贷款涉及的风险主要包括()。,<p>A经销商风险</p><p>B借款人的经济财务状况恶化的风险</p><p>C由于房产价值下跌导致超额抵押值不足</p><p>D假按揭风险</p><p>E国家干预房价</p>,5,ABCD,个人住房抵押贷款涉及的风险主要包括经销商风险、假按揭风险、借款人的经济财务状况恶化的风险、由于房产价值下跌导致超额押值不足，所以A、B、C、D正确。,0,0
2,(多选题)资产证券化可以分为()。,<p>A资产支持债券</p><p>B住房抵押贷款证券</p><p>C消费贷款支持证券</p><p>D企业贷款支持证券</p><p>E其他贷款支持证券</p>,5,AB,根据产生现金流的基础资产类型的不同，可分为住房抵押贷款证和资产支持证券两大类。,0,0
2,(多选题)市场风险计量方法中的缺口分析的局限性包括()。,<p>A忽略同一时间段内所的头寸的到期时间或利率重新定价期限的差异</p><p>B缺口分析只考虑了利率的重新定价风险，没有考虑利率的基准风险</p><p>C大多数缺口分析未能反映利率变动对非利息收入和费用的影响</p><p>D缺口分析主要衡量利率变动对银行当期收益的影响.未考虑利率变动对银行经济价值的影响</p><p>E缺口分析忽略了与期权有关的头寸在收入敏感性方面的差异</p>,5,ABCDE,暂无解析,0,0
2,(多选题)商业银行柜员在现金存取款的操作中，下列行为易造成操作风险的有()。,<p>A未能正确识别假钞</p><p>B临时离岗时，钱箱加锁并保管好钥匙</p><p>C无支付凭证或用内部凭证办理客户资金支付业务</p><p>D未审核客户有效身份证件办理大额取现业务</p><p>E未经授权办理大额取现业务</p>,5,ACDE,B是避免操作风险的正确做法。,0,0
2,(多选题)根据良好的公司治理和内部控制原则，商业银行市场风险管理组织架构应当能够()。,<p>A由市场风险管理部门监测业务经营部门和分支机构对市场风险限额的遵守情况</p><p>B由承担风险的业务经营部门向董事会和高级管理层提供独立的市场风险报告</p><p>C确保市场风险管理部门与承担风险的业务经营部门保持相对独立</p><p>D由前台交易人员进行交易的正式确认、对账、重新估值、交易结算和款项收付</p><p>E做到各部门职能恰当分离，避免潜在的利益冲突</p>,5,ACE,负责市场风险管理的部门应当职责明确，与承担风险的业务经营部门保持相对独立，向董事会和高级管理层提供独立的市场风险报告，并且具备履行市场风险管理职责所需要的人力资源、物力资源，所以B错误。交易部门应当将前台、后台严格分离，前台交易人员不得参与交易的正式确认、对账、重新估值、交易结算和款项收付，必要时可设置中台监控机制，故D错误。,0,0
2,(多选题)商业银行保持良好的流动性状况对其运营产生的积极作用有()。,<p>A降低商业银行所面临的操作风险</p><p>B降低商业银行借入资金所需支付的风险溢价</p><p>C避免商业银行的资产被迫廉价出售</p><p>D确保银行有能力实现贷款承诺，稳固客户关系</p><p>E增进市场信心，向市场表明商业银行是安全的并有能力偿还借款</p>,5,BCDE,保持良好的流动性状况能够对商业银行的安全、稳健运营产生积极作用：①增进市场信心，向外界表明银行有能力偿还借款，是值得信赖的；②确保银行有能力履行贷款承诺，稳固客户关系；③避免银行资产廉价出售，损害股东利益；④降低银行借入资金时所需支付的风险溢价。操作风险能引起流动性风险，但是流动性状况一般不会影响操作风险。,0,0
2,(多选题)根据监管机构的要求，商业银行符合以下()条件时，可以使用标准法计量操作风险资本。,<p>A业务条线实施操作风险管理的人力和物力匮乏</p><p>B未建立清晰的操作风险内部报告路线</p><p>C建立了与本行的业务性质、规模和产品复杂程度相适应的操作风险管理体系</p><p>D商业银行系统性地收集、整理、跟踪和分析操作风险相关数据，定期根据损失数据进行风险评估，并将评估结果纳入操作风险监测和控制</p><p>E董事会和高级管理层了解操作风险管理架构但不参与监督执行</p>,5,CD,根据监管机构的要求，商业银行使用标准法计量操作风险资本应当至少满足的条件包括：①董事会和高级管理层应当积极参与监督操作风险管理架构；②商业银行应建立与本行的业务性质、规模和产品复杂程度相适应的操作风险管理系统；③商业银行应系统性地收集、整理、跟踪和分析操作风险相关数据，定期根据损失数据进行风险评估，并将评估结果纳入操作风险监测和控制；④商业银行应建立清晰的操作风险内部报告路线；⑤商业银行应投入充足的人力和物力支持在业务条线实施操作风险管理，并确保内部控制和内部审计的有效性。,0,0
2,(多选题)下列关于商业银行为降低个人信贷业务的操作风险的说法，正确的有()。,<p>A银行个贷业务集约化管理，提升管理层次，实现审贷部门分离</p><p>B建立有效的激励机制，将客户经理的贷款发放规模与其收入和奖金挂钩</p><p>C强化个贷审贷责任约束机制，细化个贷责任追究制度</p><p>D重点发展以质押和抵押为担保方式的个贷业务，审慎发展个人信用和自然人保证贷款</p><p>E成立个人信贷业务中心，由中心进行统一审查和审批，实现专业化经营和管理</p>,5,ACDE,B项应为：在建立责任制的同时配之以奖励制度，将客户的贷款发放质量与其收入挂钩。,0,0
2,(多选题)商业银行在特定时段内需要借入的资金规模是由一定水平的()决定的。,<p>A客户规模</p><p>B一定数量的流动性资产</p><p>C发放的贷款</p><p>D净利润</p><p>E核心存款</p>,5,BCE,商业银行在特定时段内需要借入的资金规模是由一定水平的核心存款、发放的贷款，以及一定数量的流动性资产决定的。,0,0
2,(多选题)商业银行的流动性管理应急计划中应当包括()等方面的内容。,<p>A制定在危机情况下对资产和负债的处置措施</p><p>B弥补现金流量不足的工作程序</p><p>C如何维持良好的公共关系，树立积极的公众形象</p><p>D如何处理与利益持有者之间的关系</p><p>E明确在危机情况下各部门的分工和应采取的措施</p>,5,ACDE,流动性应急计划主要包括两方面内容：①危机处理方案。规定各部门沟通或传输信息的程序，明确在危机情况下各自的分工和应采取的措施，以及制定在危机情况下资产和负债的处置措施。危机处理方案还应当考虑如何处理与利益持有者（如债权人、债务人、表外业务交易对手等）的关系。此外，维持良好的公共关系将有利于树立积极的公众形象，防止危机变得更糟。②弥补现金流量不足的工作程序。,0,0
