1,(单选题)交易所交易基金的英文简称为()。,<p>ALOF</p><p>BQDII</p><p>CETF</p><p>DQFII</p>,4,C,交易所交易基金的英文简称为ETF。,0,0
1,(单选题)关于股票，下列表述错误的有()。Ⅰ.股票创设了股东权利Ⅱ.股票独立于真实资本之外，在股票市场上进行着独立的价值运动Ⅲ.股票属于债权证券Ⅳ.股东是公司财产的所有人，享有种种权利，对于公司的财产可以直接支配处理,<p>AⅠ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,B,股票的作用不是创设股东权利，而是证明股东的权利；股票不属于物权证券，也不属于债权证券；股东虽然是公司财产的所有人，享有种种权利，但对于公司的财产不能直接支配处理，而对财产直接支配处理是物权证券的特征。,0,0
1,(单选题)以下关于股票的说法正确的是()。Ⅰ.股票是一种有价证券，它是股份有限公司签发的证明股东所持股份的凭证Ⅱ.股票是设权证券Ⅲ.股票是资本证券Ⅳ.股票是综合权利证券,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,B,股票是证权证券而不是设权证券。,0,0
1,(单选题)下列关于国际债券的表述正确的有()。Ⅰ.发行人发行国际债券筹集到的资金一般是一种可通用的自由外汇资金Ⅱ.国际债券资金来源广、发行规模大Ⅲ.不存在汇率风险Ⅳ.国际债券是一种跨国发行的债券，涉及两个或两个以上的国家,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅡ.Ⅳ</p>,4,C,国际债券存在汇率风险。,0,0
1,(单选题)下列选项中，属于基金管理人义务的是()。Ⅰ.负责基金投资于证券的清算交割Ⅱ.及时、足额向基金持有人支付基金收益Ⅲ.保存基金的会计账册、记录15年以上Ⅳ.计算并公告基金资产净值及每一基金单位资产净值,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,C,基金管理人的义务主要有：(1)按照基金契约的规定运用基金资产投资并管理基金资产。(2)及时、足额向基金持有人支付基金收益。(3)保存基金的会计账册、记录15年以上。(4)编制基金财务报告，及时公告，并向中国证监会报告。(5)计算并公告基金资产净值及每一基金单位资产净值。(6)基金契约规定的其他职责。,0,0
1,(单选题)记名股票的特点包括（）。Ⅰ.股东权利归属于记名股东Ⅱ.可以一次或分次缴纳出资Ⅲ.安全性较差Ⅳ.转让相对复杂或受限制,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅢ.Ⅳ</p>,4,C,记名股票的安全性较好。,0,0
1,(单选题)下列关于监管部门对发布证券研究报告业务有关规定的说法中，正确的是()。Ⅰ.证券公司应当将拟参与媒体证券节目情况，事先向住所地证监局进行报备Ⅱ.证券公司可以宣传过往荐股业绩、产品、咨询机构和人员的能力Ⅲ.证券公司不得传播虚假、片面和误导性信息Ⅳ.证券公司员工参与广播电视证券节目的，应当履行公司内部审批管理程序，参照有关要求，在节目中以显著、清晰的方式进行风险提示,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,监管部门对证券公司发布证券研究报告业务的有关规定之一是：不得宣传过往荐股业绩、产品、咨询机构和人员的能力.不得传播虚假、片面和误导性信息，不得在证券节目中播出客户招揽内容。,0,0
1,(单选题)附权证的可分离公司债券与一般的可转换债券之间的区别包括()。Ⅰ.权利的裁体Ⅱ.行权方式Ⅲ.权利的内容Ⅳ.交易标的,<p>AⅡ.Ⅲ</p><p>BⅡ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,考察附权证的分离公司债券与一般的可转换债券之间的区别：权利载体不同；行权方式不同；权利内容不同。,0,0
1,(单选题)以下关于股票合并的说法正确的是()。Ⅰ.并股常见于高价股Ⅱ.股票合并时将若干股票合并为1股Ⅲ.并股后，流动性有可能提高，导致估值上调Ⅳ.理论上，并股后，股东所持股票的市值不会发生变化,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,考察股票的合并。并股常见于低价股。,0,0
1,(单选题)下列关于证监会派出机构的表述中，正确的是()。Ⅰ.中国证监会在上海、深圳等地设立8个稽查局Ⅱ.中国证监会在各省、自治区、直辖市、计划单列市共设立36个证局Ⅲ.依法查处辖区内监管范围的违法、违规案件，调解证券、期货业务纠纷和争议Ⅳ.依据中国证监会授权对辖区内的上市公司，证券、期货经营机构，证券、期货投资咨询机构和从事证券业务的律师事务所等中介机构的证券业务活动进行监督管理,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ</p>,4,A,考察中国证监会派出机构。中国证监会在上海、深圳等地设立9个稽查局。,0,0
1,(单选题)下列关于存托凭证的优点，正确的是()。Ⅰ.市场容量大，筹资能力强Ⅱ.以欧元交易，且通过投资者熟悉的清算公司进行清算Ⅲ.避开直接发行股票与债券的法律要求Ⅳ.上市手续简单，发行成本低,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,B,考核存托凭证的优点。投资于ADR是以美元交易，且通过投资者熟悉的美国清算公司进行清算,0,0
1,(单选题)下列关于证券公司申请融资融券业务试点业务规则的说法中，正确的是()。Ⅰ.客户融资买入或者融券卖出的证券预定终止交易，且最后交易日在融资融券债务到期日之前的，融资融券的期限是最后交易日前的第10个交易日Ⅱ.证券公司以自己的名义在证券登记结算机构分别开立融券专用证券账户、客户信用交易担保证券账户、信用交易证券交收账户和信用交易资金交收账户Ⅲ.证券公司以自己的名义在商业银行分别开立融资专用资金账户和客户信用交易担保资金账户Ⅳ.证券公司向客户融资，只能使用融资专用资金账户内的资金；向客户融券，只能使用,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,C,客户融资买入或者融券卖出的证券预定终止交易，且最后交易日在融资融券债务到期日之前的，融资融券的期限缩短至最后交易日的前一交易日。融资融券合同另有约定的，从其约定。,0,0
1,(单选题)下列行为中，属于内幕交易的是()。Ⅰ.知情人员买入或者卖出所持有的该公司的证券Ⅱ.知情人员或者非法获取内幕信息的其他人员泄露该信息的行为Ⅲ.知情人员或者非法获取内幕信息的其他人员建议他人买卖证券的行为Ⅳ.与他人串通，以事先约定的时间、价格和方式相互进行证券交易,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,内幕交易是指利用内幕信息进行证券交易活动。内幕交易包括下列行为：(1)知情人员买入或者卖出所持有的该公司的证券。(2)非法获取内幕信息的其他人员买人或者卖出所持有的该公司的证券。(3)知情人员或者非法获取内幕信息的其他人员泄露该信息的行为。(4)知情人员或者非法获取内幕信息的其他人员建议他人买卖证券的行为。,0,0
1,(单选题)下列关于企业年金的表述，正确的是()。Ⅰ.企业年金不能用于证券投资基金Ⅱ.企业年金是指根据依法制定的企业年金计划筹集的资金及其投资运营收益形成的企业补充养老保险基金Ⅲ.企业年金基金财产限于境内投资Ⅳ.每个投资组合的企业年金基金财产应当由一个投资管理人管理,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,企业年金可以用于证券投资基金,0,0
1,(单选题)取得基金销售人员从业考试成绩合格证的人员可以参加的培训是()。Ⅰ.所在机构组织的培训Ⅱ.协会远程系统的培训Ⅲ.所在辖区地方证券业协会组织的培训Ⅳ.所在辖区以外的地方证券业协会组织的培训,<p>AⅠ．Ⅱ．Ⅲ</p><p>BⅠ．Ⅱ．Ⅳ</p><p>CⅠ．Ⅲ．Ⅳ</p><p>DⅠ．Ⅱ．Ⅲ．Ⅳ</p>,4,A,取得基金销售人员从业考试成绩合格证的人员可以参加所在机构组织的培训，也可以参加协会远程系统的培训或所在辖区地方证券业协会组织的培训。,0,0
1,(单选题)下列选项中属于农产品期货的是()。Ⅰ.大豆Ⅱ.咖啡Ⅲ.天然橡胶Ⅳ.原油,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,商品期货的主要品种可以分为农产品期货（如棉花、大豆、小麦、玉米、白糖、咖啡、猪腩、菜籽油、天然橡胶、棕榈油）、金属期货（如铜、铝、锡、锌、镍、黄金、白银）和能源期货（如原油、汽油、燃料油）。,0,0
1,(单选题)规范上市公司收购以及上市公司重大资产重组的主要法律法规包括()。Ⅰ.《中华人民共和国公司法》Ⅱ.《中华人民共和国证券法》Ⅲ.《上市公司收购管理办法》Ⅳ.《证券交易管理条例》,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,上市公司收购以及上市公司重大资产重组的主要法律法规包括《中华人民共和国公司法》《中华人民共和国证券法》《上市公司重大资产重组》《上市公司收购管理办法》《上市公司股改》《国有资产管理》和《上市公司定向增发》等法律。,0,0
1,(单选题)证券公司申请融资融券业务资格，应当具备的条件中，正确的是()。Ⅰ.经营证券经纪业务已满3年Ⅱ.公司及其董事、监事、高级管理人员最近1年内未因违法违规经营受到行政处罚和刑事处罚，且不存在因涉嫌违法违规正被中国证监会立案调查或者正处于整改期间Ⅲ.财务状况良好，最近两年各项风险控制指标持续符合规定Ⅳ.客户资产安全、完整，客户交易结算资金已实现第三方存管,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅲ</p>,4,B,条件之一是公司及其董事、监事、高级管理人员最近2年内未因违法违规经营受到行政处罚和刑事处罚，且不存在因涉嫌违法违规正被中国证监会立案调查或者正处于整改期间。,0,0
1,(单选题)以下关于我国利用国际债券市场筹集资金的说法正确的是()。Ⅰ.我国发行国际债券始于20世纪70年代初期Ⅱ.主要的债券品种有政府债券、金融债券和可转换公司债券Ⅲ.1987年10月，财政部在德国法兰克福发行了3亿马克的公募债券，是我国经济体制改革后政府首次在国外发行债券Ⅳ.到2001年底，转国发行了四种可供境外投资者投资的可转换公司债券,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,我国发行国际债券始于20世纪80年代初期。,0,0
1,(单选题)以下证券投资风险中不属于系统性风险的是()。Ⅰ.信用风险Ⅱ.利率风险Ⅲ.经营风险Ⅳ.财务风险,<p>AⅡ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅲ</p>,4,B,系统风险包括：政策风险、经济周期波动风险、利率风险和购买力风险等。,0,0
1,(单选题)下列关于证券公司账户体系的说法中，正确的是()。Ⅰ.融券专用证券账户用于-记录证券公司持有的拟向客户融出的证券和客户归还的证券，不得用于证券买卖Ⅱ.客户信用交易担保证券账户用于记录客户委托证券公司持有、担保证券公司因向客户融资融券所生债权的证券Ⅲ.融资专用资金账户用于存放证券公司拟向客户融出的资金及客户归还的资金Ⅳ.信用交易资金交收账户用于客户融资融券交易的证券结算,<p>AⅠ．Ⅱ．Ⅲ</p><p>BⅠ．Ⅱ．Ⅳ</p><p>CⅠ．Ⅲ．Ⅳ</p><p>DⅠ．Ⅱ．Ⅲ．Ⅳ</p>,4,A,信用交易资金交收账户用于客户融资融券交易的资金结算。,0,0
1,(单选题)下列关于欺诈发行股票、债券罪客观要件的说法中，正确的是()。Ⅰ.行为人必须在招股说明书、认股书、公司债券、企业债券募集办法中，有隐瞒重要事实或者编造重大虚假内容的行为Ⅱ.行为人制作虚假的招股说明书、认股书、公司债券募集办法发行股票或者公司、企业债券的行为，必须达到一定的严重程度，才构成犯罪Ⅲ.行为人必须实施了发行股票或公司、企业债券的行为Ⅳ.本罪侵犯的客体是复杂客体,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,选项I、II、III属于欺诈发行股票、债券罪的客观要件，选项IV属于其客体要件。,0,0
1,(单选题)下列关于证券发行的描述中，正确的是()。Ⅰ.未经依法核准，任何单位和个人不得公开发行证券Ⅱ.向不特定对象发行证券属于公开发行Ⅲ.向累计超过200人的特定对象发行证券属于公开发行Ⅳ.公开发行证券，不得采用广告、公开劝诱和变相公开方式,<p>AⅠ．Ⅱ．Ⅲ</p><p>BⅠ．Ⅱ．Ⅳ</p><p>CⅠ．Ⅲ．Ⅳ</p><p>DⅠ．Ⅱ．Ⅲ．Ⅳ</p>,4,A,有下列情形之一的，为公开发行：(1)向不特定对象发行证券。(2)向累计超过200人的特定对象发行证券。(3)法律、行政法规规定的其他发行行为。非公开发行证券，不得采用广告、公开劝诱和变相公开方式。,0,0
1,(单选题)下列关于诱骗投资者买卖证券、期货合约罪犯罪构成的说法中，正确的是()。Ⅰ.侵害的客体是复杂客体Ⅱ.主体为特殊主体Ⅲ.在主观方面必须出于故意Ⅳ.侵害的主体包括证券、期货市场正常的交易管理秩序和其他投资者的利益,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,诱骗投资者买卖证券、期货合约罪所侵害的客体是复杂客体，包括证券、期货市场正常的交易管理秩序和其他投资者的利益；主体为特殊主体，并且在主观方面必须出于故意。,0,0
1,(单选题)下列关于债券的表述正确的有()。Ⅰ.债券是一种真实资本Ⅱ.债券属于有价证券Ⅲ.债券是债权的表现Ⅳ.债券有一定的票面格式,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,债券是一种虚拟资本而不是真实资本。,0,0
1,(单选题)在证券发行市场上，属于证券发行主体的是()。Ⅰ.政府Ⅱ.企业Ⅲ.政府机构Ⅳ.居民,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,证券发行市场上，不属于证券发行主体的是居民。,0,0
1,(单选题)证券公司受期货公司委托，从事介绍业务应当提供的服务包括()。Ⅰ.协助办理开户手续Ⅱ.提供期货行情信息Ⅲ.代理客户进行期货交易Ⅳ.提供交易设施,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,证券公司不得代理客户进行期货交易、结算或者交割，不得代期货公司、客户收付期货保证金，不得利用证券资金账户为客户存取、划转期货保证金。,0,0
1,(单选题)证券公司从事上市公司并购重组财务顾问业务应当具备的条件包括()。Ⅰ.公司净资本符合中国证监会的规定Ⅱ.财务顾问主办人不少于3人Ⅲ.建立健全的尽职调查制度，具备良好的项目风险评估和内核机制Ⅳ.公司控股股东、实际控制人信誉良好且最近3年无重大违法违规记录,<p>AⅠ．Ⅱ．Ⅲ</p><p>BⅠ．Ⅱ．Ⅳ</p><p>CⅠ．Ⅲ．Ⅳ</p><p>DⅠ．Ⅱ．Ⅲ．Ⅳ</p>,4,C,证券公司从事上市公司并购重组财务顾问业务，应当具备下列条件：(1)公司净资本符合中国证监会的规定。(2)具有健全且运行良好的内部控制机制和管理制度，严格执行风险控制和内部隔离制度。(3)建立健全的尽职调查制度，具备良好的项目风险评估和内核机制。(4)公司财务会计信息真实、准确、完整。(5)公司控股股东、实际控制人信誉良好且最近3年无重大违法违规记录。(6)财务顾问主办人不少于5人。(7)建立健全的尽职调查制度，具备良好的项目风险评估和内核机制。(8)中国证监会规定的其他条件。,0,0
1,(单选题)以下关于我国证券公司短期融资券的说法，正确的是()。Ⅰ.以短期融资为目的Ⅱ.在银行间债券市场发行Ⅲ.在证券交易所上市交易Ⅳ.约定在一定期限内还本付息,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,C,证券公司短期融资券是指证券公司以短期融资为目的，在银行间债券市场发行的约定在一定期限内还本付息的金融债券。,0,0
1,(单选题)下列关于经纪业务禁止行为的说法中，正确的是()。Ⅰ.不得为多获取佣金而诱导客户进行不必要的证券买卖Ⅱ.可以在批准的营业场所之外接受客户委托和进行清算、交收Ⅲ.不得为他人操纵市场、内幕交易、欺诈客户提供方便Ⅳ.不得散布谣言或其他非公开披露的信息,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,证券经纪业务的禁止行为之一是不得在批准的营业场所之外接受客户委托和进行清算、交收，故II项错误。,0,0
1,(单选题)下列()属于证券经纪业务营业部管理方面的法律法规。Ⅰ.《证券业从业人员资格管理办法》Ⅱ.《证券公司董事、监事和高级管理人员任职资格监管办法》Ⅲ.《证券从业人员行为守则（试行）》Ⅳ.《证券公司融资融券业务试点管理办法》,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,证券经纪业务营业部管理方面的法律法规包括《证券业从业人员资格管理办法》《证券公司董事、监事和高级管理人员任职资格监管办法》和《证券从业人员行为守则（试行）》等。选项IV属于融资融券方面的法律法规。,0,0
1,(单选题)证券市场的监管手段包括()。Ⅰ.监督调查Ⅱ.法律手段Ⅲ.经济手段Ⅳ.行政手段,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,证券市场的监管手段包括：法律手段、经济手段、行政手段。,0,0
1,(单选题)下列选项中，属于证券账户注册资料查询的是()。Ⅰ.法人申请查询Ⅱ.自然人申请查询Ⅲ.经办人向中国结算公司实时办理查询，并将查询结果交客户经办人Ⅳ.收市后经办人将客户留存资料归入客户资料档案留存,<p>AⅠ．Ⅱ．Ⅲ</p><p>BⅠ．Ⅱ．Ⅳ</p><p>CⅠ．Ⅲ．Ⅳ</p><p>DⅠ．Ⅱ．Ⅲ．Ⅳ</p>,4,A,证券账户注册资料的查询包括：(1)自然人申请查询。(2)法人申请查询。(3)经办人查验申请人所提供资料的真实性、有效性、完整性及一致性，在申请表单上签章后，将所有资料交复核员实时复核。(4)复核员实时复核并在申请表单上签章后，将资料交还经办人；经办人将有效身份证明原件交还客户，其余资料留存。(5)经办人向中国结算公司实时办理查询，并将查询结果交客户经办人。,0,0
1,(单选题)下列属于证券自营业务特点的是()。Ⅰ.风险性Ⅱ.收益性Ⅲ.保密性Ⅳ.被动性,<p>AⅠ．Ⅱ．Ⅲ</p><p>BⅠ．Ⅱ．Ⅳ</p><p>CⅠ．Ⅲ．Ⅳ</p><p>DⅠ．Ⅱ．Ⅲ．Ⅳ</p>,4,A,证券自营业务的特点包括自主性、风险性、收益性、专业性、保密性。,0,0
1,(单选题)关于社保基金的下列表述中，正确的是()。Ⅰ.由社会保险基金和社会保障基金组成Ⅱ.全国性社保基金是社会福利网的最后一道防线Ⅲ.主要投向货币市场Ⅳ.对资金的安全性和流动性有很高的要求,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅢ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,C,主要投向国债市场,0,0
1,(单选题)下列属于自然人因遗产继承办理公众股非交易过户内容的是()。Ⅰ.申请人填写“股份非交易过户申请表”Ⅱ.申请人提交继承公证书、证明被继承人死亡的有效法律文件及复印件Ⅲ.申请人提交继承人身份证原件及复印件Ⅳ.申请人填写家庭住址,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,自然人因遗产继承办理公众股非交易过户的内容包括：申请人填写“股份非交易过户申请表”，并提交继承公证书、证明被继承人死亡的有效法律文件及复印件、继承人身份证原件及复印件、证券账户卡原件及复印件、股份托管证券营业部出具的所涉流通股份冻结证明。申请人委托他人代办的，还应提供经公证的代理委托书、代办人有效身份证明文件及复印件。,0,0
