1,(单选题)()是基金一切活动的中心。,<p>A基金经理</p><p>B基金管理人</p><p>C基金托管人</p><p>D基金份额持有人</p>,4,D,基金份额持有人是基金一切活动的中心。,0,0
1,(单选题)董事和高级管理人员在任何情况下都不得有的行为包括()。Ⅰ.挪用公司资金Ⅱ.将公司资金以其他个人名义开立账户存储Ⅲ.将公司资金借贷给他人或者以公司资产为他人提供担保Ⅳ.与本公司订立合同或者进行交易,<p>AⅠ.Ⅱ</p><p>BⅠ.Ⅲ</p><p>CⅡ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,"董事和高级管理人员不得有下列行为：(1)挪用公司资金。(2)将公司资金以个人名义或者其他个人名义开立账户储存。(3)违反公司章程的规定,未经股东会、股东大会或者董事会同意,将公司资金借贷给他人或者以公司资产为他人提供担保。(4)违反公司章程的规定或者未经股东会、股东大会同意，与本公司订立合同或者进行交易。(5)未经股东会或者股东大会同意,利用职务之便利为自己或者他人谋取属于公司的商业机会,自营或者为他人经营与所任职公司同类的业务。(6)接受他人与公司交易的佣金归为已有。(7)擅自披露公司秘密。(8)违反对公司忠实义务的其他行为。",0,0
1,"(单选题)对于证券业协会、证券监督管理机构及其工作人员,在证券交易活动中作出虚假陈述或者信息误导的,下列处罚措施正确的是()。Ⅰ.取消从业资格Ⅱ.处以3万元以上5万元以下的罚款Ⅲ.属于国家工作人员的,还应当依法给予行政处分Ⅳ.构成犯罪的,依法追究刑事责任",<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ</p><p>CⅢ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,C,"证券交易所、证券公司、证券登记结算机构、证券交易服务机构、社会中介机构及其从业人员,或者证券业协会、证券监督管理机构及其工作人员,在证券交易活动中作出虚假陈述或者信息误导的,责令改正,处以3万元以上20万元以下的罚款；属于国家工作人员的，还应当依法给予行政处分。构成犯罪的,依法追究刑事责任。",0,0
1,(单选题)根据《上海证券交易所异常情况处理实施细则》中属于无法连续交易的情况是()。Ⅰ.交易、通信系统出现10分钟以上中断Ⅱ.行情发布系统出现10分钟以上中断Ⅲ.10%以上证券中断交易Ⅳ.10%以上营业部无法正常发送交易申报、接收实时行情或者成交回报,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ</p><p>DⅢ.Ⅳ</p>,4,B,证券交易所无法连续交易的情形有:证券交易所交易、通信系统出现10分钟以上中断；证券交易所行情发布系统出现10分钟以上中断；10%以上的会员营业部无法正常发送交易申报、接收实时行情或成交回报；10%以上的证券中断交易等。,0,0
1,"(单选题)根据《证券公司督管理条例》,证券公司从事证券资产管理业务、融资融券业务,销售证券类金融产品,应当按照规定程序,了解客户的()。Ⅰ.证券投资经验Ⅱ.财产与收入状况Ⅲ.风险偏好Ⅳ.身份",<p>AⅠ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,B,"证券公司从事证券资产管理业务、融资融券业务,销售证券类金融产品,应当按照规定程序了解客户的身份、财产与收入状况、证券投资经验和风险偏好,并以书面和电子方式予以记载保存。",0,0
1,(单选题)公司的财产包括()。Ⅰ.动产Ⅱ.不动产Ⅲ.货币组成的有形财产Ⅳ.货币组成的无形财产,<p>AⅠ.Ⅱ</p><p>BⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>CⅢ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,B,"公司的财产一般被称为公司资产,包括动产、不动产,货币组成的有形财产、无形财产。",0,0
1,(单选题)关于公司设立登记程序，下列说法错误的是()。Ⅰ.公司设立人首先应当向其所在地工商行政管理机关提出申请Ⅱ.设立有限责任公司应由全体股东指定的代表或共同委托的代理人作为申请人Ⅲ.设立股份有限公司应由监事会作为申请人Ⅳ.设立国有独资公司只能由国家授权投资机构作为申请人,<p>AⅠ.Ⅳ</p><p>BⅡ.Ⅲ</p><p>CⅢ.Ⅳ</p><p>DⅠ.Ⅱ</p>,4,C,公司设立人首先应当向其所在地工商行政管理机关提出申请。设立有限责任公司应由全体股东指定的代表或共同委托的代理人作为申请人；设立国有独资公司应由国家授权投资机构或国家授权的部门作为申请人；设立股份有限公司应由董事会作为申请人。,0,0
1,"(单选题)关于证券资产管理业务的客户资产托管,下列说法中错误的有()。Ⅰ.证券公司办理定向资产管理业务,客户委托资产应当按照中国证监会的规定采取托管方式进行保管Ⅱ.证券公司办理集合资产管理业务,开立的资金账户名称应当是""证券公司名称一资产托管机构名称一集合资产管理计划名称""Ⅲ.资产托管机构有权随时查询集合资产管理计划的经营运作情况,并应当定期核对集合资产管理计划资产的情况Ⅳ.资产托管机构可以将托管的集合资产管理计划资产与其管理的其他资产一起管理",<p>AⅠ.Ⅱ</p><p>BⅡ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅲ</p>,4,B,"证券公司办理集合资产管理业务,开立的资金账户名称应当是""集合资产管理计划名称""；证券账户名称应当是""证券公司名称一资产托管机构名称一集合资产管理计划名称""；资产托管机构托管的集合资产管理计划资产与其自有资产及其管理的其他资产要严格分开。",0,0
1,"(单选题)基金按运作方式不同,分为()。Ⅰ.封闭式基金Ⅱ.开放式基金Ⅲ.契约型基金Ⅳ.公司型基金",<p>AⅠ.Ⅱ</p><p>BⅠ.Ⅲ</p><p>CⅡ.Ⅳ</p><p>DⅡ.Ⅲ</p>,4,A,"基金按运作方式不同,分为封闭式基金与开放式基金。封闭式基金是指经核准的基金额在基金合同期限内固定不变,基金份额可以在依法设立的证券交易场所交易,但基金份额持有人不得申请赎回的基金。开放式基金是指基金规模不是固定不变的,而是可以随时根据市场供求情况发行新份额或被投资人赎回的投资基金。",0,0
1,(单选题)基金销售机构办理基金的销售业务，应当由基金销售机构与基金管理人签订书面销售协议，明确双方的权利义务，并至少包括()。Ⅰ.反洗钱义务履行及责任划分Ⅱ.销售费用分配的比例和方式Ⅲ.对基金持有人的持续服务责任Ⅳ.基金持有人联系方式等客户资料的保存方式,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ</p><p>CⅢ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,A,"基金销售机构办理基金的销售业务应当由基金销售机构与基金管理人签订书面销售协议,明确双方的权利义务，并至少包括以下内客：(1)销售费用分配的比例和方式。(2)基金持有人联系方式等客户资料的保存方式。(3)对基金持有人的持续服务责任。(4)反洗钱义务履行及责任划分。(5)基金销售信息交换及资金交收权利义务。",0,0
1,"(单选题)基金销售机构应通过网站或其他方式向社会公示本机构所属的取得基金销售从业资质的人员信息,公示的内客包括()。Ⅰ.姓名Ⅱ.从业资质证明Ⅲ.年龄Ⅳ.所在营业网点",<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅢ.Ⅳ</p>,4,B,"基金销售机构应通过网站或其他方式向社会公示本机构所属的取得基金销售从业资质的人员信息,公示的内客包括但不限于在姓名、从业资质证明及编号、所在营业网点等信息。",0,0
1,"(单选题)禁止任何人以下列手段操纵证券市场()Ⅰ.单独或者通过合谋,集中资金优势、持股优势或者利用信息优势联合或者连续买卖,操纵证券交易价格或者证券交易量；Ⅱ.与他人串通,以事先约定的时间、价格和方式相互进行证券交易,影响证券交易价格或者证券交易量；Ⅲ.在自己实际控制的账户之间进行证券交易,影响证券交易价格或者证券交易量；Ⅳ.以其它手段操纵证券市场。",<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ</p><p>CⅢ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,A,"《中华人民兵和国证券法》规定,禁止任何人以下列手段操作证券市场:(1)单独或者通过合谋,集中资金优势、持股优势或者利用信息优势联合或者连续买卖,操纵证券交易价格或者证券交易量。(2)与他人串通,以事先约定的时间、价格和方式相互进行证券交易,影响证券交易价格或者证券交易量。(3)在自己实际控制的账户之间进行证券交易,影响证券交易价格或者证券交易量。⑷以其他手段操纵证券市场。",0,0
1,"(单选题)设立基金管理公司,应当具备的条件有()。Ⅰ.有符合《中华人民共和国证券投资基金法》和《中华人民共和国公司法》规定的章程Ⅱ.注册资本不低于1.5亿元人民币，且必须为实缴货币资本Ⅲ.主要股东具有从事证券经营、证券投资咨询、信托资产管理或者其他金融资产管理的较好的经营业绩和良好的社会信誉最近3年没有违法记录，注册资本不低于3亿元人民币Ⅳ.取得基金从业资格的人员达到法定人数",<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅳ</p>,4,C,"根据《中华人民共和国证券投资基金法》和《证券投资基金管理公司管理办法》的规定,设立基金管理公司,应当具备下列条件,并经中国证监会的批准：(1)有符合《中华人民共和国证券投资基金法》和《中华人民共和国公司法》规定的章程。(2)注册资本不低于1亿元人民币,且必须为实缴货币资本。(3)主要股东具有从事证券经营、证券投资咨询、信托资产管理或者其他金融资产管理的较好的经营业绩和良好的社会信誉,最近3年没有违法记录，注册资本不低于3亿元人民币。(4)取得基金从业资格的人员达到法定人数。(5)有符合要求的营业场所、安全防范设拖和与基金管理业务有关的其他设施。(6)有完善的内部稽核监控制度和风险控制制度。(7)法律、行政法规规定的和经国务院批准的国务院证券监督管理机构规定的其他条件。",0,0
1,(单选题)申请证券、期货投资咨询从业资格的机构应当具备的条件包括()。Ⅰ.有100万元人民币以上的注册资本Ⅱ.分别从事证券或者期货投资咨询业务的机构，有3名以上取得证券、期货投资咨询从业资格的专职人员Ⅲ.有健全的内部管理制度Ⅳ.有固定的业务场所和与业务相适应的通信及其他信息传递设施,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅳ</p>,4,B,"申请证券、期货投资咨询从业资格的机构应当具备的条件之一是：分别从事证券或者期货投资咨询业务的机构,有5名以上取得证券、期货投资咨询从业资格的专职人员;同时从事证券和期货投资咨询业务的机构,有10名以上取得证券、期货投资咨询从业资格的专职人员；其高级管理人员中，至少有1名取得证券或者期货投资咨询从业资格。",0,0
1,"(单选题)投资咨询人员可以以下列方式为证券、期货投资人或客户提供证券、期货投资分析()Ⅰ.举办有关证券、期货投资咨询的讲座、报告会、分析会等Ⅱ.接受投资人或者客户委托,提供证券、期货投资咨询等Ⅲ.通过电话、传真、电脑网络等电信设备系统，提供证券、期货投资咨询服务Ⅳ.中国证券监督管理委员会认定的其他形式",<p>AⅠ.Ⅱ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,C,"证券、期货投资咨询是指从事证券、期货投资咨询业务的机构及其投资咨询人员以下列形式为证券、期货投资人或者客户提供证券、期货投资分析和预测或者建议等直接或者间接有偿咨询服务的活动：(1)接受投资人或者客户委托,提供证券、期货投资咨询服务。(2)举办有关证券、期货投资咨询的讲座、报告会、分析会等。(3)在报刊上发表证券、期货投资咨询的文章、评论、报告,以及通过电台、电视台等公众传播媒体提供证券、期货投资咨询服务。(4)通过电话、传真、电脑网络等电信设备系统,提供证券、期货投资咨询服务。(5)中国证券监督管理委员会认定的其他形式。",0,0
1,"(单选题)为了增强交易所抵御各种风险的能力,我国《期货交易管理暂行条例》规定期货交易所应建立健全〔)。Ⅰ.保证金制度Ⅱ.每日结算制度Ⅲ.涨跌停板制度Ⅳ.风险准备金制度",<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅱ</p><p>DⅢ.Ⅳ</p>,4,A,"为了增强交易所抵御各种风险的能力,我国《期货交易管理暂行条例》规定,期货交易所应建立健全保证金制度、每日结算制度、涨跌停板制度、持仓限额和大户持仓报告制度、风险准备金制度等。",0,0
1,"(单选题)违反《中华人民共和国证券法》的相关规定，法人以他人名义设立账户或者利用他人账户买卖证券的，应给予的处罚是()。Ⅰ.责令改正Ⅱ.没收违法所得,并处以违法所得1倍以上5倍以下的罚款Ⅲ.没有违法所得或者违法所得不足3万元的,处以3万元以上30万元以下的罚款Ⅳ.对直接负责的主管人员和其他直接责任人员给予警告,并处以3万元以上10万元以下的罚款",<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,A,"违反《中华人民共和国证券法》的相关规定,法人以他人名义设立账户或者利用他人账户买卖证券的,责令改正,没收违法所得,并处以违法所得1倍以上5倍以下的罚款；没有违法所得或者违法所得不足3万元的,处以3万元以上30万元以下的罚款。对直接负责的主管人员和其他直接责任人员给予警告,并处以3万元以上10万元以下的罚款。",0,0
1,"(单选题)下列关于分公司和子公司法律地位的说法中,正确的有()。Ⅰ.分公司和子公司都不具有法人资格Ⅱ.分公司和子公司都具有法人资格Ⅲ.分公司不具有法人资格,子公司具有法人资格Ⅳ.子公司能够依法独立承担民事责任",<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅢ.Ⅳ</p><p>CⅡ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,"分公司和子公司的法律地位不同,分公司不具有法人资格,其民事责任由总公司承担；子公司具有法人资格,能够依法独,承担民事责任。母公司和子公司之间虽然存在着控制和被控制的关系,但都具有法人资格。",0,0
1,"(单选题)下列关于证券公司建立健全证券营业部管理制度的说法中,正确的有()。Ⅰ.证券营业部应当将《证券经营机构营业许可证》放置在营业场所显著位置,并在许可范围内从事经营活动Ⅱ.证券营业部负责人对证券营业部的业务规范、安全、稳定运营负直接责任。证券公司应当每年对证券营业部负责人进行年度考核,年度考核情况应当以书面方式记载、留存Ⅲ.证券营业部应当建立健全印章管理制度,对各类印章登记造册；建立各类印章的使用、保管、交接等内控流程Ⅳ.证券营业部负责人离任的,证券公司应当进行审计；离任审计结束前,被审计人员可以离职",<p>AⅠ.Ⅱ</p><p>BⅢ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,C,"证券营业部负责人离任的,证券公司应当进行审计。离任审计结束前,被审计人员不得离职；发现违法违规经营问题的,证券公司应当进行内部责任追究,并报当地监管部门或者司法机关依法处理",0,0
1,"(单选题)下列关于证券经纪业务特点的说法中,正确的有()。Ⅰ.在证券经纪业务中,客户是委托人,证券经纪商是受托人Ⅱ.在证券经纪业务中，证券经纪商是委托人，客户是受托人Ⅲ.证券经纪商有义务为客户保密Ⅳ.证券经纪商要严格按照委托人的要求办理委托事务",<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,B,"在证券经纪业务中,客户是委托人,证券经纪商是受托人。证券经纪商要严格按,照委托人的要求办理委托事务,这是证券经纪商对委托人的首要义务。B项说法错误。",0,0
1,"(单选题)下列关于证券市场法律的说法中,错误的是()。Ⅰ.现行的证券市场法律包括《中华人民共和国证券法》Ⅱ.现行的证券市场法律包括《中华人民共和国证券投资基金法》Ⅲ.现行的证券市场法律包括《中华人民共和国法人组织条例》Ⅳ.现行的证券市场法律包括《中华人民共和国所得税法》",<p>AⅠ.Ⅱ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅢ.Ⅳ</p>,4,D,现行的证券市场法律主要包括《中华人民共和国证券法》《中华人民共和国证券投资基金法》《中华人民共和国公司法》以及《中华人民共和国刑法》等。,0,0
1,(单选题)下列关于自营业务内部控制中的防火墙制度正确的是()。Ⅰ.确保自营业务与经纪、资产管理、投资银行等业务在机构、人员、信息、账户、资金、会计核算上严格分离Ⅱ.自营业务的研究决策、投资决策、投资操作、风险监控等机构和职能应当相互独立Ⅲ.自营业务的账户管理、资金清算、会计核算中、后台职能应当由独立的部门和岗位负责Ⅳ.应形成有效的自营业务前、中、后台相互制衡的监督机制,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,确保自营业务与经纪、资产管理、投资银行等业务在机构、人员、信息、账户、资金、会计核算上严格分离。自营业务的研究策略、投资决策、投资操作、风险监控等机构和职能应当相互独立，自营业务的账户管理、资金清算、会计核算等中、后台核算职能应当由独立的部门和岗位负责，以应形成有效的自营业务前、中、后台相互制衡的机制。,0,0
1,"(单选题)下列尚未公开的信息中,()属于内幕信息。Ⅰ.公司的董事、1/5以上监事或经理发生变动Ⅱ.上市公司收购的有关方案Ⅲ.公司股权结构的变化Ⅳ.公司债务担保的重大变更",<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,C,公司的董事、1/3以上监事或经理发生变动。,0,0
1,(单选题)下列属于证券经纪业务主要法律法规的是()Ⅰ.《中华人民共和国证券法》Ⅱ.《证券业从业人员资格管理办法》Ⅲ.《证券公司融资融券业务试点管理办法》Ⅳ.《证券公司合规管理试行规定》,<p>AⅠ.Ⅱ</p><p>BⅢ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,"证券经纪业务的法律法规主要包括三个方面：(1)证券经纪业务管理方面的法律法规,如《中华人民共和国证券法》《关于加强证券经纪业务管理的规定》《证券公司内部控制指引》《证券公司合规管理试行规定》等。(2)证券经纪业务营业部管理方面的法律法规，如《证券业从业人员资格管理办法》《证券公司董事、监事和高级管理人员任职资格监管办法》《证券从业人员行为守则(试行)》等。(3)融资融券方面的法律法规,如《证券公司融资融券业务试点管理办法》《关于开展证券公司融资融券业务试点工作的指导意见》《中国证券登记结算有限公司融资融券试点登记结算业务实施细则》等。",0,0
1,(单选题)下列属于证券投资基金销售人员的是()Ⅰ.基金销售机构总部的从事基金销售业务管理的人员Ⅱ.部门基金业务负责人Ⅲ.基金销售机构从事基金宣传推介活动的人员Ⅳ.基金销售机构从事基金理财业务咨询的人员,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅢ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,证券投资基金销售人员是指下列基金销售人员:(1)基金销售机构总部及主要分支机构负责基金销售业务的部门中从事基金销售业务管理的人员包括部门基金业务负责人。(2)基金销售机构从事基金宣传推介活动、基金理财业务咨询等活动的人员。,0,0
1,"(单选题)下列选项中,属于损害客户利益的欺诈行为的是()。Ⅰ.违背客户的委托为其买卖证券Ⅱ.不在规定时间内向客户提供交易的书面确认文件Ⅲ.未经客户的委托,擅自为客户买卖证券,或者假借客户的名义买卖证券Ⅳ.利用传播媒介或者通过其他方式提供、传播虚假或者误导投资者的信息",<p>AⅠ.Ⅱ</p><p>BⅢ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,"在证券交易中,禁止证券公司及其从业人员从事下列损害客户利益的欺诈行为:(1)违背客户的委托为其买卖证券。(2)不在规定时间内向客户提供交易的书面确认文件。(3)挪用客户所委托买卖的证券或者客户账户上的资金。(4)未经客户的委托,擅自为客户买卖证券,或者假借客户的名义买卖证券。(5)为牟取佣金收入,诱使客户进行不必要的证券买卖。(6)利用传播媒介或者通过其他方式提供、传播虚假或者误导投资者的信息。(7)其他违背客户真实意思表示,损害客户利益的行为。",0,0
1,"(单选题)下列有关有限责任公司监事会,说法正确的是()。Ⅰ.监事会由监事组成,其成员不得少于3人Ⅱ.为经营规摸较大的有限责任公司的常设监督机关,专司监督职能Ⅲ.监事会由监事组成,其成员不得少于5人Ⅳ.当董事和高级管理人员的行为损害公司的利益时,监事会要求董事和高级管理人员予以纠正",<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅡ.Ⅳ</p><p>CⅢ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,A,"监事会为经营规模较大的有限责任公司的常设监督机关,专司监督职能。监事会对股东会负责,并向其报告工作。监事会由监事组成，其成员不得少于3人。监事会行使下列职权:(1)检查公司财务。(2)对董事、高级管理人员执行公司职务时的行为进行监督,对违反法律、法规，公司章程或者股东会决议的董事、高级管理人员提出罢免的建议。(3)当董事和高级管理人员的行为损害公司的利益时，要求董事和高级管理人员予以纠正。(4)提议召开临时股东会会议，在董事会不履行公司法规定的召集和主持股东会会议职责时召集和主持股东会会议。(5)向股东会会议提出提案。(6)依照公司法第一百五十二条的规定对董事、高级管理人员提起诉讼。(7)公司章程规定的其他职权。",0,0
1,(单选题)效力期限内的诚信信息根据性质可以分为()。Ⅰ.公开信息Ⅱ.封闭信息Ⅲ.半公开信息Ⅳ.有限公开信息,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅳ</p><p>DⅡ.Ⅲ</p>,4,C,效力期限内的诚信信息根据性质分为公开信息和有限公开信息。,0,0
1,"(单选题)有下列()情形的人员,不得注册为投资主办人。Ⅰ.被监管机构采取重大行政监管措施未满2年Ⅱ.未通过证券从业人员年检Ⅲ.尚处于法律法规规定或劳动合同约定的竞业禁止期内Ⅳ.已取得证券从业资格",<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,"有下列情形之一的人员,不得注册为投资主办人:(1)不符合申请投资主办人注册规定的条件。⑵被监管机构采取重大行政监管措施未满2年。(3)被协会采取纪律处分未满2年。(4)未通过证券从业人员年检。(5)尚处于法律法规规定或劳动合同约定的竞业禁止期内。(6)其他情形",0,0
1,(单选题)有限责任公司的董事会的职权是()。Ⅰ.执行股东会的决议Ⅱ.制定公司的经营计划和投资方案Ⅲ.决定公司内部管理机构的设置Ⅳ.修改公司章程,<p>AⅡ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,B,"有限责任公司的董事会行使下列职权:(1)负责召集股东会,并向股东会报告工作。⑵执行股东会的决议。(3)决定公司的经营计划和投资方案。(4)制订公司的年度财务预算方案、决算方案。(5)制订公司的利润分配方案和弥补亏损方案。(6)制订公司增加或者减少注册资本以及发行公司债券的方案。〔7）制订公司合并、分立、变更公司形式、解散的方案。(8)决定公司内部管理机构的设置。(9)决定聘任或者解聘公司经理及其报酬事项,并根据经理的提名,决定聘任或者解聘公司副经理、财务负责人及其报酬事项。制定公司的基本管理制度。(11)公司章程规定的其他职权",0,0
1,(单选题)有限责任公司董事会行使的职权包括()。Ⅰ.执行股东会的决议Ⅱ.制订公司的年度财务预算方案、决算方案Ⅲ.决定公司的经营计划和投资方案Ⅳ.修改公司章程,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅳ</p>,4,A,"有限责任公司的董事会行使下列职权:(1)召集股东会,并向股东会报告工作。(2)执行股东会的决议。(3)决定公司的经营计划和投资方案。(4)制订公司的年度财务预算方案、决算方案。(5)制订公司的利润分配方案和弥补亏损方案。(6)制订公司增加或者减少注册资本以及发行公司债券的方案。(7)制订公司合并、分立、变更公司形式、解散的方案。(8)决定公司内部管理机构的设置。(9)决定聘任或者解聘公司经理及其报酬事项,并根据经理的提名，决定聘任或者解聘公司副经理、财务负责人及其报酬事项。(10)制定公司的基本管理制度。(11)公司章程规定的其他职权。",0,0
1,"(单选题)在股票直接投资业务中,直授予公司可以开展的业务有()Ⅰ.使用自有资金或设立直投基金,对企业进行股权投资或与股权相关的债权投资Ⅱ.使用借来资金,对企业进行股权投资或与股权相关的债权投资Ⅲ.为客户提供与股权投资相关的投资顾问、投资管理、财务顾问服务Ⅳ.经中国证监会认同开展的其他业务",<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅲ</p>,4,C,"在股票直接投资业务中,直授予公司可以开展以下业务:(1)使用自有资金或设立直投基金,对企业进行股权投资或与股权相关的债权投资或投资于与股权投资相关的其他投资基金。(2)为客户提供与股权投资相关的投资顾问、投资管理、财务顾问服务。(3)经中国证监会认可开展的其他业务。",0,0
1,(单选题)在证券交易所上市交易的()是证券公司自营业务的买卖对象。Ⅰ.债券Ⅱ.权证Ⅲ.股票Ⅳ.非上市证券,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅲ</p><p>DⅡ.Ⅳ</p>,4,B,非上市证券不在证券交易所交易。,0,0
1,(单选题)证券公司按照监管部门和证券交易所的要求报送的自营业务信息包括()。Ⅰ.自营业务账户Ⅱ.风险限额Ⅲ.资产配置Ⅳ.席位情况,<p>AⅠ.Ⅱ</p><p>BⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,B,"证券公司应当按照监管部门和证券交易所的要求,报送自营业务信息。其报告的内客包括自：营业务账户、席位情况,涉及自营业务规模、风险限额、资产配置、业务授权等方面的重大决策,自营风险监控报告等事项。",0,0
1,"(单选题)证券公司承销或者代理买卖未经核准擅自公开发行的证券的,应给予的处罚有()。Ⅰ.责令停止承销或者代理买卖Ⅱ.没收违法所得Ⅲ.处以违法所得1倍以上5倍以下的罚款Ⅳ.没有违法所得或者违法所得不足3万元的,处以3万元以上30万元以下的罚款",<p>AⅡ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,"证券公司承销或者代理买卖未经核准擅自公开发行的证券的,责令停止承销或者代理买卖,没收违法所得，并处以违法所得1倍以上5倍以下的罚款；没有违法所得或者违法所得不足30万元的,处以30万元以上60万元以下的罚款。给投资者造成损失的,应当与发行人承担连带赔偿责任。对直接负责的主管人员和其他直接责任人员给予警告,撤销任职资格或者证券从业资格,并处以3万元以上30万元以下的罚款。",0,0
1,"(单选题)证券公司从事证券经纪业务,应当客观说明公司业务资格、服务职责、范围等情况,不得()。Ⅰ.提供假、误导性信息Ⅱ.采取正当竞争手段开展业务Ⅲ.诱导无投资意愿的投资者参与证券交易活动Ⅳ.诱导无风险承受能力的投资者参与证券交易活动",<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅳ</p>,4,B,"证券公司从事证券经纪业务,应当客观说明公司业务资格、服务职责、范围等情况,不得提供虚假、误导性信息，不得采取不正当竞争手段开展业务，不得诱导无投资意愿或者无风险承受能力的投资者参与证券交易活动。",0,0
