1,(单选题)北平证券交易所作为中国人自己创办的第一家证券交易所，创办于( )年。,<p>A1918</p><p>B1920</p><p>C1914</p><p>D1872</p>,4,A,北平证券交易所作为中国人自己创办的第一家证券交易所，创办于1918年。,0,0
1,(单选题)下列证券经纪业务人员的行为中，符合要求的有（）。 Ⅰ.从事技术、风险监控、合规管理的人员不得从事营销、客户账户及客户资金存管等业务活动 Ⅱ.营销人员不得经办客户账户及客户资金存管业务 Ⅲ.技术人员不得承担风险监控及合规管理职责 Ⅳ.风险监控人员不得承担客户资金托管业务,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,C,从事技术、风险监控、合规管理的人员不得从事营销、客户账户及客户资金存管等业务活动；营销人 员不得经办客户账户及客户资金存管业务；技术人员不得承担风险监控及合规管理职责。,0,0
1,(单选题)基金职业道德修养的方法包括（）。 Ⅰ.正确树立基金职业道德观念 Ⅱ.积极参加基金职业道德实践 Ⅲ.坚决维护基金职业道德规范 Ⅳ.深刻领会基金职业道德规范,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,C,基金职业道德修养的方法包括：①正确树立基金职业道德观念；②深刻领会基金职业道德规范；③积 极参加基金职业道德实践。,0,0
1,(单选题)下列各项中，不属于基金运作披露的信息是（）。 Ⅰ.招募说明书 Ⅱ.基金合同 Ⅲ.基金上市交易公告书 Ⅳ.基金份额发售公告,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,C,基金运作信息披露文件主要包括基金净值公告、基金定期公告以及基金上市交易公告书等。,0,0
1,(单选题)基金销售机构在实施基金销售适用性的过程中应当遵循的原则包括（）。 Ⅰ.全面性原则 Ⅱ.及时性原则 Ⅲ.客观性原则 Ⅳ.基金销售机构利益优先原则,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,基金销售机构在实施基金销售适用性的过程中应当遵循以下原则：①投资人利益优先原则；②全面性 原则；③客观性原则；④及时性原则。,0,0
1,(单选题)基金销售费用包括（）。 Ⅰ.申购（认购）费 Ⅱ.销售服务费 Ⅲ.基金管理费 Ⅳ.赎回费,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,C,基金销售费用包括基金的申购（认购）费、赎回费和销售服务费。,0,0
1,(单选题)下列关于投资基金与银行储蓄存款的区别的说法，正确的是（）。 Ⅰ.证券投资基金必须定期披露信息 Ⅱ.证券投资基金的风险相对较大 Ⅲ.证券投资基金是一种信用凭证，储蓄存款是一种受益凭证 Ⅳ.银行储蓄存款的收益相对固定,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,基金是一种受益凭证，基金财产独立于基金管理人，基金管理人只是受托管理投资者资金，并不承担 投资损失的风险。银行储蓄存款表现为银行的负债，是一种信用凭证；银行对存款者负有法定的保本 付息责任。,0,0
1,(单选题)关于证券市场禁入，以下说法中正确的是（）。 Ⅰ.行政处罚以事实为依据 Ⅱ.被中国证监会采取证券市场禁入措施的人员，中国证监会将通过中国证监会网站或指定媒体向社会公 布，并记入被认定为证券市场禁入者的诚信档案 Ⅲ.市场禁入措施的类型。包括3-5年的证券市场禁入措施、6-8年的证券市场禁入措施、5-10年的证券市场 禁入措施以及终身证券市场禁入措施 Ⅳ.中国证监会采取证券市场禁入措施前，应当告知当事人采取证券市场禁入措施的事实、理由及依据， 并告知当事人有陈述、申辩和要求举行听证的权利。,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,C,考核《证券市场禁入规定》的内容。市场禁入措施的类型包括3-5年的证券市场禁入措施、5-10年的证 券市场禁入措施以及终身证券市场禁入措施,0,0
1,(单选题)下列关于证券市场法律法规的表述中，正确的是（）。 Ⅰ.《证券法》属于行政法规 Ⅱ.《证券公司监督管理条例》和《证券公司风险处置条例》属于行政法规 Ⅲ.《证券投资基金法》属于法律 Ⅳ.《反洗钱法》属于法律,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,考察证券市场的法律法规的区分。《证券法》属于法律。,0,0
1,(单选题)证券公司办理集合资产管理业务，关于委托资产的说法，错误的是（）。 Ⅰ.单个客户参与金额不低于5万元人民币 Ⅱ.委托资产应当是货币资金 Ⅲ.委托资产应当是客户合法持有的证券投资基金份额、短期融资券、金融衍生品等金融资产 Ⅳ.委托资产应当是股票或债券,<p>AⅠ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅱ</p><p>DⅡ.Ⅲ</p>,4,A,证券公司办理集合资产管理业务，只能接受货币资金形式的资产。证券公司设立限定性集合资产管理 计划的，接受单个客户的资金数额不得低于人民币5万元；设立非限定性集合资产管理计划的，接受单 个客户的资金数额不得低于人民币10万元。,0,0
1,(单选题)基金季度报告中会披露的信息是（）。 Ⅰ.投资组合报告Ⅱ.开放式基金份额变动 Ⅲ.基金持有人结构 Ⅳ.管理人报告,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,C,基金季度报告主要包括基金概况、主要财务指标和净值表现、管理人报告、投资组合报告、开放式基 金份额变动等内容。在季度报告的投资组合报告中，需要披露基金资产组合、按行业分类的股票投资 组合、前10名股票明细、按券种分类的债券投资组合、前5名债券明细及投资组合报告附注等内容。,0,0
1,(单选题)下列属于基金管理人内部控制基本要素的是（）。 Ⅰ.控制环境 Ⅱ.风险评估 Ⅲ.信息沟通 Ⅳ.合规管理,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,基金管理人内部控制的基本要素包括控制环境、风险评估、控制活动、信息沟通和内部监控。,0,0
1,(单选题)下列属于基金份额持有人权利的是（）。 Ⅰ.分享基金投资收益 Ⅱ.查阅基金财产管理业务活动的公开披露资料 Ⅲ.确定基金收益分配方案 Ⅳ.按规定要求召开基金份额持有人大会,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,C,基金份额持有人享有以下权利：分享基金财产收益，参与分配清算后的剩余财产，依法转让或者申请 赎回其持有的基金份额，按照规定要求召开基金份额持有人大会，对基金份额持有人大会审议事项行 使表决权，查阅或复制公开披露的基金信息资料，对基金管理人、基金托管人、基金份额发售机构损 害其合法权益的行为依法提起诉讼等。,0,0
1,(单选题)下列关于股票上市交易条件的描述中，正确的是（）。 Ⅰ.股票经国务院证券监督管理机构核准已公开发行 Ⅱ.公司股本总额不少于人民币5000万元 Ⅲ.公开发行的股份达到公司股份总数的25%以上 Ⅳ.公司最近3年无重大违法行为,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,B,股票上市交易的条件：(1)股票经国务院证券监督管理机构核准已公开发行。(2)公司股本总额不少于人 民币3000万元。(3)公开发行的股份达到公司股份总数的25%以上；公司股本总额超过人民币4亿元的， 公开发行股份的比例为10%以上。(4)公司最近3年无重大违法行为，财务会计报告无虚假记载.,0,0
1,(单选题)股份有限公司的股份发行应当遵循的原则包括（）。 Ⅰ.公平 Ⅱ.公正 Ⅲ.公开 Ⅳ.同股同价,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,A,股份有限公司的股份发行应当遵循的原则包括公平、公正、同股同价。,0,0
1,(单选题)公司章程的基本特征包括（）。 Ⅰ.法定性 Ⅱ.真实性 Ⅲ.公平性 Ⅳ.自治性,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,公司章程具有法定性、真实性、自治性和公开性的基本特征。,0,0
1,(单选题)下列关于期货公司设立条件的说法中，正确的是（）。 Ⅰ.注册资本最低额为人民币1000万元 Ⅱ.董事、监事、高级管理人员具备任职资格 Ⅲ.有符合法律、行政法规规定的公司章程 Ⅳ.有健全的风险管理和内部控制制度,<p>AⅠ.Ⅱ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅢ.Ⅳ</p>,4,C,根据《中华人民共和国证券法》《中华人民共和国公司法》和《期货交易管理条例》的规定，设立期 货公司应当具备下列条件：(1)注册资本最低额为人民币3000万元。(2)董事、监事、高级管理人员具备 任职资格，从业人员具有期货从业资格。(3)有符合法律、行政法规规定的公司章程。(4)主要股东以及 实际控制人具有持续盈利能力，信誉良好，3年无重大违法违规记录。(5)有合格的经营场所和业务设 施。(6)有健全的风险管理和内部控制制度。(7)国务院期货监管机构规定的其他条件。,0,0
1,(单选题)个人申请保荐代表人资格，应当具备的条件包括（）。 Ⅰ.诚实守信，品行良好，无不良诚信记录 Ⅱ.最近3年内在境内证券发行项目中担任过项目协办人 Ⅲ.最近2年未受到中国证监会的行政处罚 Ⅳ.未负有数额较大到期未清偿的债务,<p>AⅠ.Ⅱ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅳ</p>,4,B,个人申请保荐代表人资格，应当具备下列条件：(1)具备3年以上保荐相关业务经历。(2)最近3年内在境 内证券发行项目中担任过项目协办人。(3)参加中国证监会认可的保荐代表人胜任能力考试且成绩合格 有效。(4)诚实守信，品行良好，无不良诚信记录，最近3年未受到中国证监会的行政处罚。(5)未负有 数额较大到期未清偿的债务。(6)中国证监会规定的其他条件。,0,0
1,(单选题)证券公司对证券经纪业务人员的绩效考核和激励，应当将被考核人员（）等作为考核的重要内容。 Ⅰ.行为的合规性 Ⅱ.服务的效率性 Ⅲ.客户投诉情况 Ⅳ.服务的适当性,<p>AⅠ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅢ.Ⅳ</p><p>DⅡ.Ⅲ</p>,4,A,证券公司对证券经纪业务人员的绩效考核和激励，不应简单与客户开户数、客户交易量挂钩，应当将 被考核人员行为的合规性、服务的适当性、客户投诉的情况等作为考核的重要内容。,0,0
1,(单选题)证券业从业人员的诚信信息的收集、记录和使用，应当遵循的原则有（）。 Ⅰ.真实 Ⅱ.准确 Ⅲ.公正 Ⅳ.合法,<p>AⅠⅡⅢ</p><p>BⅠⅢⅣ</p><p>CⅠⅡⅣ</p><p>DⅠⅡⅢⅣ</p>,4,A,诚信信息的收集、记录和使用，应当遵循真实、准确、公正、规范的原则。,0,0
1,(单选题)《中华人民共和国证券法》对证券交易所的规定包括（）。 Ⅰ.证券交易中证券公司、证券交易所及证券登记结算机构的职责划分Ⅱ.证券交易所的功能、性质、办公人员数量，对收入支配的规定，证券交易所的组织架构及从业人员的 规定 Ⅲ.采取技术性停牌或者决定临时停市的条件和程序，对证券交易的实时监控，对上市公司及相关信息披 露义务人披露信息的行为监督，设立风险基金的规定 Ⅳ.证券交易所的负责人和其他从业人员的回避原则，交易结果不得改变的原则，违反证券交易所有关交 易规则的处罚,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,B,《中华人民共和国证券法》没有对证券交易所办公人员的数量作出规定。,0,0
1,(单选题)下列关于LOF份额认购的说法，正确的是（）。 Ⅰ.目前，我国只有深圳证券交易所开办LOF业务 Ⅱ.场外认购的LOF基金份额注册登记在中国证券登记计算有限责任公司的开放式基金注册登记系统；场 内认购的LOF基金份额注册登记在中国证券登记计算有限责任公司的证券登记结算系统 Ⅲ.基金募集期间，投资者可以通过具有基金业务代销业务资格的证券经营机构营业部场内认购LOF份 额，也可通过基金管理人及其代销机构的营业网点场外认购LOF份额 Ⅳ.场内认购LOF份额，应使用中国证券登记结算有限公司深圳证券交易所开放式基金账户；场,<p>AⅠ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,场内认购LOF份额，应持深圳证交所人民币普通证券账户或证券投资基金账户；场外认购LOF份额， 应使用中国证券登记结算有限公司深圳证券交易所开放式基金账户。,0,0
1,(单选题)在基金宣传推介材料中，符合法律法规相关要求的是（）。 Ⅰ.根据以往该基金的表现，预计该基金经理能够战胜比较基准3个百分点 Ⅱ.根据以往该基金的表现，表明该基金经理的强项在于选股能力 Ⅲ.根据以往基金经理的表现，表明该基金经理对宏观经济的走向有很高的预测准确率 Ⅳ.根据以往该基金的表现，表明该基金经理的强项在于波段操作,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,本题考查基金宣传推介材料的禁止情形。,0,0
1,(单选题)发行人应当就下列（）事项聘请具有保荐机构资格的证券公司履行保荐职责。 Ⅰ.首次公开发行股票并上市 Ⅱ.上市公司发行新股、可转换公司债券 Ⅲ.增资扩股 Ⅳ.配股,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅲ</p><p>DⅠ.Ⅱ</p>,4,D,发行人应当就下列事项聘请具有保荐机构资格的证券公司履行保荐职责：(1)首次公开发行股票并上 市。(2)上市公司发行新股、可转换公司债券。(3)中国证券监督管理委员会认定的其他情形。,0,0
1,(单选题)下列关于融资融券业务所涉及证券权益处理的说法中，正确的是（）。 Ⅰ.证券公司行使对证券发行人的权利，应当事先征求客户的意见，并按照其意见办理 Ⅱ.证券登记结算机构受证券发行人委托以现金形式分派投资收益的，应当将分派的资金划入证券公司信 用交易证券交收账户 Ⅲ.证券公司应当在资金到账后，通知商业银行对客户信用资金账户的明细数据进行变更 Ⅳ.证券公司通过客户信用交易担保证券账户持有的股票不计入其自有股票，证券公司无须因该账户内股 票数量的变动而履行相应的信息报告、披露或者要约收购义务,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,C,II项说法错误，证券登记结算机构受证券发行人委托以现金形式分派投资收益的，应当将分派的资金 划入证券公司信用交易资金交收账户。,0,0
1,(单选题)欺诈发行股票、债券罪侵犯的客体是（）。 Ⅰ.单一客体 Ⅱ.复杂客体 Ⅲ.国家对证券市场的管理制度 Ⅳ.投资者的合法权益,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,B,欺诈发行股票、债券罪侵犯的客体是复杂客体，即国家对证券市场的管理制度以及投资者(即股东、债 权人和公众)的合法权益。,0,0
1,(单选题)根据法律规定，证券交易所的监管职能不包括（）。 Ⅰ.对合伙企业进行管理 Ⅱ.对证券交易活动进行管理 Ⅲ.对证券从业者进行行业限制 Ⅳ.对会员进行管理,<p>AⅡ.Ⅲ</p><p>BⅠ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅱ</p>,4,B,证券交易所的监管职能包括：对证券交易活动进行管理；对会员进行管理；对上市公司进行管理。,0,0
1,(单选题)按证券发行、交易的程序和信息公开制度的阶段性要求，可以将虚假陈述的行为分为（）。 Ⅰ.一级市场中的虚假陈述 Ⅱ.二级市场中的虚假陈述 Ⅲ.新三板市场中的虚假陈述 Ⅳ.面向社会公众的虚假陈述,<p>AⅠ.Ⅱ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,A,虚假陈述的行为按证券发行、交易的程序和信息公开制度的阶段性要求可以分为一级市场中的虚假陈 述和二级市场中的虚假陈述。,0,0
1,(单选题)《中华人民共和国证券法》对证券发行的规定包括（）。 Ⅰ.公开发行新股的条件及报送募股申请和文件资料、公开发行股票募集资金的使用 Ⅱ.公开发行公司债券的条件、报送的文件及筹集资金的用途 Ⅲ.经纪业务中的禁止性规定 Ⅳ.公开发行证券的条件和程序、公开发行证券的保荐制度及保荐人操守、公开发行股票报送募股申请及 文件资料,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,《中华人民共和国证券法》关于证券发行的主要内容除I、、II、、IV、三项外，还包括：(1)报送申请 核准发行证券的文件格式、报送方式及预先披露规定股票发行审核的制度及规定。(2)证券发行的信息 披露、向不特定对象公开发行证券的承销方式。(3)证券公司承销证券约定的内容。(4)证券承销的期 限、发行价格的协商确定等。经纪业务中的禁止性规定是《中华人民共和国证券法》对证券公司的规 定。,0,0
1,(单选题)下列属于基金市场营销特殊性的是（）。 Ⅰ.专业性 Ⅱ.一次性 Ⅲ.持续性 Ⅳ.服务性,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,B,证券投资基金属于金融服务行业，其市场营销不同于有形产品营销，有其特殊性，主要体现在以下五 个方面：①规范性；②服务性；③专业性；④持续性；⑤适用性。,0,0
1,(单选题)按照证券业从业人员执业行为准则的规定，从业人员不得从事的活动有（）。 Ⅰ.从事内幕交易 Ⅱ.买卖法律明文禁止买卖的证券Ⅲ.接受或赠送礼物、回扣、补偿或报酬等 Ⅳ.向客户作出投资不受损失或保证最低收益的承诺,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,按照证券业从业人员执业行为准则的规定，从业人员不得从事有违规定的活动，除Ⅰ、Ⅱ、Ⅲ、Ⅳ四 个选项外，下列活动也不得从事：利用资金优势、持股优势和信息优势，单独或者合谋串通，影响证 券交易价格或交易量，误导和干扰市场；编造、传播虚假信息或做出虚假陈述或信息误导，扰乱证券 市场；损害社会公共利益和所在机构或者他人的合法权益等。,0,0
1,(单选题)证券公司承销或者代理买卖未经核准擅自公开发行的证券的，应给予的处罚有（）。 Ⅰ.责令停止承销或者代理买卖 Ⅱ.没收违法所得 Ⅲ.处以违法所得1倍以上5倍以下的罚款 Ⅳ.没有违法所得或者违法所得不足3万元的，处以3万元以上30万元以下的罚款,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,证券公司承销或者代理买卖未经核准擅自公开发行的证券的，责令停止承销或者代理买卖，没收违法 所得，并处以违法所得1倍以上5倍以下的罚款；没有违法所得或者违法所得不足30万元的，处以30万 元以上60万元以下的罚款。给投资者造成损失的，应当与发行人承担连带赔偿责任。对直接负责的主 管人员和其他直接责任人员给予警告，撤销任职资格或者证券从业资格，并处以3万元以上30万元以下 的罚款。,0,0
1,(单选题)公司在经营活动中，应当体现的基本原则包括（）。 Ⅰ.合法经营原则 Ⅱ.自主经营原则 Ⅲ.自负盈亏原则 Ⅳ.实现资产保值增值的原则,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,公司在经营活动中，应当体现的基本原则包括：(1)合法经营原则。(2)自主经营原则。(3)自负盈亏原则。(4)依法接受国家宏观调控的原则。(5)实现资产保值增值的原则。,0,0
1,(单选题)下列关于公司担保特殊规定的说法中，正确的是（）。 Ⅰ.公司可以根据具体情况以公司资产为本公司股东或者实际控制人提供担保 Ⅱ.公司为股东或实际控制人提供担保必须经股东会或者股东大会决议 Ⅲ.在决议表决时，被担保人可以选择参加表决 Ⅳ.决议的表决由出席会议的其他股东所持表决权的过半数通过，方为有效,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,为了防止少数股东损害公司和其他股东的利益，《中华人民共和国公司法>规定，公司为公司股东或 者实际控制人提供担保的，必须经股东会或者股东大会决议。所谓实际控制人，是指虽然不是公司的 股东.但通过投资关系、协议或者其他安排，能够实际支配公司行为的人。其规定包括：(1)公司可以根 据具体情况以公司资产为本公司股东或者实际控制人提供担保。(2)公司为股东或实际控制人提供担保 必须经股东会或者股东大会决议。(3)在决议表决时，被担保人不得参加表决。决议的表决由出席会议 的其他股东所持表决权的过半数通过，方为有效。,0,0
1,(单选题)开放式基金与封闭式基金的主要区别有（）。 Ⅰ.存续期限不同 Ⅱ.规模可变性不同 Ⅲ.可赎回性不同 Ⅳ.市场主体不同,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,开放式基金与封闭式基金的主要区别有：(1)存续期限不同。(2)规模可变性不同。(3)可赎回性不同。 (4)交易价格计算标准不同。(5)投资策略不同。,0,0
