1,(单选题)深证成份股指数由( )家有代表性的上市公司作为成分股。,<p>A15</p><p>B20</p><p>C35</p><p>D40</p>,4,D,深证成份股指数由40家有代表性的上市公司作为成分股。,0,0
1,(单选题)以下关于开放式基金的描述，错误的是（）。 Ⅰ.开放式基金的非交易过户只适用于个人投资者，机构投资者不能进行非交易过户 Ⅱ.由于需要收取一定转换费用，开放式基金份额转换的综合费用较高 Ⅲ.开放式基金的非交易过户，是从投资者的一个基金账户转移到其名下的另一个基金账户 Ⅳ.基金持有人可以办理其基金份额在不同销售机构的转托管,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,开放式基金的非交易过户是指不采用申购、赎回等交易方式，将一定数量的基金份额按照一定规则从 某一投资者基金账户转移到另一投资者基金账户的行为。基金份额的转换常常还会收取一定的转换费 用。尽管如此，由于基金份额的转换不需要先赎回已持有的基金再购买另一基金，因此综合费用仍较 低。,0,0
1,(单选题)下列各项中，属于全国社会保障基金资金来源的是（）。 Ⅰ.中央财政拨入资金 Ⅱ.国有股、减持和股权划拨资产 Ⅲ.经国务院批准以其他方式筹集的资金 Ⅳ.国家财政给予的补贴,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,全国社会保障基金是指由中央财政拨入资金、国有股减持和股权划拨资产、经国务院批准以其他方式 筹集的资金及投资收益形成的资金，是由中央政府集中的社会保障储备基金。,0,0
1,(单选题)以下属于《企业债券管理条例》管理范围的是（）。 Ⅰ.金融债券和外币债券 Ⅱ.企业债券 Ⅲ.短期融资券 Ⅳ.中央企业债券,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,企业债券不包括外币债券和金融债券。,0,0
1,(单选题)我国《证券法》规定，证券市场内幕信息包括（）。 Ⅰ.公司已公开的资产重组的信息 Ⅱ.公司分配股利或者增资的计划 Ⅲ.公司股权结构的重大变化 Ⅳ.公司债务担保的重大变更,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,内幕信息是指证券交易活动中，涉及公司的经营、财务或者对该公司证券的市场价格有重大影响的尚 未公开信息。,0,0
1,(单选题)下列关于证券公司经纪业务账户管理中客户身份识别内容的说法中，正确的是（）。 Ⅰ.账户身份信息变更时客户身份的重新识别 Ⅱ.营业部在办理账户身份信息变更业务时，可以不重新识别客户身份 Ⅲ.客户身份持续识别与账户客户信息维护 Ⅳ.客户账户管理业务的客户身份识别,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,C,客户身份识别的内容包括：(1)客户账户管理业务的客户身份识别。(2)账户身份信息变更时客户身份的 重新识别。营业部在办理账户身份信息变更业务时，应当重新识别客户身份。(3)客户身份持续识别与 账户客户信息维护。,0,0
1,(单选题)以下关于外资股的说法正确的是（）。 Ⅰ.境内上市外资股是指股份有限公司向境外投资者募集并在我国境内上市的股份 Ⅱ.H股、N股、B股属于境外上市外资股 Ⅲ.外资股是指股份公司向外国和我国香港、澳门、台湾地区投资者发行的股票 Ⅳ.红筹股不属于外资股,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>C Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,B,考核外资股的内容。B股属于境内上市外资股。,0,0
1,(单选题)2002年12月31日，中央登记公司开始发布中国债券指数系列，下列说法正确的是（）。 Ⅰ.该指数系列以2002年12月31日为基日 Ⅱ.基期指数为100 Ⅲ.该债券体系覆盖了交易所市场和银行间市场发行额在50亿元人民币以上、待偿期限在一年以上的债券 Ⅳ.样本指数价格选取日终全价,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ</p>,4,A,考察中国债券指数。该指数以2001年12月31日为基日。,0,0
1,(单选题)个人申请保荐代表人资格，应当通过所任职的保荐机构向中国证监会提交的材料包括（）。 Ⅰ.申请报告 Ⅱ.证券业从业人员资格考试、保荐代表人胜任能力考试成绩合格的证明 Ⅲ.证券业执业证书 Ⅳ.工作情况说明,<p>AⅢ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,申请报告、证券业从业人员资格考试、保荐代表人胜任能力考试成绩合格的证明、证券业执业证书都 是个人申请保荐代表人资格，应当通过所任职的保荐机构向中国证监会提交的材料。除此之外还应提 交：个人简历、身份证明文件和学历学位证书；从事保荐相关业务的详细情况说明，以及最近3年内担 任境内证券发行项目协办人的工作情况说明；保荐机构出具的推荐函，其中应当说明申请人遵纪守 法、业务水平、组织能力等情况；保荐机构对申请文件真实性、准确性、完整性承担责任的承诺函， 并应由其董事长或者总经理签字等。故选D,0,0
1,(单选题)以下原则中，（）是基金监管的基本原则。 Ⅰ.依法监管原则 Ⅱ.公开、公平和公正原则 Ⅲ.保障投资人利益原则 Ⅳ.周期性原则,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,基金监管的基本原则包括以下几个方面：①保障投资人利益原则；②适度监管原则；③高效监管原 则；④依法监管原则；⑤审慎监管原则；⑥公开、公平、公正监管原则。,0,0
1,(单选题)证券投资者保护基金的来源有（）。 Ⅰ.国内外机构、组织及个人的捐赠Ⅱ.所有在中国境外注册的证券公司，按其营业收入的0．5%～5%缴纳基金 Ⅲ.发行股票、可转债等证券时，申购冻结资金的利息收人 Ⅳ.依法向有关责任方追偿所得和从证券公司破产清算中受偿收入,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅳ</p>,4,B,证券投资者保护基金的来源包括：(1)上海、深圳证券交易所在风险基金分别达到规定的上限后，交易 经手费的20%纳入基金。(2)所有在中国境内注册的证券公司，按其营业收入的0．5%～5%缴纳基金， 经营管理和运作水平较差、风险较高的证券公司，应当按较高比例缴纳基金；各证券公司的具体缴纳 比例由基金公司根据证券公司风险状况确定后，报中国证监会批准，并按年进行调整；证券公司缴纳 的基金在其营业成本中列支。(3)发行股票、可转债等证券时，申购冻结资金的利息收入。(4)依法向有 关责任方追偿所得和从证券公司破产清算中受偿收入。,0,0
1,(单选题)中国证券业协会的自律管理职能包括（）。 Ⅰ.对会员之间、会员与客户之问发生的证券业务纠纷进行调解 Ⅱ.对会员单位的自律管理 Ⅲ.对从业人员的自律管理 Ⅳ.组织会员就证券业的发展、运作及有关内容进行研究,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ</p><p>CⅠ.Ⅳ</p><p>DⅡ.Ⅳ</p>,4,B,中国证券业协会的自律管理职能包括对会员单位的自律管理、对从业人员的自律管理和代办股份转让 系统的管理。,0,0
1,(单选题)自然人申请变更证券账户注册资料需要（）。 Ⅰ.客户本人填写《证券账户注册资料变更申请表》 Ⅱ.提交客户本人证券账户卡及复印件 Ⅲ.提交客户本人有效身份证明文件及复印件 Ⅳ.发证机关出具的有关变更证明及复印件,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,A,自然人申请变更的客户本人填写《证券账户注册资料变更申请表》，并提交客户本人证券账户卡及复印件、本人有效身份证明文件及复印件、发证机关出具的有关变更证明及复印件(变更证明包括原姓 名、原身份证号码及新姓名、新身份证号码)、中国结算公司要求提供的其他资料。客户委托他人代办 的，还需提供经公证的委托代办书、代办人有效身份证明文件及复印件。,0,0
1,(单选题)证券公司从事证券经纪业务，下列做法中正确的是（）。 Ⅰ.应当客观说明公司业务资格、服务职责、范围等情况 Ⅱ.不得提供虚假、误导性信息 Ⅲ.不得采取不正当竞争手段开展业务 Ⅳ.按照风险分散的原则指导投资者参与证券交易活动,<p>AⅠⅡⅢⅣ</p><p>BⅢⅣ</p><p>CⅠⅡⅣ</p><p>DⅠⅡⅢ</p>,4,D,证券公司从事证券经纪业务，应当客观说明公司业务资格、服务职责、范围等情况，不得提供虚假、 误导性信息，不得采取不正当竞争手段开展业务，不得诱导无投资意愿或者无风险承受能力的投资者 参与证券交易活动。,0,0
1,(单选题)证券投资咨询人员的一般禁止性行为包括（）。 Ⅰ.传播虚假信息或者误导投资者的信息 Ⅱ.接受他人委托从事证券投资 Ⅲ.贬损同行或以其他不正当竞争手段争揽业务 Ⅳ.依据虚假信息、内幕信息或者市场传言撰写和发布分析报告或评级报告,<p>AⅠⅢⅣ</p><p>BⅠⅢ</p><p>CⅡⅣ</p><p>DⅡⅢ</p>,4,B,ⅠⅢ项是证券投资咨询人员的一般禁止性行为，ⅡⅣ项是证券投资咨询人员的特定禁止行为。,0,0
1,(单选题)证券经纪业务营销人员在所服务证券公司的授权范围内从事客户招揽和客户服务等活动时，应（）。 Ⅰ.如实向客户传递所服务证券公司统一提供的研究报告及与证券投资有关的信息 Ⅱ.向客户充分提示证券投资的风险 Ⅲ.清晰、准确、客观地向客户介绍证券市场和证券公司的基本情况 Ⅳ.要求客户无论在任何情况下都应坚持从事证券投资活动,<p>AⅠⅣ</p><p>BⅠⅡⅢ</p><p>CⅡⅣ</p><p>DⅡⅢ</p>,4,B,证券经纪业务营销人员在所服务证券公司的授权范围内从事客户招揽和客户服务等活动时，应符合以 下要求：(1)清晰、准确、客观地向客户介绍证券市场和证券公司的基本情况以及与证券投资和交易有 关的政策法规、基础知识、业务流程，帮助客户树立正确的投资理念，增强风险意识。(2)如实向客户 传递所服务证券公司统一提供的研究报告及与证券投资有关的信息、证券类金融产品推介材料及有关 信息，不夸大、歪曲、隐瞒、遗漏有关内容。(3)向客户充分提示证券投资的风险，提示客户不要超越 自身风险承担能力从事证券投资活动。,0,0
1,(单选题)下列关于询价制度的说法中，正确的是（）。 Ⅰ.对在深圳证券交易所中小企业板上市的公司，必须经过初步询价和累计投标询价两个阶段定价 Ⅱ.在主板市场上市的公司规定可以通过初步询价直接定价 Ⅲ.只有参与初步询价的询价对象才能参与网下申购 Ⅳ.所有询价对象均可自主选择是否参与初步询价，主承销商不得拒绝询价对象参与初步询价,<p>AⅢ.Ⅳ</p><p>BⅡ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,A,《证券发行与承销管理办法》对在深圳证券交易所中小企业板上市的公司，规定可以通过初步询价直 接定价，在主板市场上市的公司必须经过初步询价和累计投标询价两个阶段定价，不再强制所有公司 都要经过两个询价阶段。,0,0
1,(单选题)证券业从业人员的诚信信息包括（）。 Ⅰ.基本信息 Ⅱ.奖励信息 Ⅲ.人员财务信息 Ⅳ.处罚处分信息,<p>AⅠⅡⅢⅣ</p><p>BⅡⅢ</p><p>CⅠⅡⅣ</p><p>DⅡⅢⅣ</p>,4,C,诚信信息包括基本信息、奖励信息、处罚处分信息及协会自律规则规定的其他信息。,0,0
1,(单选题)下列属于公司高级管理人员的是（）。 Ⅰ.经理 Ⅱ.副经理 Ⅲ.财务负责人 Ⅳ.股东,<p>AⅠ．Ⅱ．Ⅲ</p><p>BⅠ．Ⅱ．Ⅳ</p><p>CⅠ．Ⅲ．Ⅳ</p><p>DⅠ．Ⅱ．Ⅲ．Ⅳ</p>,4,A,高级管理人员是指公司的经理、副经理、财务负责人，上市公司董事会秘书和公司章程规定的其他人 员。,0,0
1,(单选题)下列有关监事会说法，正确的是（）。 Ⅰ.基金管理人设监事会，监事会向股东会负责 Ⅱ.监事会每年至少召开一次会议，监事会会议应当由全体监事出席时方可举行 Ⅲ.监事会无权提议召开股东会 Ⅳ.监事会决议至少须经半数以上监事投票通过,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,C,当监事会认为有必要时，一般是在公司出现重大问题时，可以提议召开股东会。,0,0
1,(单选题)我国现阶段商业银行取得基金托管资格，应当具备的条件包括（）。 Ⅰ.最近3个会计年度的年末净资产均不低于3亿人民币Ⅱ.净资产和风险控制指标符合有关规定 Ⅲ.取得基金从业资格的专职人员达到法定人数 Ⅳ.有安全高效的清算、交割系统,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,A,担任基金托管人，应当具备下列条件，并经中国证监会和中国银监会核准：1.净资产和风险控制指标 符合有关规定。2.设有专门的基金托管部门。3.取得基金从业资格的专职人员达到法定人数。4.有安全 保管基金财产的条件。5.有安全高效的清算、交割系统。6.有符合要求的营业场所、安全防范设施和与 基金托管业务有关的其他设施。7.有完善的内部稽核监控制度和风险控制制度。8.法律、行政法规规定 的和经国务院批准的中国证监会、中国银监会规定的其他条件。,0,0
1,(单选题)证券公司可以动用客户交易结算资金或者委托资金的情形是（）。 Ⅰ.客户进行证券的申购、证券交易的结算或者客户提款 Ⅱ.客户支付与证券交易有关的佣金、费用或者税款 Ⅲ.证券公司借用客户资金，30日内还清 Ⅳ.法律规定的其他情形,<p>AⅠ．Ⅱ．Ⅳ</p><p>BⅠ．Ⅲ．Ⅳ</p><p>CⅡ．Ⅲ．Ⅳ</p><p>DⅠ．Ⅱ．Ⅲ．Ⅳ</p>,4,A,除下列情形外，证券公司不得动用客户的交易结算资金或者委托资金：(1)客户进行证券的申购、证券 交易的结算或者客户提款。(2)客户支付与证券交易有关的佣金、费用或者税款。(3)法律规定的其他情 形。,0,0
1,(单选题)背信运用受托财产罪的犯罪主体包括（）。 Ⅰ.商业银行 Ⅱ.国有企业 Ⅲ.民营企业 Ⅳ.证券交易所,<p>AⅠ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,A,背信运用受托财产罪的犯罪主体是特殊主体，即金融机构，具体指商业银行、证券交易所、期货交易所、证券公司、期货经纪公司、保险公司或者其他金融机构。,0,0
1,(单选题)构成诱骗投资者买卖证券、期货合约罪的主体包括（）。 Ⅰ.证券交易所的从业人员 Ⅱ.期货交易所的从业人员 Ⅲ.证券业协会的工作人员 Ⅳ.银行工作人员,<p>AⅠ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,题干所述罪责的主体为特殊主体，即只有证券交易所、期货交易所、证券公司、期货经纪公司的从业 人员，证券业协会、期货业协会或者证券期货监督管理部门的工作人员及单位。,0,0
1,(单选题)根据《中华人民共和国公司法》的规定，股东会行使的职权有（）。 Ⅰ.修改公司章程 Ⅱ.决定公司的经营方针和投资计划 Ⅲ.审议批准董事会的报告 Ⅳ.对发行公司债券作出决议,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,中华人民共和国公司法》规定，股东会行使下列职权：决定公司的经营方针和投资计划；选举和更换 由非职工代表担任的董事、监事，决定有关董事、监事的报酬事项；审议批准董事会的报告；审议批 准监事会或者监事的报告；审议批准公司的年度财务预算方案、决算方案；审议批准公司的利润分配 方案和弥补亏损方案；对公司增加或者减少注册资本作出决议；对发行公司债券作出决议；对公司合 并、分立、解散、清算或者变更公司形式作出决议；修改公司章程；公司章程规定的其他职权。,0,0
1,(单选题)下列属于申请证券、期货投资咨询从业资格的机构应当提交的文件的是（）。 Ⅰ.由注册会计师提供的验资报告 Ⅱ.年检申请报告 Ⅲ.机构高级管理人员和从事证券、期货投资咨询业务人员名单及其学历、工作经历和从业资格证书 Ⅳ.业务场所使用证明文件、机构通信地址、电话和传真机号码,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,C,II项属于证券、期货投资咨询机构办理年检时应当提交的文件。,0,0
1,(单选题)下列属于证券公司风险监控体系一般规定的是（）。 Ⅰ.建立防火墙制度，确保自营业务与经纪、资产管理、投资银行等业务在人员、信息、账户、资金、会 计核算上严格分离 Ⅱ.各证券公司应按要求将全部自营账户明细（含不规范账户）报送公司注册地证监局，由证监局转报上 海、深圳证券交易所以及中国证券登记结算有限公司备案 Ⅲ.风险监控部门应能够正常履行职责，发现业务运作或风险监控指标值存在风险隐患或不合规时，要立 即向董事会和投资决策机构报告并提出处理建议 Ⅳ.根据自身实际情况，引进和开发有效的风险管理工具，逐步建立完善的风,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,I、III、IV项属于证券公司的风险监控体系一般规定的内容；II项属于证券公司的投资决策机制一般规 定的内容。,0,0
1,(单选题)以下关于上市开放式基金（LOF）的表述，正确的是（）。 Ⅰ.可以在场内进行交易 Ⅱ.不可以跨市场转托管 Ⅲ.可以在场外市场进行申购赎回 Ⅳ.可以在场内进行申购赎回,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,B,LOF所具有的转托管机制与可以在交易所进行申购、赎回的制度安排，使LOF不会出现封闭式基金的 大幅折价交易现象。,0,0
1,(单选题)ETF不属于（）。 Ⅰ.保本基金 Ⅱ.主动型基金 Ⅲ.基金中的基金 Ⅳ.指数基金,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ</p><p>CⅠ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,ETF不但具有传统指数基金的全部特色，而且是更为纯粹的指数基金。,0,0
1,(单选题)下列关于基金公开募集与非公开募集的说法中，正确的是（）。 Ⅰ.私募基金是通过非公开方式募集基金 Ⅱ.公募基金面向不确定的广大的公众 Ⅲ.私募基金募集的对象是少数特定的投资者 Ⅳ.私募基金对信息披露有非常严格的要求,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,一般来说，公募基金对信息披露有非常严格的要求，其投资目标、投资组合等信息都要披露；而私募 基金的要求则低得多。,0,0
1,(单选题)证券公司按照监管部门和证券交易所的要求报送的自营业务信息包括（）。 Ⅰ.自营业务账户 Ⅱ.风险限额 Ⅲ.资产配置Ⅳ.席位情况,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,证券公司应当按照监管部门和证券交易所的要求，报送自营业务信息。其报告的内容包括：自营业务 账户、席位情况，涉及自营业务规模、风险限额、资产配置、业务授权等方面的重大决策，自营风险 监控报告等事项。,0,0
1,(单选题)证券、期货投资咨询机构及其投资咨询人员，应当（）地运用有关信息、资料向投资人或者客户提供投 资分析、预测和建议，不得断章取义地引用或者篡改有关信息、资料。 Ⅰ.准确 Ⅱ.客观 Ⅲ.完整 Ⅳ.公平,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,证券、期货投资咨询机构及其投资咨询人员，应当完整、客观、准确地运用有关信息、资料向投资人 或者客户提供投资分析、预测和建议，不得断章取义地引用或者篡改有关信息、资料；引用有关信 息、资料时，应当注明出处和著作权人。,0,0
1,(单选题)下列关于证券市场的法律法规层次的说法中，正确的有（）。 Ⅰ.法律效力最低的是由中国证券业协会及中国证券登记结算有限公司制定的自律性规则 Ⅱ.法律效力最高的是由全国人民代表大会或全国人民代表大会常务委员会制定并颁布的法律 Ⅲ.法律效力最高的是由证券监管部门和相关部门制定的规范文件 Ⅳ.法律效力最高的是由中国证券业协会及中国证券登记结算有限公司制定的自律性规则,<p>AⅠ.Ⅱ</p><p>BⅡ.Ⅲ</p><p>CⅡ.Ⅳ</p><p>DⅢ.Ⅳ</p>,4,A,证券市场的法律、法规分为四个层次，其法律效力依次降低：第一个层次是指由全国人民代表大会或 全国人民代表大会常务委员会制定并颁布的法律；第二个层次是指由国务院制定并颁布的行政法规； 第三个层次是指由证券监管部门和相关部门制定的部门规章及规范文件；第四个层次是指由证券交易 所、中国证券业协会及中国证券登记结算有限公司制定的自律性规则。,0,0
1,(单选题)财务顾问应当关注上市公司并购重组活动中，相关各方是否存在利用并购重组信息进行（）等事项。 Ⅰ.内幕交易 Ⅱ.证券欺诈 Ⅲ.市场操纵 Ⅳ.正常交易,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,财务顾问应当关注上市公司并购重组活动中，相关各方是否存在利用并购重组信息进行内幕交易、市 场操纵和证券欺诈等事项。,0,0
1,(单选题)申请设立股份有限公司，应当向公司登记机关提交的文件包括（）。 Ⅰ.依法设立的验资机构出具的验资证明 Ⅱ.发起人首次出资是非货币财产的，应当在公司设立登记时提交已办理其财产权转移手续的证明文件 Ⅲ.载明公司董事、监事、经理姓名、住所的文件以及有关委派、选举或者聘用的证明 Ⅳ.公司法定代表人签署的设立登记申请书,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,申请设立股份有限公司，应当向公司登记机关提交下列文件：(1)公司法定代表人签署的设立登记申请 书。(2)董事会指定代表或者共同委托代理人的证明。(3)公司章程。(4)依法设立的验资机构出具的验资 证明。(5)发起人首次出资是非货币财产的，应当在公司设立登记时提交已办理其财产权转移手续的证 明文件。(6)发起人的主体资格证明或者自然人身份证明。(7)载明公司董事、监事、经理姓名、住所的 文件以及有关委派、选举或者聘用的证明。(8)国家工商行政管理总局规定要求提交的其他文件。,0,0
