1,(单选题)我国在国际市场上发行的金融债券的最长期限为( )。 ,<p>A12年</p><p>B8年</p><p>C10年</p><p>D20年</p>,4,A,最短的5年，最长的12年。,0,0
1,(单选题)下列关于欺诈发行股票、债券罪立案标准的说法中，正确的是（）。 Ⅰ.发行数额在200万元以上的 Ⅱ.利用募集的资金进行违法活动的 Ⅲ.转移或者隐瞒所募集资金的 Ⅳ.伪造、变造国家公文、有效证明文件或相关凭证、单据的,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,C,欺诈发行股票、债券罪的立案标准包括：(1)发行数额在500万元以上的。(2)伪造、变造国家公文、有 效证明文件或相关凭证、单据的。(3)利用募集的资金进行违法活动的。(4)转移或者隐瞒所募集资金 的。(5)其他后果严重或有其他严重情节的情形. ,0,0
1,(单选题)美国次贷危机爆发后，全球证券市场出现的新趋势包括（）。 Ⅰ.证券市场网络化 Ⅱ.金融机构的去杠杆化 Ⅲ.金融监管的改革 Ⅳ.国际金融合作的进一步加强,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,美国次贷危机爆发后，全球证券市场出现的新趋势包括金融机构的去杠杆化、金融监管的改革以殛国 际金融合作的进一步加强。,0,0
1,(单选题)在美国存托凭证的发行中，下列说法正确的是（）。 Ⅰ.存券银行发出ADRⅡ.存券银行一定要命令托管银行移送证券 Ⅲ.将所购买的证券存放在托管银行 Ⅳ.存券银行向ADR的持有者派发红利或利息 ,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ</p>,4,B,可以不必进行证券的传送,0,0
1,(单选题)有下列（）情形的人员，不得注册为投资主办人。 Ⅰ.被监管机构采取重大行政监管措施未满2年 Ⅱ.未通过证券从业人员年检 Ⅲ.尚处于法律法规规定或劳动合同约定的竞业禁止期内 Ⅳ.已取得证券从业资格 ,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅳ</p>,4,A,有下列情形之一的人员，不得注册为投资主办人：(1)不符合申请投资主办人注册规定的条件。(2)被监 管机构采取重大行政监管措施未满2年。(3)被中国证券业协会采取纪律处分未满2年。(4)未通过证券从 业人员年检。(5)尚处于法律法规规定或劳动合同约定的竞业禁止期内。(6)其他情形。,0,0
1,(单选题)客户如要求柜台在打印的对账单上加盖营业部业务用章的，柜台必须（）。 Ⅰ.仔细核对客户身份 Ⅱ.请客户出示公证书 Ⅲ.认真核对对账单与电脑上的时点证券余额或资金余额是否一致 Ⅳ.请客户出示委托书,<p>AⅠ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,客户如要求柜台在打印的对账单上加盖营业部业务用章的，柜台必须仔细核对客户身份，并认真核对 对账单与电脑上的时点证券余额或资金余额是否一致，核对无误后方可加盖业务用章。,0,0
1,(单选题)有关基金年度报告，正确的表述是（）。 Ⅰ.基金年度报告的财务会计报告应当通过审计 Ⅱ.在年度报告的扉页作出投资风险提示 Ⅲ.基金资产净值信息是基金年度报告披露的基金资产运作成果的集中表现。 Ⅳ.基金管理人应当在每年结束之日起60日内，编制完成基金年度报告，并将年度报告正文登载于网站 上，将年度报告摘要登载在指定报刊上 ,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,基金年度报告是基金存续期信息披露中信息量最大的文件。应当在每年结束之日起90日内，编制完成 基金年度报告，并将年度报告正文登载于网站上，将年度报告摘要登载在指定报刊上。,0,0
1,(单选题)经中国证监会批准，证券公司可以从事的客户资产管理业务包括（）。 Ⅰ.为单一客户办理定向资产管理业务 Ⅱ.为多个客户办理集合资产管理业务 Ⅲ.为多个客户办理定向资产管理业务 Ⅳ.为客户办理特定目的的专项资产管理业务,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,经中国证监会批准，证券公司可以从事下列客户资产管理业务：(1)为单一客户办理定向资产管理业 务。(2)为多个客户办理集合资产管理业务。(3)为客户办理特定目的的专项资产管理业务。,0,0
1,(单选题)个人申请保荐代表人资格应具备的条件包括（）。 Ⅰ.具备3年以上保荐相关业务经历 Ⅱ.最近3年内在境内证券发行项目中担任过项目协办人 Ⅲ.参加中国证监会认可的保荐代表人胜任能力考试且成绩合格有效 Ⅳ.未负有数额较大到期未清偿的债务,<p>AⅢ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,个人申请保荐代表人资格，应当具备下列条件：(1)具备3年以上保荐相关业务经历。(2)最近3年内在境 内证券发行项目中担任过项目协办人。(3)参加中国证监会认可的保荐代表人胜任能力考试且成绩合格 有效。(4)诚实守信，品行良好，无不良诚信记录，最近3年未受到中国证监会的行政处罚。(5)未负有 数额较大到期未清偿的债务。,0,0
1,(单选题)证券研究报告主要包括（）。 Ⅰ.上市公司价值分析报告 Ⅱ.财务分析报告 Ⅲ.行业研究报告 Ⅳ.投资策略报告,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅳ</p>,4,B,证券研究报告主要包括涉及具体证券及证券相关产品的上市公司价值分析报告、行业研究报告、投资 策报告等。,0,0
1,(单选题)基金临时报告书披露的重大事件包括（）。 Ⅰ.转换基金运作方式 Ⅱ.基金份额净值计价错误金额达基金份额净值的0.2%Ⅲ.更换基金管理人或托管人 Ⅳ.基金经理发生变动,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,基金的重大事件包括：基金份额持有人大会的召开，提前终止基金合同，延长基金合同期限，转换基 金运作方式，更换基金管理人或托管人，基金管理人的董事长、总经理及其他高级管理人员、基金经 理和基金托管人的基金托管部门负责人发生变动，涉及基金管理人、基金财产、基金托管业务的诉 讼，基金份额净值计价错误金额达基金份额净值的0.5%，开放式基金发生巨额赎回并延期支付，基金 改按估值技术等方法对长期停牌股票进行估值等等。,0,0
1,(单选题)货币市场基金的投资对象包括（）。 Ⅰ.现金 Ⅱ.期限在1年以内（含1年）的中央银行票据 Ⅲ.期限在1年以内（含1年）的债券回购 Ⅳ.剩余期限在397天以内（含397天）的AA级企业债,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,货币市场基金不得投资于信用等级在AAA级以下的企业债券。,0,0
1,(单选题)下列不属于基金管理人后台部门的是（）。 Ⅰ.清算部门 Ⅱ.投资部门 Ⅲ.研究部门 Ⅳ.产品研发部门,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ</p><p>CⅠ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,A,后台部门包括行政管理、人事部、清算、信息技术等部门，主要为前中台部门提供支持，目标是保证 基金管理人战略的实施与效果。,0,0
1,(单选题)关于目前全球证券投资基金的发展趋势与特点，陈述正确的是（）。 Ⅰ.基金市场竞争加剧 Ⅱ.基金行业分散趋势突出 Ⅲ.快速发展，市场地位和影响不断提高 Ⅳ.开放式基金成为主流产品 ,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,B,行业集中趋势突出。,0,0
1,(单选题)下列关于股票基金的表述，正确的是（）。 Ⅰ.股票基金能给投资者带来稳定收入 Ⅱ.长期来看，股票基金提供了应对通货膨胀的有效手段 Ⅲ.股票基金以追求长期的资本增值为目标 Ⅳ.与其他类型的基金相比，股票基金的风险较高，预期收益也较高 ,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,股票基金以追求长期的资本增值为目标，比较适合长期投资。与其他类型的基金相比，股票基金的风 险较高，但预期收益也较高。股票基金提供了一种长期的投资增值性，可供投资者用来满足教育支 出、退休指出等远期支出的需要。与房地产一样，股票基金是应对通货膨胀最有效的手段。债券基金 主要以债券为投资对象，因此对追求稳定收入的投资者具有较强的吸引力。,0,0
1,(单选题)下列各项，属于封闭式基金内容的是（）。 Ⅰ.基金份额在基金合同期限内固定不变 Ⅱ.一般有一个固定的存续期 Ⅲ.基金份额不固定 Ⅳ.是在证券市场的投资者之间进行转让,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅡ.Ⅳ</p>,4,C,封闭式基金的基金份额是固定的，在封闭期限内未经法定程序认可不能增减；开放式基金规模不固 定，投资者可随时提出申购或赎回申请，基金份额会随之增加或减少。,0,0
1,(单选题)下列关于分级基金特点的表述，正确的是（）。 Ⅰ.内含衍生工具与杠杆特性 Ⅱ.一只基金，多类份额，多种投资工具 Ⅲ.A类、B类份额分级，资产合并运作 Ⅳ.基金份额不可在交易所上市交易 ,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,分级基金的特点：①一只基金，多类份额，多种投资工具；②A．类、B．类份额分级，资产合并运 作；③基金份额可在交易所上市交易；④内含衍生工具与杠杆特性；⑤多种收益实现方式、投资策略 丰富。,0,0
1,(单选题)下列关于股份有限公司股份转让的规定中，正确的是（）。 Ⅰ.股东转让其股份，必须在依法设立的证券交易场所内进行 Ⅱ.发起人持有的本公司股份，自公司成立之日起3年内不得转让 Ⅲ.无记名股票由股东以背书方式或者法律、行政法规规定的其他方式转让 Ⅳ.国家授权投资的机构持有的股份，未经国家授权的主管部门批准，不得转让,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,法律对股份有限公司股份的转让作了一些限制性规定，具体包括：(1)股东转让其股份，必须在依法设 立的证券交易场所内进行。(2)发起人持有的本公司股份，自公司成立之日起3年内不得转让。(3)公司 董事、监事、经理所持有的本公司的股份，在任职期间不得转让。(4)国家授权投资的机构持有的股 份，未经国家授权的主管部门批准，不得转让。(5)除了为减少公司资本而注销股份或者与持有本公司 股票的其他公司合并以外，公司不得通过收购持有本公司的股票。(6)记名股票由股东以背书方式或者 法律、行政法规规定的其他方式转让。(7)无记名股,0,0
1,(单选题)证券公司同时有（）情形的，国务院证券监督管理机构可以直接撤销该证券公司。 Ⅰ.违法经营情节特别严重、存在巨大经营风险 Ⅱ.不能清偿到期债务，并且资产不足以清偿全部债务或者明显缺乏清偿能力 Ⅲ.需要动用证券投资者保护基金 Ⅳ.证券公司出现亏损，不能清偿到期债务,<p>AⅠ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,B,撤销是对经停业整顿、托管、接管或者行政重组在规定期限内仍达不到正常经营条件的证券公司所采 取的市场退出措施。证券公司违法经营特别严重，不能清偿到期债务，需要动用证券投资者保护基金 的，证监会可以直接撤销该证券公司。,0,0
1,(单选题)下列关于财务顾问与委托人之间权利和义务的说法中，正确的是（）。 Ⅰ.财务顾问应当与委托人签订委托协议，明确双方的权利和义务 Ⅱ.接受委托的，财务顾问应当指定3名财务顾问主办人负责 Ⅲ.财务顾问应当建立尽职调查制度和具体工作规程，对上市公司并购重组活动进行充分、广泛、合理的 调查 Ⅳ.委托人应当配合财务顾问进行尽职调查，提供相应的文件资料。,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,财务顾问接受上市公司并购重组多方当事人委托的，不得存在利益冲突或者潜在的利益冲突。接受委 托的，财务顾问应当指定2名财务顾问主办人负责，同时，可以安排1名项目协办人参与。故II项说法 错误。,0,0
1,(单选题)欺诈发行股票、债券的犯罪构成包括（）。 Ⅰ.客体要件 Ⅱ.客观要件 Ⅲ.主体要件 Ⅳ.主观要件 ,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,C,欺诈发行股票、债券的犯罪构成包括客体要件、客观要件、主体要件、主观要件四个方面。,0,0
1,(单选题)下列关于基金管理公司内部控制的表述，不正确的是（）。 Ⅰ.基金公司应当设立督察长，对公司经营层负责 Ⅱ.基金公司应建立投资与研究之间的防火墙，以防止出现内幕交易 Ⅲ.基金公司掌握内幕信息的人员在信息公开披露前不得泄露其内容 Ⅳ.基金交易应实行集中交易制度，基金经理应直接向交易员下达投资指令,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,C,本题考查基金管理公司的内部控制的内容。督察长对董事会负责；研究业务控制内容包括建立研究与 投资的业务交流制度，保持通常的交流渠道；基金交易实行集中交易制度，将投资管理职能和交易执 行职能相隔离，基金经理不得直接向交易员下达投资指令或者直接进行交易。,0,0
1,(单选题)根据有关规定，一般来说，基金份额持有人的权利包括（）。 Ⅰ.日常投资决策权 Ⅱ.基金投资收益权 Ⅲ.基金份额处置权 Ⅳ.参与分配清算后的剩余基金财产,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,本题考查基金份额持有人的权利。,0,0
1,(单选题)关于公司型基金的说法，正确的是（）。 Ⅰ.基金本身是一个具有独立法人地位的公司 Ⅱ.基金公司章程是基金设立和运营的基本法律文件 Ⅲ.基金不具有独立法人地位 Ⅳ.基金股东大会是基金的最高权力机构,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,C,本题考查公司型基金的内容。,0,0
1,(单选题)ETF的特点包括（）。 Ⅰ.一级市场与二级市场并存的交易制度 Ⅱ.被动操作的指数型基金 Ⅲ.实物申购赎回 Ⅳ.二级市场的交易无涨跌幅限制 ,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,本题考查ETF的特点。,0,0
1,(单选题)下列属于《证券风险处置条例》规定的主要风险处置措施的是（）。 Ⅰ.停业整顿 Ⅱ.托管 Ⅲ.接管 Ⅳ.行政重组,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,C,除Ⅰ.Ⅱ.Ⅲ.Ⅳ四项外，风险处置措施还包括撤销。,0,0
1,(单选题)下列属于自然人因遗产继承办理公众股非交易过户的是（）。 Ⅰ.申请人填写“股份非交易过户申请表” Ⅱ.申请人提交继承公证书、证明被继承人死亡的有效法律文件及复印件 Ⅲ.申请人提交继承人身份证原件及复印件 Ⅳ.申请人填写“股份非交易过户登记表”,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,自然人因遗产继承办理公众股非交易过户的内容包括：申请人填写“股份非交易过户申请表”，并提 交继承公证书、证明被继承人死亡的有效法律文件及复印件、继承人身份证原件及复印件、证券账户 卡原件及复印件、股份托管证券营业部出具的所涉流通股份冻结证明。申请人委托他人代办的，还应 提供经公证的代理委托书、代办人有效身份证明文件及复印件。,0,0
1,(单选题)下列选项中，属于欺诈发行股票、债券犯罪侵犯客体的是（）。 Ⅰ.国家对证券市场的管理制度 Ⅱ.股东的合法权益 Ⅲ.债权人的合法权益 Ⅳ.公众的合法权益 ,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,欺诈发行股票、债券犯罪侵犯的客体是复杂客体，即国家对证券市场的管理制度以及投资者（即股 东、债权人和公众）的合法权益。,0,0
1,(单选题)（）违反法律、行政法规或者中国证监会有关规定，情节严重的，中国证监会可以根据情节严重的程 度，采取证券市场禁入措施。 Ⅰ.发行人 Ⅱ.上市公司的董事 Ⅲ.上市公司的监事 Ⅳ.上市公司的一般工作人员,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,下列人员违反法律、行政法规或者中国证监会有关规定，情节严重的，中国证监会可以根据情节严重 的程度，采取证券市场禁入措施：(1)发行人，上市公司的董事、监事、高级管理人员，其他信息披露 义务人或者其他信息披露义务人的董事、监事、高级管理人员。(2)发行人、上市公司的控股股东、实 际控制人或者发行人、上市公司控股股东、实际控制人的董事、监事、高级管理人员。(3)证券公司的 董事、监事、高级管理人员及其内设业务部门负责人、分支机构负责人或者其他证券从业人员。(4)证 券公司的控股股东、实际控制人或者证券公司控股股东、实际,0,0
1,(单选题)设立有限责任公司或者股份有限公司时，申请名称预先核准，应当提交的文件包括（）。 Ⅰ.有限责任公司全体股东签署的公司名称预先核准申请书 Ⅱ.全体股东或者发起人指定代表的证明 Ⅲ.全体股东或者发起人共同委托代理人的证明 Ⅳ.股份有限公司的全体发起人签署的公司名称预先核准申请书,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,设立有限责任公司或者股份有限公司时，申请名称预先核准，应当提交下列文件：(1)有限责任公司的 全体股东或者股份有限公司的全体发起人签署的公司名称预先核准申请书。(2)全体股东或者发起人指 定代表或者共同委托代理人的证明。(3)国家工商行政管理总局规定要求提交的其他文件。,0,0
1,(单选题)证券公司应当在其经营场所显著位置或者其网站公开的信息包括（）。 Ⅰ.从事介绍业务的管理人员和业务人员的名单和照片 Ⅱ.受托从事的介绍业务范围 Ⅲ.期货公司期货保证金账户信息、期货保证金扣缴方式 Ⅳ.交易结算结果查询方式 ,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,证券公司应当在其经营场所显著位置或者其网站公开下列信息：(1)受托从事的介绍业务范围。(2)从事 介绍业务的管理人员和业务人员的名单和照片。(3)期货公司期货保证金账户信息、期货保证金安全存 管方式。(4)客户开户和交易流程、出入金流程。(5)交易结算结果查询方式。(6)中国证监会规定的其他信息。,0,0
1,(单选题)证券经营机构有（）行为的，视情节轻重，单处或并处警告、没收非法所得、5万元以上50万元以下罚 款、暂停自营业务半年至1年、取消自营业务资格，并在两年内不受理自营业务资格申请。 Ⅰ.以欺骗或其他不正当手段获得证券自营业务资格 Ⅱ.将自营业务与代理业务混合操作 Ⅲ.从事或参与内幕交易和操纵行为 Ⅳ.委托其他证券经营机构代为买卖证券 ,<p>AⅠ.Ⅱ</p><p>BⅠ.Ⅲ</p><p>CⅡ.Ⅳ</p><p>DⅢ.Ⅳ</p>,4,B,证券经营机构有下列行为之一的，视情节轻重，单处或并处警告、没收非法所得、5万元以上50万元以 下罚款、暂停自营业务半年至1年、取消自营业务资格，并在两年内不受理自营业务资格申请：(1)以 欺骗或其他不正当手段获得证券自营业务资格。(2)从事或参与内幕交易和操纵行为。,0,0
1,(单选题)按照《中华人民共和国公司法》的规定，股份有限公司募集设立程序主要包括（）。 Ⅰ.订立章程 Ⅱ.发起人认购股份 Ⅲ.募股程序 Ⅳ.召开创立大会,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,按照《中华人民共和国公司法》的规定，股份有限公司募集设立程序主要包括订立章程、发起人认购 股份、募股程序、召开创立大会、设立登记。,0,0
