1,(单选题)证券交易所设（），负责日常事务。 ,<p>A总经理 </p><p>B董事长 </p><p>C会长 </p><p>D理事长</p>,4,A,证券交易所设总经理，负责日常事务。,0,0
1,(单选题)证券市场只要满足（），技术分析将无效。 ,<p>A半弱势有效市场 </p><p>B半强势有效市场 </p><p>C弱势有效市场 </p><p>D强势有效市场</p>,4,C,在弱势有效市场上投资者不可能通过对以往价格进行的分拆获得超额利润，要想获得超额回报就必须 寻求历史交易数据以外的信息，技术分析无效。,0,0
1,(单选题)（）是为了解决各国金融通信不能适应国际支付清算的快速增长而设立的非营利性组织。 ,<p>ASWOT </p><p>BSWIFT</p><p>COMGEO </p><p>DLME</p>,4,B,SWIFT是为了解决各国金融通信不能适应国际支付清算的快速增长而设立的非营利性组织；负责设 计、建立和管理SWIFT国际网络，以便在该组织成员间进行国际金融信息的传输和确定路由,0,0
1,(单选题)( ) 机制的实施吸引了境外符合资格的机构投资者来中国资本市场投资。 ,<p>AQDII </p><p>BQFII </p><p>C基金互认 </p><p>D以上选项都正确</p>,4,B,QFII机制的实施吸引了境外符合资格的机构投资者来中国资本市场投资。,0,0
1,(单选题)经中国证监会批准可以在境内募集资金进行境外证券投资的机构称为（）。 ,<p>AQDII </p><p>BQFII </p><p>CRQFII </p><p>DREITs</p>,4,A,经中国证监会批准可以在境内募集资金进行境外证券投资的机构称为合格境内机构投资者。,0,0
1,(单选题)用复利法计算第n期末终值的计算公式为( )。 ,<p>AFV=PVx(l+ixn) </p><p>BPV=FVx(l+ixn) </p><p>CPV=FVx(1+i)n </p><p>DFV=PVx(1+i)n</p>,4,D,本题考查复利的计算公式。D项正确。FV为终值，PV为现值，i是利率，n是期限。,0,0
1,(单选题)( )代表了迄今为止对包括对冲基金、私算股权基金在内的众多另类投资基金最严格的监管立法。 ,<p>AEFSI管理规则 </p><p>BAIFMD </p><p>CUCITS </p><p>DCERCLA</p>,4,B,AIFMD代表了迄今为止对包括对冲基金、私募股权基金在内的众多另类投资基金最严格的监管立法。,0,0
1,(单选题)基金业绩归因的方法有很多种，对于股票型基金，业内比较常用的业绩归因方法是（）。 ,<p>ABrinson方法 </p><p>BCAPM方法 </p><p>CW-T方法 </p><p>DCampisi方法</p>,4,A,"对于股票型基金,业内比较常用的业绩归因方法是Brinson方法.故选A",0,0
1,(单选题)以下选项中属于权证的基本要素的是（ ）I.权证类别；Ⅱ.标的资产；Ⅲ.存续时间；IV.行权价格；V.行权 比例。 ,<p>AⅡ.Ⅲ.Ⅳ.Ⅴ </p><p>BⅠ.Ⅲ.Ⅳ.Ⅴ </p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ.Ⅴ </p><p>DⅠ.Ⅱ.Ⅳ.Ⅴ</p>,4,C,权证的基本要素包括： ①权证类别； ②标的资产； ③存续时间； ④行权价格； ⑤行权结算方式； ⑥行权比例等。,0,0
1,(单选题)持仓集中度分析是通过计算前（）只股票占基金净值的比例来分析基金是否倾向于集中投资。 ,<p>A5</p><p>B10</p><p>C15</p><p>D20</p>,4,B,持仓集中度分析是通过计算前10只股票占基金净值的比例来分析基金是否倾向于集中投资。,0,0
1,(单选题)市场参与者中，任何一只基金的远期交易净买入总余额不得超过其基金资产净值的（）。 ,<p>A0.4</p><p>B0.6</p><p>C0.8</p><p>D1</p>,4,D,市场参与者中，任何一只基金的远期交易净买入总余额不得超过其基金资产净值的100%。,0,0
1,(单选题)某公司从银行取得货款30万元，年利率为6%，贷款期限为3年，到第三年末一次偿清，公司应付银行本利 和为（）。 ,<p>A35.4</p><p>B35.73</p><p>C35.85</p><p>D36.23</p>,4,B,30*（1+6%）的三次方等于35.73,0,0
1,(单选题)中期票据采用注册发行，最大注册额度不超过企业资产的（ ）。 ,<p>A0.3</p><p>B0.4</p><p>C0.5</p><p>D0.8</p>,4,B,中期票据采用注册发行，最大注册额度不超过企业净资产的40%。,0,0
1,(单选题)AIFMD规定私募股权投资基金收购公司（ ）内不允许通过分红、减持、赎回等形式进行资产转让。 ,<p>A2年 </p><p>B3年 </p><p>C5年 </p><p>D10年</p>,4,A,AIFMD规定私募股权投资基金收购公司2年内不允许通过分红、减持、赎回等形式进行资产转让，进 而阻止它们为短期持有资产而进行收购活动。,0,0
1,(单选题)基金的运营及销售出现国际化的趋势，开始于（ ）。 ,<p>A20世纪60年代 </p><p>B20世纪70年代 </p><p>C20世纪80年代 </p><p>D20世纪90年代</p>,4,C,从20世纪80年代开始，随着金融及投资市场出现国际一体化的大发展，基金的运营及销售出现国际化 的趋势。,0,0
1,(单选题)下列关于我国QDII基金的发展历程说法错误的是（）。 ,<p>A2006年9月6日，中国第一只试点债券型QDII基金-华安国际配置基金发行；初始额度为5亿美元 </p><p>B2007年9-10月，首批股票型QDII基金发行 </p><p>C2007年6月18日，中国证监会发布了《合格境内机沟投资者境外证券投资管理试行办法》 </p><p>D2006年9月6日，国家外汇管理局发出了《关于基金管理公司境外证券投资外汇管理有关问题的通知》</p>,4,A,2006年11月2日，中国第一只试点型QDII基金华安国际配置基金发行，初始额度为5亿美元,0,0
1,"(单选题)( ) 年9月,中国金融期货交易所正式成立。 ",<p>A2003</p><p>B2004</p><p>C2005</p><p>D2006</p>,4,D,2006年9月，中国金融期货交易所正式成立。,0,0
1,(单选题)我国可转换债券期限最短为（ ）年，最长为（ ）年，自发行结束后（ ）个月才能转换成公司股票。 ,<p>A3 5 5</p><p>B2 6 6</p><p>C1 6 6</p><p>D1 5 6</p>,4,C,我国可转换债券期限最短为1年，最长为6年，自发行结束后6个月才能转换成公司股票。,0,0
1,"(单选题)A证券的预期收益率为10%，B证券的预期收益率为20%,A证券和B 证券占投资组合的比重分别为40%和 60%，该投资组合的期望收益率为（ ）。 ",<p>A0.16</p><p>B0.3</p><p>C0.15</p><p>D0.25</p>,4,A,该投资组合的期望收益率＝0.410%＋0.620%＝16%,0,0
1,"(单选题)李先生将其资金分别投向A、B、C三只股票，其占总资金的百分比分别为40%、40%、20%；股票A的期 望收益率为rA=14%,股票B的期望收益率为rB=20%；股票C的期望收益率为rC=8%；则该股票组合期望收 益率为（）",<p>A0.15</p><p>B0.152</p><p>C0.153</p><p>D0.154</p>,4,B,投资者持有的股票组合期望益率r=0.4rA+0.4rB+0.2rC=15.2%,0,0
1,(单选题)私募基金的投资产品面向不超过（）人的特定投资者发行 ,<p>A100</p><p>B200</p><p>C150</p><p>D300</p>,4,B,私募基金的投资产品面向不超过200人的特定投资者发行。,0,0
1,(单选题)下列选项中说法错误的是（）。 ,<p>A利息率简称利率，是资金的增值同投入资金的价值之比，是衡量资金增值的基本单位 </p><p>B按债权人取得报酬的情况，可以将利率分成为实际利率和名义利率 </p><p>C实际利率是指在物价不交且购买力不变的清况下的利率，或者是指当物价有变化，扣除通货膨胀补偿 以后的利息率 </p><p>D通常所说的年利率都是指实际利率</p>,4,D,通常所说的年利率都是指名义利率。,0,0
1,(单选题)( ) 是20世纪90年代以来发展最为迅速的一类金融衍生工具。,<p>A利率衍生工具 </p><p>B信用衍生工具 </p><p>C商品衍生工具 </p><p>D股权类产品的衍生工具</p>,4,B,信用衍生工具是20世纪90年代以来发展最为迅速的一类金融衍生工具，主要包括信用互换合约、信用 联结票据等。,0,0
1,(单选题)以下不属于债券基金主要的投资风险是（）。 ,<p>A利率风险 </p><p>B信用风险 </p><p>C提前赎回风险 </p><p>D汇率风险</p>,4,D,债券基金主要的投资风险包括利率风险、信用风险以及提前赎回风险。汇率风险不是债券基金的主要 投资风险。故选D。,0,0
1,(单选题)下列不属于债券基金投资风险的是（）。 ,<p>A利率风险 </p><p>B提前赎回风险 </p><p>C信用风险 </p><p>D汇率风险</p>,4,D,债券基金主要的投资风险包括利率风险、信用风险以及提前赎回风险。,0,0
1,(单选题)当投资境外的市场时，基金面临最大的风险是（ ）。 ,<p>A利率风险 </p><p>B购买力风险 </p><p>C信用风险 </p><p>D汇率风险</p>,4,D,当投资境外的市场时，基金面临最大的风险是汇率风险。,0,0
