1,(单选题)LOF与ETF的区别不包括（）。,<p>AETF一级市场申购、赎回交易通常只有大资金才能参与；而普通投资者就可以投资LOF</p><p>BLOF的投资策略可以是主动型，也可以是指数型，而ETF通常是主动式投资管理</p><p>CLOF可以在代销网点或交易所申购、赎回，而ETF通过交易所申购、赎回</p><p>DLOF申购、购回是基金份额与现金的对价，ETF与投资者交换的是基金份额与一揽子股票</p>,4,B,ETF通常采用完全被动式管理方法。,0,0
1,(单选题)我国开放式基金的登记体系的模式不包括(）。,<p>A基金管理人自建登记系统的内置模式</p><p>B委托中国结算公司作为登记机构的外置模式</p><p>C基金管理人自建登记系统的混合模式</p><p>DA、B选项两种情况兼有的混合模式</p>,4,C,开放式基金登记体系的三种模式。,0,0
1,(单选题)保本基金从本质上讲是一种（）。,<p>A股票基金</p><p>B债券基金</p><p>C混合基金</p><p>D平衡基金</p>,4,C,保本基金从本质上讲是一种混合基金。,0,0
1,(单选题)基金管理人合规管理的最终责任由（）承担。,<p>A管理层</p><p>B董事会</p><p>C股东会</p><p>D监事会</p>,4,B,董事会对公司的合规管理承担载责任，履行以下合规职责：（1）审议批准合规政策，监督合规政策的实施，并对实施情况进行年度评估。（2）审议批准公司年度合规报告，对年度合规报告中反映出的问题，采取措施解决。（3）根据总经理提名决定合规负责人的聘任、解聘及薪酬事项。（4）决定公司合规管理部门的设置及其职能。（5）保证合规负责人独立与董事会、董事会相关委员会、如审计委员会或者其他专业委员会构通。（6）公司章程规定的其他合规责任。此外，中国证监会对基金管理公司的监管要求、整改通知及处罚措施等应当列入董事会的通报事项。经理层制定的整改方案以及公司合规运作情况的汇报应当列入董事会的审议范围。,0,0
1,(单选题)基金销售机构对于通过证券从业人员资格考试的基金销售人员，不雇于统一办理的是（）。,<p>A执业注册</p><p>B后续培训</p><p>C执业月检</p><p>D执业年检</p>,4,C,基金销售机构对于通过证券从业人员资格考试的基金销售人员，统一办理执业注册、后续培训和职业年检。,0,0
1,(单选题)一般而言，（）的风险与收益较为适中。,<p>A偏股型基金</p><p>B偏债型基金</p><p>C灵活配置型基金</p><p>D股债平衡型基金</p>,4,D,股债平衡型基金的风险与收益较为适中。,0,0
1,(单选题)我国基金信息披露的部门规章主要是2004年7月1日起实施的（）。,<p>A《证券投资基金法》</p><p>B《证券投资基金信息披露管理办法》</p><p>C《证券投资基金暂行管理办法》</p><p>D《基金信息披露编报规则》</p>,4,B,我国基金信息披露的部门规章主要是2004年7月1日起实施的《证券投资基金信息披露管理办法》。,0,0
1,(单选题)证券投资基金的特点不包括（）。,<p>A集合理财、专业管理</p><p>B组合筹资、分散风险</p><p>C利益共享、风险共担</p><p>D严格监管、信息透明</p>,4,B,证券投资基金的特点：（1）集合理财、专业管理；（2）组合投资、分散风险；（3）利益共享、风险共担；（4）严格监管、信息透明；（5）独立托管、保障安全。,0,0
1,(单选题)按照规定开设基金财产的资金账户和证券账户是（）的职责。,<p>A基金发行协调人</p><p>B基金管理人</p><p>C基金托管人</p><p>D基金发起人</p>,4,C,按照规定开设基金财产的资金账户和证券账户是基金托管人的职责。,0,0
1,(单选题)存在特殊情况时，监事会有权代表公司的权利。以下选项不雇于特殊情况的是（）。,"<p>A当公司与董事间发生诉讼时，除法律另有规定外，由监事会代表公司作为诉讼一方处理有关法律事宜</p><p>B当董事自己或他人与本公司有交涉时,由监事会代表公司与董事进行交涉</p><p>C当监事调查公司业务及财务状况，审核账册报表时,有权代表公司委托律师、会计师或其他第三方人员协助调</p><p>D当董事长对本公司有交涉时，由监事会代表公司与董事长进行交涉</p>",4,D,"在以下特殊情况下,监事会有代表公司的权利：(1)当公司与董事间发生诉讼时，除法律另有规走外，由监事会代表公司作为诉讼一方处理有关法律事宣。（2）当董事自己或他人与本公司有交涉时，由监事会代公司与董事进行交涉。（3）当监事调查公司业务及财务状况，审核账册报表时，有权代表公司委托律师、会计师或其他第三方人员协助调查。",0,0
1,(单选题)在半年度和年度报告的重大事件揭示中，应披露报告期内偏离度绝对值达到或超过（）的信息。,<p>A0.005</p><p>B0.008</p><p>C0.003</p><p>D0.001</p>,4,A,"在半年度和年度报告的重大事件示中,应披露报告期内偏离度绝对值达到或超过0.50%的信息。",0,0
1,"(单选题)根据《证券投资基金法》的要求,国务院证券监督管理机构应当自受理基金募集申请之日起（）个月内作出是否核准的决定。",<p>A1</p><p>B3</p><p>C6</p><p>D9</p>,4,C,根据《证券投资基金法》的要求，国务院证券监督管理机构应当自受理基金募集申请之日起6个月内作出是否核准的决定。,0,0
1,(单选题)（）是指基金从业人员应当以对待自己事情一样的谨慎和注意来对待所在机构的工作，尽职尽责。,<p>A忠诚</p><p>B尽责</p><p>C诚实</p><p>D守信</p>,4,B,尽责是指基金从业人员应当以对待自己事情一样的谨慎和注意来对待所在机构的工作，尽职尽责。,0,0
1,(单选题)LOF基金份额申购单位为（）。,<p>A1元人民币</p><p>B10元人民币</p><p>C1份基金份额</p><p>D10份基金份额</p>,4,A,LOF基金份额申购单位为1元人民币。,0,0
1,(单选题)基金客户服务的内容不包括（)。,<p>A售前服务</p><p>B售后服务</p><p>C自助式服务</p><p>D售中服务</p>,4,C,基金客户服务内容可以分为售前服务、售中服务和售后服务三个部分，三者互为补充，缺一不可。,0,0
1,(单选题)基金管理人的合规政策应明确所有员工和业务条线需要遵守的基本原则，以及别管理合规风险的主要程序，内容不包括（）,<p>A合规管理部门的功能和职责</p><p>B合规管理部门的权限</p><p>C合规负责人的合规管理职责</p><p>D合规管理部门的薪资待遇</p>,4,D,基金管理人的合规政策应明确所有员工和业务条线需要遵守的基本则，以及识别只引和管理合规风险的主要程序，并对合规管理职能的有关事项做出规定，至少应包括；（1）合规管理部门的功能和职责。（2）合规管理部门的权限，包括享有与基金管理人任何员工进行沟通并获取履行职责所需的任何记录或档案材料的权利等。（3）合规负责人的合规管理职责。（4）保证合规负责人和合规管理部门独立性的各项措施，包括确保合规负责人和合规管理人员的合规管理职责与其承担的任何其他职责之间不产生利益冲突等。（5）合规管理部门与其,0,0
1,(单选题)不属于封闭式基金合同内容的是（）。,<p>A基金份总额</p><p>B基金合同期限</p><p>C最低募集份额总额</p><p>D募集基金的目的和基金名称</p>,4,C,基金合同的主要披露事项。封闭式基金的基金份额总额和基金合同期限，或者开放式基金的最低募集份额总额。,0,0
1,(单选题)（）年3月，基金金泰、基金开元封闭式证券投资基金设立，由此拉开了中国证券投资基金试点的序幕。,<p>A1993</p><p>B1997</p><p>C1998</p><p>D2000</p>,4,C,1998年3月27日，基金金泰、基金开元封闭式证券投资基金设立，由此拉开了中国证券投资基金试点的于序幕。,0,0
1,(单选题)为了保障广大投资者的利益，防止基金资产被挤占挪用等，证券投资基金的资产一般都要由（）来保管。,<p>A基金发行人</p><p>B基金管理人</p><p>C基金持有人</p><p>D基金托管人</p>,4,D,为了保证基金资产的安全，《证券投资基金法》规定，基金资产必须由独立于基金管理人的基金托管人保管。,0,0
1,(单选题)目前，国内的销售机构可分为（)。,<p>A直销机构和代销机构</p><p>B直销机构和包销机构</p><p>C代销机构和包销机构</p><p>D营销机构和代销机构</p>,4,A,目前，国内的销售机构可分为直销机构和代销机构。,0,0
1,(单选题)公司型基金公司设有（），代表投资者的利益行使职权。,<p>A股东大会</p><p>B董事会</p><p>C基金份额持有人大会</p><p>D理事会</p>,4,B,公司型基金公司设有董事会，代表投资者的利益行使职权。,0,0
1,(单选题)ETF基金管理人（）会根据基金资产净值、投资组合以及标的指数的成分股股票情况，公布证券申购与赎回清单。,<p>A每日开市前</p><p>B每日开市后</p><p>C每日闭市前</p><p>D每日闭市后</p>,4,A,ETF基金管理人每日开市前会根据基金资产净值、投资组合以及标的指数的成分股股票情况，公布证券申购与赎回清单。,0,0
1,(单选题)内部控制的（）是指内部控制必须讲究效率和效果，所有的控制制度必须得到贯彻执行。,<p>A有效性</p><p>B成本效益</p><p>C健全性</p><p>D收益性</p>,4,A,内部控制的有效性是指内部控制必须讲究效率和效果，所有的控制制度必须得到贯彻执行。,0,0
1,(单选题)下列关于封闭式基金份额上市交易应符合的条件，说法错误的是（）。,<p>A基金的募集符合《证券投资基金法》规定</p><p>B基金合同期限为3年以上</p><p>C基金募集金额不低于2亿元人民币</p><p>D基金份额持有人不少于1000人</p>,4,B,基金合同期限为5年以上。,0,0
1,(单选题)（）是指根据市场调查、专业咨询等途径提供的各个细分市场的特征要素，能够测算出细分市场的客户数量，销售规模、购买潜力等量化指标。,<p>A可测原则</p><p>B易测原则</p><p>C识别原则</p><p>D利润原则</p>,4,A,考查可测原则的定义。,0,0
1,(单选题)基金公司各机构、部门、岗位职责保持相对独立、基金资产、自有资产、其他资产的运作应当分离，这体现的是基金管理公司内部控制的（）原则。,<p>A健全性</p><p>B有效性</p><p>C独立性</p><p>D相互制约</p>,4,C,体现的是基金管理公司内部控制的独立性原则。,0,0
1,(单选题)下列不属于我国基金交易费的是（）。,<p>A印花税</p><p>B增值税</p><p>C过户费</p><p>D经手费、证管费</p>,4,B,基金交易费指基金在进行证券买卖交易时所发生的相关交易费用。目前，我国证券投资基金的交易费用主要包括印花税、交易佣金、过户费、经手费、证管费。,0,0
1,"(单选题)在基金整个运作过程中,起核心作用的是（）。",<p>A基金管理人</p><p>B基金托管人</p><p>C基金份额持有人</p><p>D监管机构</p>,4,A,基金管理人在基金运作中具有核心作用。,0,0
1,(单选题)基金公司、部门及员工可以参与的市场行为是（）。,<p>A通过单独或合谋包括集中资金优势、持股优势或者利用信息优势联合或者连续买卖；操纵证券市场价格</p><p>B与他人串通，以事先约定的时间、价格和方式相互进行证券交易或者相互买卖并不持有的证券，影响证券交易价格或者证券成交量</p><p>C按照相关规定，正常交易</p><p>D以自己为交易对象，进行不转移所有权的自买自卖，影响证券交易价格或者证券成交量</p>,4,C,"基金公司、部门及员工不得参与以下市场行为：（1）通过单独或合谋包括集中资金优势、持股优势或者利用信息优势联合或者连续买卖，操纵证券市场价格。（2）与他人串通，以事先约走的时间、价格和方式相互进行证券交易或者相互买卖并不持有的证券影响证券交易价格或者证券成交量。（3）以自己为交易对象，进行不转移所有权的自买自卖,影响证券交易价格或者证券成交量。⑷为获取利益或减少损失为目的，利用资金、信息等优势或滥用职权操纵市场，影响证券市场价格，制造证券市场假象，诱导或者致使投资者在不了解事实真相的情况下做出投资决定，扰乱证券市场秩序。",0,0
1,(单选题)基金管理人在基金信息披露方面的作用不包括（）。,<p>A向中国证监会提交基金合同草案、托管协议草案、招募说明书草案等募集申材料</p><p>B在合同生效的次日，在指定的报刊和管理人的网站上刊登基金合同生效公告</p><p>C至少每周一次公告封闭式基金的资产净值和份额净值</p><p>D在每年结束后60日内，在指定的报刊上披露年度报告摘要，在管理人网站上披露年度报告全文</p>,4,D,在每年结束后90日内，在指定的报刊上披露年度报告摘要，在管理人网站上披露年度报告全文。,0,0
1,(单选题)基金市场的参与主体不包括（）。,<p>A基金当事人</p><p>B基金市场服务机构</p><p>C基金监管机构</p><p>D国定收益基金</p>,4,D,基金市场的参与主体包括基金当事人、基金市场服务机构、监管和自律机构三大类。,0,0
1,(单选题)某商业银行拟申请基金托管人资格，其应具备条件（）。,<p>A基金管理人出具委托其托管的委托涵</p><p>B基金托管人出具委托其托管的委托涵</p><p>C具备安全保管基金全部资产的条件</p><p>D该商业银行向监管机构出具有托管能力的保证函</p>,4,C,申请取得基金托管资格，应当具备下列条件，并经中国证监会中国银监会核准:1.净资产和资本充足率符合有关规定；2.设有专门的基金托管部门.3.取得基金从业资格的专职人员达到法走人数；4今有安全保管基金财产的条件；5有安全高效的清算、交割系统；6.有符合要求的营业场所、安全防范设施和与基金托管业务有关的其他设施7.有完善的内部稽核监控制度和风险控制制度：8.法律、行政法规规定的和经国务院批准的中国证监会、中国银监会规定的其他条件。,0,0
