1,(单选题)国家开发银行的成立时间是()。,<p>A1994年3月</p><p>B1994年4月</p><p>C1994年11月</p><p>D1994年12月 </p>,4,A,国家开发银行成立于1994年3月，中国进出口银行成立于1994年4月，中国农业发展银行成立于1994年11月。,0,0
1,(单选题)根据《民法通则》的规定，下列关于民事法律行为的表述错误的是()。,<p>A无效的民事行为，从行为开始时就没有法律约束力</p><p>B被撤销的民事行为，从行为开始起无效</p><p>C民事行为部分无效，不影响其他部分效力的，其他部分仍然有效</p><p>D显失公平的民事行为无效</p>,4,D,《民法通则》规定，下列民事行为，一方有权请求人民法院或者仲裁机关予以变更或者撤销：(1)行为人对行为内容有重大误解的；(2)显失公平的。被撤销的民事行为从行为开始起无效。显失公平的民事行为是可撤销的民事行为。可撤销与无效不是同一概念。,0,0
1,(单选题)刘先生在2013年5月16日存入1笔20000元的1年期整存整取定期存款，假设1年期定期存款年利率1.98%，活期存款年利率0.72%。存满1个月时，他取出10000元。按照积数计息法，刘先生支取的10000元的利息是()。（征收5%利息税后）,<p>A6.20元</p><p>B5.89元</p><p>C4.12元</p><p>D4.96元</p>,4,B,刘先生支取的10000元属于提前支取，定期存款提前支取部分按支取日挂牌公告的活期存款利率计付利息。若按照积数计息法，则计息天数为31天。则其应得到的利息为：10000*0.72%*(1-5%)*31/360=5.89（元）。,0,0
1,(单选题)开证银行授权代付行向受益人预付信用证金额的全部或一部分，由开证行保证偿还并负担利息的信用证为()。,<p>A循环信用证</p><p>B背对背信用证</p><p>C对开信用证</p><p>D预支信用证</p>,4,D,预支信用证指开证行授权代付行向受益人预付信用证金额的全部或一部分，由开证行保证偿还并负担利息，即开证行付款在前，受益人交单在后，与远期信用证相反。,0,0
1,(单选题)根据《金融租赁公司管理办法》的规定，金融租赁公司以经营()业务为主。,<p>A经营性租赁</p><p>B转租赁</p><p>C直接租赁</p><p>D融资租赁</p>,4,D,金融租赁公司是指经银监会批准，以经营融资租赁业务为主的非银行金融机构。融资租赁是指出租人根据承租人对租赁物和供货人的选择或认可，将其从供货人处获得的租赁物，按合同约定出租给承租人使用，向承租人收取租金的交易活动。,0,0
1,(单选题)关于中央银行定向票据，下列说法不正确的是()。,<p>A中央银行定向票据是中国人民银行向特定的银行发售的央行票据，该银行必须认购</p><p>B中央银行定向票据是中国人民银行的一种市场化的货币政策工具</p><p>C发行中央银行定向票据可使中央银行有针对性地回笼银行资金</p><p>D中央银行定向票据被用以控制某些银行贷款扩张的规模</p>,4,B,中央银行定向票据是中国人民银行的一种货币政策工具，是中央银行有针对性地回笼资金，用以控制某些银行贷款扩张规模，这种货币政策工具是相对非市场化的。因此，B选项错误。,0,0
1,(单选题)银行应遵守法律法规的要求及与客户的约定，履行必要的保密义务，妥善保管和利用在业务开展过程中从客户那里获得的信息。这是指()。,<p>A审慎尽责</p><p>B充分信息披露</p><p>C客户资产隔离</p><p>D客户教育</p>,4,A,在开展创新业务时，银行必须遵循符合客户利益和审慎尽责的基本原则，为客户提供专业、客观和公平的意见，按相应的法律要求，特别重视并忠实履行对客户的义务和责任，真正将客户的利益放在首位，始终从客户的角度来思考问题。同时，银行应遵守法律法规的要求及与客户的约定，履行必要的保密义务，妥善保管和利用在业务开展过程中从客户那里获得的信息。,0,0
1,(单选题)以下说法错误的是()。,<p>A一般存款账户可以办理现金缴存，但不得办理现金支取</p><p>B专用存款账户是指存款人对其特定用途的资金进行专项管理和使用而开立的银行结算账户</p><p>C同一存款客户只能在商业银行开立一个基本存款账户</p><p>D临时存款账户的有效期最长不得超过1年</p>,4,D,临时存款账户的有效期最长不得超过2年。,0,0
1,(单选题)()是指在采取所有可能的措施或一切必要的法律程序之后，本息仍然无法收回，或只能收回极少部分的贷款。,<p>A关注类贷款</p><p>B次级类贷款</p><p>C可疑类贷款</p><p>D损失类贷款</p>,4,D,损失类贷款是指在采取所有可能的措施或一切必要的法律程序之后，本息仍然无法收回，或只能收回极少部分的贷款。,0,0
1,(单选题)支票是出票人签发的，委托办理支票存款业务的银行在见票时无条件支付确定的金额给收款人或持票人的票据。不可以用来支取现金的支票是()。,<p>A现金支票</p><p>B转账支票</p><p>C普通支票</p><p>D旅行支票</p>,4,B,转账支票只能用于转账，不能支取现金。,0,0
1,(单选题)()是指以短期金融工具为媒介进行的、期限在1年以内（含1年）的短期资金融通市场。,<p>A短期市场</p><p>B融资市场</p><p>C货币市场</p><p>D资本市场</p>,4,C,货币市场是指以短期金融工具为媒介进行的、期限在1年以内（含1年）的短期资金融通市场。,0,0
1,(单选题)下列属于法律法规中程序性的规定范畴的是()。,<p>A不得进行洗钱活动</p><p>B法律、法规要求所有经营性、生产性企业依法照章纳税</p><p>C商业银行开办代客境外理财业务必须向中国银行业监督管理委员会申请代客理财业务资格</p><p>D法律、法规要求所有经营性、生产性企业要遵守会计原则</p>,4,C,禁止性规定是法律对于不可从事行为的明确规定；义务性规定是法律关于要求行为人履行行为的规定；程序性规定是指法律法规中有关从事某种活动必须按照一定程序履行审批或备案的规定。A选项属于禁止性规定；B、D两项属于义务性规定。,0,0
1,(单选题)根据《合同法》的规定，下列关于合同的规定表述不正确的是()。,<p>A合同当事人的法律地位平等</p><p>B当事人依法享有自愿订立合同的权利</p><p>C当事人应当遵循公平原则确定各方的权利和义务</p><p>D当事人不能委托代理人订立合同</p>,4,D,当事人可以委托代理人订立合同，D选项错误。【专家点拨】根据合同法规定的合同的定义：合同是平等主体的自然人、法人、其他组织之间设立、变更、终止民事权利义务关系的协议。合同当事人是平等主体，他们的法律地位应该是平等的。同时，合同成立要求当事人意思表达真实，若是受到欺骗、胁迫、显失公平等情形合同无效，故保证了当事人依法享有自愿订立合同的权利，也保证了当事人要遵循公平原则确定双方权利义务。,0,0
1,(单选题)银行业金融机构按照规定如实向社会公众披露的信息不包括()。,<p>A风险管理状况</p><p>B企业文化活动</p><p>C财务会计报告</p><p>D董事和高级管理人员变更</p>,4,B,银行业监督管理机构应当责令银行业金融机构按照规定，如实向社会公众披露财务会计报告、风险管理状况、董事和高级管理人员变更以及其他重大事项等信息。,0,0
1,(单选题)下列关于商业贷款业务的表述，正确的是()。,<p>A只能采用担保的方式发放贷款</p><p>B不得向事业单位发放贷款</p><p>C向关系人发放担保贷款的条件可以优于其他借款人同类贷款的条件</p><p>D应当对借款人的借款用途进行严格审查</p>,4,D,暂无解析,0,0
1,(单选题)个人外汇买卖业务多本着钞变钞、汇变汇的原则。下列说法正确的是()。,<p>A现钞可以随意兑换成现汇</p><p>B现钞不能随意兑换成现汇，需要支付一定的钞变汇手续费</p><p>C现汇买入价与现钞买人价总是相同的</p><p>D现汇卖出价与现钞卖出价总是不同的</p>,4,B,通过个人外汇买卖业务，通过现钞现汇的买卖，以汇率变化为杠杆来赚取差价，进行投资，这是银行为大家提供的一项有偿服务。而且题干已经告诉我们，银行开展个人理财业务鼓励的是钞变钞、汇变汇的原则进行交易，故在现钞和现汇（即钞变汇）的兑换过程中，银行会收取手续费。A选项错误。相应的，B选项就是正确的。,0,0
1,(单选题)()是指无权代理人的代理行为客观上存在使相对人相信其有代理权的情况，且相对入主观上为善意，因而可以向被代理入主张代理的效力。,<p>A委托代理</p><p>B指定代理</p><p>C无权代理</p><p>D表见代理</p>,4,D,表见代理是指无权代理人的代理行为客观上存在使相对人相信其有代理权的情况且相对人主观上为善意，因而可以向被代理人主张代理的效力。,0,0
1,(单选题)下列解散情形出现时，公司不必进行清算、清理债权债务的是()。,<p>A公司章程规定的营业期限届满或者公司章程规定的其他解散事由出现</p><p>B股东会或股东大会决议解散</p><p>C因公司合并需要解散</p><p>D公司违反法律法规被依法吊销营业执照</p>,4,C,因公司合并、分立需要解散的，免于清算。,0,0
1,(单选题)洗钱最容易被侦察到的阶段是()。,<p>A培植阶段</p><p>B处置阶段</p><p>C融合阶段</p><p>D清洗阶段</p>,4,B,洗钱的过程通常被分为三个阶段，即处置阶段、培植阶段、融合阶段。处置阶段：指将犯罪收益投入到清洗系统的过程，是最容易被侦查到的阶段。培植阶段：即通过复杂的多种、多层的金融交易，将非法收益与其来源分开，并进行最大限度的分散，以掩饰线索和隐藏身份。融合阶段：被形象地描述为“甩干”，即使非法变为合法，为犯罪得来的财务提供表面的合法掩藏，在犯罪收益披上了合法外衣后，犯罪收益人就能够自由地享用这些肮脏的收益，将清洗后的钱集中起来使用。,0,0
1,(单选题)债权人行使撤销权的必要费用，由()承担。,<p>A债权人</p><p>B债务人</p><p>C担保人</p><p>D人民法院</p>,4,B,此题首先可以排除的是C和D选项，他们并没有参与到整个过程。债权人行使撤销权是在债务人对其利益造成损害的情况下进行的，根据公平原则，所以必然由债务人承担费用。撤销权是指在债务人放弃其到期债权或者转让财产，对债权人造成损害的；或债务人以明显不合理的低价转让财产，对债权人造成损害，并且受让人知道该情形的，债权人可以申请法院撤销债务人行为的权利。撤销权的行使范围以债权人的债权为限，其费用由债务人承担。行使时效：自债权人知道或应该知道撤销事由之日起1年内行使。自债务人的行为发生之日起5年内没有行使撤销权的，该撤销权消灭。,0,0
1,(单选题)关于合同生效要件的说法不正确的是()。,<p>A至少有一方当事人具有相应的民事行为能力</p><p>B当事人意思表示真实</p><p>C合同标的合法，即当事人签订的合同不违反法律和社会公共利益</p><p>D合同标的须确定和可能</p>,4,A,合同生效是指依法有效的合同在当事人之间开始发生了法律约束力。当事人指的是当事人双方，只有一方具备相应民事行为能力是不行的。【专家点拨】合同生效具有几大要件：(1)当事人必须具有相应的民事行为能力；(2)当事人意思表示真实；(3)合同标的合法，即当事人签订的合同不违反法律和社会公共利益；(4)合同标的须确定和可能。当事人指的是当事人双方，只有一方具备相应民事行为能力是不行的。,0,0
1,(单选题)根据《金融机构大额交易和可以交易报告管理办法》的规定，下列属于大额交易的是()。,<p>A某日小李给小张通过银行转账40万元</p><p>B某日A公司通过银行转账支付给B供应商220万元的贷款</p><p>C某日小王通过银行柜台取款人民币15万元</p><p>D某日小刘通过银行柜台给小周汇款美金8000元</p>,4,B,单位银行账户之间单笔或者当日累计人民币200万元以上或者外币等值20万美元以上的转账属于大额交易。,0,0
1,(单选题)外部欺诈属于银行风险中的()。,<p>A信用风险</p><p>B市场风险</p><p>C操作风险</p><p>D合规风险</p>,4,C,操作风险可以分为由人员、系统、流程和外部事件所引发的四类风险，并由此分为七种表现形式：内部欺诈，外部欺诈，聘用员工做法和工作场所安全性有问题，客户、产品及业务做法有问题，实物资产损坏，业务中断和系统失灵，执行、交割及流程管理不完善。,0,0
1,(单选题)下列有关公司治理主体的说法不正确的是()。,<p>A为保证董事会的独立性，董事会中应有一定数目的非执行董事</p><p>B注册资本在10亿元人民币以上的商业银行，独立董事的人数不得少于5人</p><p>C商业银行的高级管理层由行长、副行长、财务负责人等组成，对董事会负责，负责具体执行董事会的决策</p><p>D监事会由职工代表出任的监事、股东大会选举的外部监事和其他监事组成，其中外部监事的人数不得少于2名</p>,4,B,注册资本在10亿元人民币以上的商业银行，独立董事的人数不得少于3人。,0,0
1,(单选题)汇率贴水的含义是指()。,<p>A官方汇率比市场汇率贵</p><p>B远期汇率比即期汇率贵</p><p>C官方汇率比市场汇率便宜</p><p>D远期汇率比即期汇率便宜</p>,4,D,远期汇率比即期汇率便宜即为汇率贴水。,0,0
1,(单选题)以下说法不正确的是()。,<p>A重估储备是指商业银行经国家有关部门批准，对固定资产进行重估时，固定资产公允价值与账面价值之间的正差额部分</p><p>B一般准备是指根据全部贷款余额一定比例计提的，用于弥补尚未识别的可能性损失的准备</p><p>C混合资本债券是指商业银行发行的带有一定股本性质，又带有一定债务性质的资本工具</p><p>D重估储备可以列入附属资本，但是计入附属资本的部分不超过重估储备的60%</p>,4,D,重估储备计入附属资本的部分不超过重估储备的70%。,0,0
2,(多选题)制定和执行货币政策的目标有()。,<p>A促进经济的增长</p><p>B保持货币币值的稳定</p><p>C加大监管部门的监管力度</p><p>D加快金融市场的发展</p><p>E防范和化解金融风险</p>,5,AB,中国人民银行的职能：中国人民银行在国务院领导下，制定和执行货币政策，防范和化解金融风险，维护金融稳定。其中，制定和执行货币政策的目的是保持货币币值的稳定，并以此促进经济增长。,0,0
2,(多选题)下列属于中国银监会的具体监管目标的有()。,<p>A努力减少银行业金融犯罪，维护金融稳定</p><p>B通过审慎有效的监管，维护公众对银行业的信心</p><p>C通过审慎有效的监管，保护广大存款者和消费者的利益</p><p>D通过审慎有效的监管，保护存款人和其他客户的合法权益</p><p>E通过宣传教育和信息披露，增进公众对现代金融产品、服务的了解和相应风险的识别</p>,5,ABDE,中国银监会的具体监管目标：(1)通过审慎有效的监管，保护存款人和其他客户的合法权益；(2)通过审慎有效的监管，维护公众对银行业的信心；(3)通过宣传教育和信息披露，增进公众对现代金融产品、服务的了解和相应风险的识别；(4)努力减少银行业金融犯罪，维护金融稳定。,0,0
2,(多选题)商业银行的信用卡收单业务主要包括()。,<p>A审批授信</p><p>B资金垫付</p><p>C商户资质审核</p><p>D交易授权</p><p>E获取交易授权</p>,5,BCE,信用卡收单业务包括商户资质审核、商户培训、受理终端安装维护管理、获取交易授权、处理交易信息、交易监测、资金垫付、资金结算、争议处理和增值服务等业务环节。A、D选项为商业银行信用卡的发卡业务内容。,0,0
2,(多选题)《第三版巴塞尔协议》的监管内容有()。,<p>A建立国际统一的流动性监管框架</p><p>B加强市场约束和公司治理</p><p>C总资本充足率为8%</p><p>D缓解银行体系顺周期性</p><p>E普通股一级资本充足率为4%</p>,5,ABCD,《第三版巴塞尔协议》进一步提高了监管资本的最低要求，普通股一级资本充足率由原来的2%提高至4.5%，一级资本充足率由4%提高至60%，总资本充足率维持8%不变。,0,0
2,(多选题)下列属于商业银行监管资本中的核心一级资本的有()。,<p>A盈余公积</p><p>B未分配利润</p><p>C贷款损失准备缺口</p><p>D一般风险准备</p><p>E资产证券化销售利得</p>,5,ABD,核心一级资本包括：实收资本或普通股、资本公积可计人部分、盈余公积、一般风险准备、未分配利润、少数股东资本可计入部分。贷款损失准备缺口和资产证券化销售利得属于资本扣减项。,0,0
2,(多选题)《商业银行资本管理办法（试行）》将商业银行资本充足率监管要求分为四个层次，主要有()。,<p>A第一层次为最低资本要求</p><p>B第二层次为核心资本要求</p><p>C第二层次为周期资本要求</p><p>D第三层次为系统重要性银行附加资本要求</p><p>E第四层次为根据单家银行风险状况提出的第三支柱资本要求</p>,5,AD,《商业银行资本管理办法（试行）》将商业银行资本充足率监管要求分为四个层次：第一层次为最低资本要求；第二层次为储备资本要求和逆周期资本要求；第三层次为系统重要性银行附加资本要求；第四层次为根据单家银行风险状况提出的第二支柱资本要求。,0,0
2,(多选题)操作风险的表现形式有()。,<p>A外部欺诈</p><p>B无形资产损失</p><p>C信息科技系统事件</p><p>D客户、产品及业务做法有问题</p><p>E就业制度和工作场所安全性有问题</p>,5,ACDE,操作风险的七种表现形式：(1)内部欺诈；(2)外部欺诈；(3)就业制度和工作场所安全性有问题；(4)客户、产品及业务做法有问题；(5)实物资产损坏；(6)信息科技系统事件；(7)执行、交割和流程管理事件。,0,0
2,(多选题)商业银行内部控制的构成要素有()。,<p>A内部控制技术</p><p>B监督评价与纠正</p><p>C风险识别与评估</p><p>D内部控制措施</p><p>E信息交流与反馈</p>,5,BCDE,商业银行的内部控制包括内部控制环境、风险识别与评估、内部控制措施、信息交流与反馈、监督评价与纠正五个方面。,0,0
2,(多选题)内部控制的重点内容包括()的内部控制。,<p>A会计</p><p>B审计</p><p>C授信</p><p>D资金业务</p><p>E计算机信息系统</p>,5,ACDE,根据银行业发展和风险防范面临的新形势，商业银行内部控制可细分为授信的内部控制、资金业务的内部控制、存款和柜台业务的内部控制、中间业务的内部控制、会计的内部控制、计算机信息系统的内部控制六个方面。,0,0
2,(多选题)破坏银行管理罪包括()。,<p>A高利转贷罪</p><p>B违规出具金融票证罪</p><p>C持有、使用假币罪</p><p>D签订、履行合同失职被骗罪</p><p>E对违法票据承兑、付款、保证罪</p>,5,ABE,破坏银行管理罪包括：(1)非法吸收公众存款罪；(2)高利转贷罪；(3)违法发放贷款罪；(4)吸收客户资金不入账罪；(5)伪造、变造金融票证罪；(6)违规出具金融票证罪；(7)对违法票据承兑、付款、保证罪；(8)骗取贷款、票据承兑、金融票证罪；(9)背信运用受托财产罪；(10)洗钱罪。持有、使用假币罪属于破坏金融管理秩序罪。签订、履行合同失职被骗罪属于银行业相关职务犯罪类型。,0,0
2,(多选题)先诉抗辩权不得行使的情况包括()。,<p>A债务人住所变更，致使债权人要求其履行债务发生重大困难</p><p>B人民法院受理债务人破产案件，中止执行程序</p><p>C保证人以书面形式放弃上述权利</p><p>D主债务人的财产能够清偿</p><p>E与主债务并无连带关系的保证债务</p>,5,ABC,A选项债务人住所变更，无法先就主债务人财产进行赔偿，故无法行使。B选项债务人已经破产，中止执行程序，同A选项一样，先诉抗辩权没有了实现的基础。C选项保证人书面放弃，该权利自然无法实现。而D、E选项是具备该条件的。所谓先诉抗辩权，又称为检索抗辩权，是指当债权人向保证人请求履行保证债务时，保证人基于先诉抗辩权，可以拒绝债权人的请求，而要求债权人先就主债务人的财产强制执行，只有在主债务人的财产被执行以后仍不够清偿债务时，保证人才应就剩余部分的债务负责。在保证人享有先诉抗辩权的情况下，保证人所承担的只是补充责任，在主债务人有资产清偿其全部债务时，甚至保证人将不负责任。因此先诉抗辩权的存在，大大地减轻了保证人的责任，从而对鼓励担保、保障债权发挥了重要作用。,0,0
2,(多选题)对于违法票据承兑、付款、保证罪的量刑表述，下列选项中正确的有()。,<p>A造成重大损失的，处5年以下有期徒刑或者拘役</p><p>B造成重大损失的，处2万元以上20万元以下罚金</p><p>C造成特别重大损失的，处5年以上有期徒刑</p><p>D造成特别重大损失的，处5万元以上50万元以下罚金</p><p>E单位犯本罪的，实行双罚制，即对单位判处罚金，并对其直接负责的主管人员和其他直接负责人员，按照上述规定处罚</p>,5,ACE,根据《刑法》第189条规定，犯本罪的，造成重大损失的，处5年以下有期徒刑或者拘役；造成特别重大损失的，处5年以上有期徒刑。单位犯前款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，按照前款规定处罚。,0,0
2,(多选题)根据《中华人民共和国银行业监督管理法》，下列金融机构接受银监会监督管理的有()。,<p>A保险公司</p><p>B金融资产管理公司</p><p>C农村信用合作社</p><p>D信托公司</p><p>E货币经纪公司</p>,5,BCDE,国务院决定设立中国银行业监督管理委员会，统一监管银行以及金融资产管理公司、信托投资公司等非银行业金融机构。,0,0
2,(多选题)银行同业拆借拆入的资金可以用于()。,<p>A临时性资金周转</p><p>B固定资产贷款或投资</p><p>C弥补票据清算资金</p><p>D联行汇差头寸不足</p><p>E购买有价证券</p>,5,ACD,银行同业拆人的资金只能用于弥补票据清算、联行汇差头寸不足和先支后收等临时性资金周转的需要。严禁用拆入资金发放固定资产贷款、搞固定资产投资、购买有价证券、经营或炒买炒卖房地产及向企业投资参股。,0,0
2,(多选题)银行工作人员配合监管机构的监管，应当()。,<p>A按照要求提供监管机构需要的数据</p><p>B向监管人员提供财物或免费出国旅游，以便建立并保持良好关系，使所在银行避免处罚</p><p>C建立重大事项报告制度</p><p>D配合非现场监管</p><p>E以上都对</p>,5,ACD,银行工作人员应积极配合监管机构的监管。其中包括接受监管、配合现场检查、配合非现场监管、禁止贿赂及不当便利。按照要求提供监管机构需要的数据并建立重大事项报告制度属于配合非现场监管。B选项向监管人员提供财物或免费出国旅游，以便建立并保持良好关系，使所在银行避免处罚的行为属于阻碍司法公正。禁止贿赂与不当便利原则要求银行从业人员在面对监管活动时不得向监管人员行贿或者介绍贿赂，不得以任何方式向监管人员提供或许诺提供任何不当利益、便利或优惠。,0,0
2,(多选题)下列关于商业银行金融创新客户利益保护的表述，正确的有()。,<p>A充分揭示与创新产品和服务有关的权力、义务和风险</p><p>B区分银行资产和客户资产</p><p>C妥善处理客户投诉</p><p>D准确、公平、没有误导地进行信息披露</p><p>E做好客户对于创新产品和服务的适合度评估，引导客户理性投资与消费</p>,5,ABCDE,在金融创新活动中，银行需要特别注意从审慎尽责、充分信息披露、引导理性消费、客户资产隔离、妥善处理利益冲突、客户教育六个方面来保护客户利益。,0,0
2,(多选题)银行业业人员应熟知向客户推荐的金融产品的相关内容，包括该产品的()。,<p>A法律关系</p><p>B风险</p><p>C业务处理流程</p><p>D特性</p><p>E收益</p>,5,ABCDE,银行从业人员应当加强学习，不断提高业务知识水平，熟知向客户推荐的金融产品的特性、收益、风险、法律关系、业务处理流程及风险控制框架。,0,0
2,(多选题)一家美国公司将在6个月后收到一笔欧元贷款，该公司可以采取的汇率风险防范措施有()。,<p>A做信用违约互换交易</p><p>B做远期外汇交易卖出欧元</p><p>C做即期外汇交易买进欧元</p><p>D买进欧元看跌期权</p><p>E做欧元期货空头套期保值</p>,5,BDE,暂无解析,0,0
2,(多选题)下列属于商业银行授信业务的有()。,<p>A发放贷款</p><p>B办理票据贴现</p><p>C吸收存款</p><p>D办理票据承兑</p><p>E办理国内外结算</p>,5,ABD,授信是指商业银行向非金融机构客户直接提供的资金，或者对客户在有关经济活动中可能产生的赔偿、支付责任做出的保证，包括贷款、贸易融资、票据融资、融资租赁、透支、各项垫款等表内业务，以及票据承兑、开出信用证、保函、备用信用证、信用证保兑、债券发行担保、借款担保、有追索权的资产销售、未使用的不可撤销的贷款承诺等表外业务。,0,0
2,(多选题)下列关于利率互换和货币互换异同的表述，正确的有()。,<p>A它们都是银行常用的金融衍生物，都属于互换</p><p>B利率互换不进行本金的交换，货币互换一般要进行本金的交换</p><p>C二者交易的主要目的都是为了对冲风险</p><p>D利率互换可以对冲利率风险，货币互换可以对冲汇率风险</p><p>E利率互换只涉及一种货币，而货币互换通常涉及两种货币</p>,5,ABCDE,利率互换是指交易双方以一定的名义本金为基础，将该本金产生的以一种利率计算的利息收入（支出）流与对方的以另一种利率计算的利息收入（支出）流相交换的只是不同特征的利息，没有实质本金的互换。货币互换（又称货币掉期）是指两笔金额相同、期限相同、计算利率方法相同，但货币不同的债务资金之间的调换，同时也进行不同利息额的货币调换。简单来说，利率互换是相同货币债务间的调换，而货币互换则是不同货币债务间的调换。货币互换双方互换的是货币，它们之间各自的债权债务关系并没有改变。初次互换的汇率以协定的即期汇率计算。货币互换的目的在于降低筹资成本及防止汇率变动风险造成的损失。货币互换的条件与利率互换一样，包括存在品质加码差异与相反的筹资意愿，此外，还包括对汇率风险的防范。,0,0
2,(多选题)根据我国《个人外汇管理办法》，下列关于外汇储蓄账户表述正确的有()。,<p>A不再区分现钞与现汇账户</p><p>B只能用于外汇存取</p><p>C商业银行经营成本上区分现钞与现汇</p><p>D现钞和现汇执行相同的汇率</p><p>E可以用于转账</p>,5,ABC,根据《个人外汇管理办法》的规定，个人外汇储蓄账户只能用于外汇存取，不能进行转账，个人外汇管理不再区分现钞和现汇账户，个人非经营性外汇统一通过外汇储蓄账户进行管理，但由于成本不同，现汇和现钞仍执行两种不同的汇率，进行独立核算；由于成本的不同，商业银行经营成本上仍然区分现钞和现汇。,0,0
2,(多选题)根据《担保法》的规定，可以质押的权利包括()。,<p>A汇票、本票、支票</p><p>B存款单、仓单、提单</p><p>C土地所有权</p><p>D依法可以转让的股份、股票</p><p>E可以转让的注册商标专用权、专利权</p>,5,ABDE,根据《担保法》的规定，质押分为动产质押和权利质押。权利质押中，债务人或者第三人有权处分的下列权利可以出质：(1)汇票、本票、支票；(2)债券、存款单；(3)仓单、提单；(4)可以转让的基金份额、股权；(5)可以转让的注册商标专用权、专利权、著作权等知识产权中的财产权；(6)应收账款；(7)法律、行政法规规定可以出质的其他财产权利。,0,0
2,(多选题)票据按照票据发票人或付款人的不同，可以分为()。,<p>A汇票</p><p>B本票</p><p>C支票</p><p>D商业票据</p><p>E银行票据</p>,5,DE,按照票据发票人或付款人的不同，票据可并为商业票据和银行票据：商业票据是因商品交易而发生的票据，包括商业汇票、商业本票等；银行票据是由银行签发并承担付款义务的票据，包括银行汇票、银行本票等。,0,0
2,(多选题)下列属于金融市场发展对商业银行的挑战的有()。,<p>A对银行资产和负债的价值影响会不断加大</p><p>B银行风险管理难度会加大</p><p>C会放大银行的风险事件</p><p>D会减少银行的资本来源以及优质客户的流失</p><p>E会造成银行体制结构的崩溃</p>,5,ABCD,金融市场的发展在很大程度上促进了商业银行的发展。但是，同时也带来了挑战：(1)随着银行参与金融市场程度的不断加深，金融市场波动对银行资产和负债的价值影响会不断加大，银行经营管理特别是风险管理难度也会加大。银行上市股价债券价格变动会导致经营者短时行为，不利于银行的长期发展。(2)金融市场会放大银行的风险事件，严重时可能会造成银行体制结构的崩溃。(3)随着资本市场发展，一方面大量储蓄者将资金投资于资本市场，会减少银行的资本来源；另一方面，大量的优质企业在资本市场募集资金，会减少在银行贷款，导致优质客户的流失。,0,0
2,(多选题)客户可以通过银行网点购买()。,<p>A凭证式国债</p><p>B储蓄国债（电子式）</p><p>C柜台记账式国债</p><p>D开放式基金</p><p>E财产保险</p>,5,ABCDE,银行的代理业务种类丰富。包括代收代付，代理银行，代理证券，代理保险，委托贷款和开放式基金等。基本上与我们生活相关的金融服务，都可以通过银行网点获得。银行设立了许多网点为客户提供服务，客户可以在这些营业网点购买银行产品或银行代理其他金融机构的金融产品。A、B、C、D、E五项都可以在网点购买。,0,0
2,(多选题)流动资金循环贷款的特点有()。,<p>A多次提取</p><p>B逐笔归还</p><p>C循环使用</p><p>D一次提取</p><p>E总量控制</p>,5,ABCE,流动资金循环贷款是指贷款人与借款人一次性签订借款合同，在合同规定的有效期内，允许借款人多次提取贷款、逐笔归还贷款、循环使用贷款。此种贷款实行总量控制、分次发放、逐笔归还、良性循环的管理原则。该项贷款业务申请人的还款能力及担保要求高于普通流动资金贷款。,0,0
2,(多选题)下列关于附条件的合同和附期限的合同的说法正确的有()。,<p>A附生效条件的合同，自条件成立时生效，当事人为自己的利益不正当地阻止条件成立的，视为条件已成立</p><p>B附解除条件的合同，自条件成立时失效，当事人为自己的利益不正当地促成条件成立的，视为条件不成立</p><p>C附生效期限的合同，自期限届至时生效</p><p>D附终止期限的合同，自期限届满时失效</p><p>E采用数据电文形式订立的合同，未附加指定特定系统接受数据的，该数据电文进入收件人的任何系统的首次时间，视为到达时间</p>,5,ABCDE,《合同法》第45条规定，附生效条件的合同，自条件成立时生效。附解除条件的合同，自条件成立时失效。当事人为自己的利益不正当地阻止条件成立的，视为条件已成立；不正当地促成条件成立的，视为条件不成立。故A、B选项正确。《合同法》第46条规定，附生效期限的合同，自期限届至时生效。附终止期限的合同，自期限届满时失效。《合同法》第16条规定，采用数据电文形式订立合同，收件人指定特定系统接收数据电文的，该数据电文进入该特定系统的时间，视为到达时间；未指定特定系统的，该数据电文进入收件人的任何系统的首次时间，视为到达时间。,0,0
2,(多选题)通常所说的M1不包括()。,<p>A在银行体系以外流通的现金</p><p>B农村存款</p><p>C企业单位定期存款</p><p>D证券公司保证金存款</p><p>E企业单位活期存款</p>,5,CD,M1=M0+企业单位活期存款+农村存款+机关团体部队存款+银行卡项下的个人人民币活期储蓄存款。,0,0
2,(多选题)下列属于操作风险产生原因的有()。,<p>A人员</p><p>B系统</p><p>C信息渠道</p><p>D流程</p><p>E外部事件</p>,5,ABDE,操作风险可以分为由人员、系统、流程和外部事件所引发的四类风险。,0,0
2,(多选题)下列属于衡量宏观经济发展总体目标的指标有()。,<p>A通货膨胀率</p><p>B国际收支</p><p>C经济周期</p><p>D失业率</p><p>E国内生产总值</p>,5,ABDE,衡量宏观经济发展的总体目标一般包括四个：即经济增长、充分就业、物价稳定和国际收支平衡。这四大目标分别通过国内生产总值、失业率、通化膨胀率和国际收支等指标来衡量。,0,0
