1,(单选题)（）的素质及信誉往往在一定程度上代表了企业的素质和信誉。,<p>A企业员工</p><p>B企业股东</p><p>C企业领导</p><p>D企业监事会</p>,4,C,企业领导的素质及信誉往往在一定程度上代表了企业的素质和信誉。,0,0
1,(单选题)下列属于个人贷款产品的市场规模、产品类型和技术手段等因素划分的定位方式的是（）。,<p>A追随式定位</p><p>B增益式定位</p><p>C叠加式定位</p><p>D偏导式定位</p>,4,A,按照银行个人贷款产品的市场规模、产品类型和技术手段等因素划分，定位方式包括：主导式定位、追随式定位、补缺式定位，故答案为A。,0,0
1,(单选题)下列所述中，最可能获得个人抵押授信贷款的申请人是（）。,<p>A小张今年16岁，想购买一辆切诺基越野车，因而以其父母的住房为抵押向银行申请个人贷款</p><p>B小李平时遵纪守法，信用良好。前几年他开办了一家高级餐馆，餐馆利润连年稳定增长，最近规模扩大需要资金，小李便以其自有住房为抵押向银行提出申请</p><p>C小红是一名典型的宅女，在家以写作为生，想以其作品为抵押申请一笔贷款</p><p>D小王具有完全民事行为能力，因与妻子关系不和，欲自行将二人共有住房抵押申请个人贷款</p>,4,B,个人抵押授信贷款的贷款对象需满足以下条件：(1)具有完全民事行为能力、年满18周岁的自然人；(2)借款申请人有当地常住户口或有效居留身份；(3)借款申请人有按期偿还所有贷款本息的能力；(4)借款申请人无不良信用和不良行为记录；(5)借款申请人及其财产共有人同意以其自有住房抵押，或同意将原以住房抵押的个人住房贷款转为个人住房抵押授信贷款；(6)各行自行规定的其他条件。,0,0
1,(单选题)小兰利用公积金个人住房贷款翻建住房，总价40万，她能够贷款额度的最大额度为（）万。,<p>A24</p><p>B28</p><p>C32</p><p>D36</p>,4,A,公积金个人住房贷款的最高额度按当地住房公积金管理部门的有关规定执行，单笔贷款额度不能超过当地住房公积金管理中心规定的最高贷款额度，建造、翻建、大修住房的，贷款额度不超过所需要费用的60%，故本题答案为A。,0,0
1,(单选题)小马大学刚毕业、经济尚未稳定，如果现在他欲初次贷款购房，应采取（）。,<p>A到期一次还本付息法</p><p>B等额本息还款法</p><p>C等额本金还款法</p><p>D组合还款法</p>,4,B,在最初贷款购买房屋时，等额本息还款法相比其他的方法比较有利。,0,0
1,(单选题)小周打算申请个人汽车贷款买二手车，则他的贷款期限(含展期)不得超过（）年。,<p>A3</p><p>B4</p><p>C5</p><p>D6</p>,4,A,个人汽车贷款的贷款期限(含展期)不得超过5年，其中，二手车贷款的贷款期限(含展期)不得超过3年，故本题答案为A。,0,0
1,(单选题)一般来说，贷款期限在1年以内(含)的个人贷款利率实行（）。,<p>A分段计息</p><p>B浮动利率</p><p>C法定利率</p><p>D合同利率</p>,4,D,一般来说，贷款期限在1年以内(含)的个人贷款利率实行合同利率。,0,0
1,(单选题)以（）质押的贷款在贷款期限内如遇利率调整，贷款利率不变。,<p>A汇票</p><p>B个人凭证式国债</p><p>C国债</p><p>D存款单</p>,4,B,个人质押贷款利率按中国人民银行规定的同期同档次期限贷款利率执行，各银行可在中国人民银行规定的范围内上下浮动。但以个人凭证式国债质押的，贷款期限内如遇利率调整，贷款利率不变。,0,0
1,(单选题)以所购商用房(通常要求借款人拥有该商用房的产权)作抵押的，应当由（）决定是否有必要与开发商签订商用房回购协议。,<p>A借款人</p><p>B开发商</p><p>C国家法律</p><p>D贷款银行</p>,4,D,对于用作抵押的商用房，应该由贷款银行决定是否有必要与开发商签订商用房回购协议。,0,0
1,(单选题)以下不属于个人耐用消费品贷款中所指的耐用消费品的是（）。,<p>A家用电器</p><p>B健身器材</p><p>C汽车</p><p>D家具</p>,4,C,耐用消费品通常指价值较大、使用寿命相对较长的家用商品，包括除汽车、房屋以外的家用电器、电脑、家具、健身器材和乐器等。,0,0
1,(单选题)以下不属于银行市场环境中的宏观环境的是（）。,<p>A物价水平</p><p>B国际互联网的发展和应用</p><p>C竞争对手的市场份额</p><p>D劳动力的结构与素质</p>,4,C,C选项，属于微观环境。,0,0
1,(单选题)以下关于个人消费贷款的说法中，不正确的是（）。,<p>A个人汽车贷款所购车辆按用途可以划分为自用车和商用车</p><p>B个人教育贷款是银行向在读学生或其直系亲属、法定监护人发放的用于满足其就学资金需求的贷款</p><p>C国家助学贷款是由国家指定的商业银行面向公办高等学校经济确实困难的本专科生(含高职学生)、研究生以及第二学士学位学生发放的贷款</p><p>D个人消费额度贷款在额度有效期内，客户可以随时向银行申请使用</p>,4,C,国家助学贷款是由国家指定的商业银行面向在校的全日制高等学校经济确实困难的本专科学生(含高职学生)、研究生以及第二学士学位学生发放的，并没有要求只能对公办院校学生发放、C选项错误。故选C。,0,0
1,(单选题)以下关于设备贷款额度的说法，不正确的是（）。,<p>A最高不得超过借款人购买或租赁设备所需资金总额的70%</p><p>B以贷款银行认可的质押方式申请贷款的，贷款最高额不得超过质物价值的80%</p><p>C以可设定抵押权的房产作为抵押物的，贷款最高额不得超过经贷款银行认可的抵押物价值的70%</p><p>D以第三方保证方式申请贷款的，银行根据保证人的信用等级确定贷款额度</p>,4,B,设备贷款的额度最高不得超过借款人购买或租赁设备所需资金总额的70%，且最高贷款额度不得超过200万元，具体按以下情况分别掌握：(1)以贷款银行认可的质押方式申请贷款的，贷款最高额不得超过质物价值的90%；(2)以可设定抵押权的房产作为抵押物的，贷款最高额不得超过经贷款银行认可的抵押物价值的70%；(3)以第三方保证方式申请贷款的，银行根据保证人的信用等级确定贷款额度。,0,0
1,(单选题)以下属于个人汽车贷款审查和审批环节的主要风险点的是（）。,<p>A借款人的主体资格是否符合银行相关规定</p><p>B业务不合规，业务风险与效益不匹配</p><p>C借款人所提交的材料是否真实、合法</p><p>D贷款资金发放前，未审核借款人相关变易资料和凭证</p>,4,B,A、C两项，属于受理和调查中的风险点，D选项，属于支付管理环节的主要风险点。,0,0
1,(单选题)银行的营销渠道中最重要的是（）。,<p>A合作单位营销</p><p>B网点机构营销</p><p>C网上银行营销</p><p>D营销人员营销</p>,4,B,网点营销是指银行在全国直接投资设立分支机构而构成的直接营销网，在网点机构的银行工作人员与客户面对面交易。由于银行产品和服务的特殊性，银行的营销以直接营销的渠道为主。,0,0
1,(单选题)银行可以根据客户对金融产品和服务的态度以及使用情况等对个人贷款市场进行细分，这遵循的细分标准是（）。,<p>A人口因素</p><p>B心理因素</p><p>C行为因素</p><p>D利益因素</p>,4,C,本题考查个人贷款市场细分的标准之一：行为因素。,0,0
1,(单选题)银行市场环境分析的主要任务不包括（）。,<p>A分析购买行为</p><p>B进行市场细分</p><p>C选择目标市场</p><p>D投入市场资源</p>,4,D,银行市场环境分析的主要任务包括：①分析购买行为；②市场细分；③目标选择；④市场定位。,0,0
1,(单选题)银行在所选市场的一个或几个部分中加强竞争力度是（）。,<p>A产品差异策略</p><p>B专业化策略</p><p>C大众营销策略</p><p>D单一营销策略</p>,4,B,银行在所选市场的一个或几个部分中加强竞争力度是专业化策。,0,0
1,(单选题)由《民法通则》可知，民事活动中最核心、最基本的原则是（）。,<p>A自愿</p><p>B平等</p><p>C等价有偿</p><p>D诚实信用</p>,4,D,诚实信用原则是指民事活动中，民事主体应该诚实、守信用，正当行使权利和义务。诚实信用原则是民事活动中最核心、最基本的原则。,0,0
2,(多选题)在我国，个人质押贷款的还款方式包括（）。,<p>A等额本息还款法</p><p>B等额本金还款法</p><p>C按月还息、分次任意还本法</p><p>D任意还本、利随本清法</p><p>E到期一次还本付息法</p>,5,ABCDE,个人质押贷款还款方式包括等额本息还款法，等额本金还款法，任意还本、利随本清法，按月还息、分次任意还本法，到期一次还本付息法等还款方式。,0,0
2,(多选题)从业务上分，可将客户经理分为（）。,<p>A资产业务经理</p><p>B负债业务经理</p><p>C公司业务经理</p><p>D零售业务经理</p><p>E资金业务经埋</p>,5,CDE,A、B选项，是从产品进行分类。,0,0
2,(多选题)贷款人出现下列情形将由中国人民银行责令改正；逾期不改正的，中国人民银行可以处以5000元以上1万元以下罚款（）。,<p>A没有公布所经营贷款的种类、期限、利率的</p><p>B贷款人违反中国人民银行规定，对自营贷款或者特定贷款在计收利息之外收取其他任何费用的，或者对委托贷款在计收手续费之外收取其他任何费用的</p><p>C未在在规定期限内答复借款人贷款申请的</p><p>D没有中国人民银行批准，对自然人发放外币贷款的</p><p>E贷款人违反规定代垫委托贷款资金的</p>,5,AC,贷款人有下列情形之一，由中国人民银行责令改正；逾期不改正的，中国人民银行可以处以5000元以上1万元以下罚款：(1)没有公布所经营贷款的种类、期限、利率的；(2)没有公开贷款条件和发放贷款时要审查的内容的；(3)没有在规定期限内答复借款人贷款申请的。,0,0
2,(多选题)对未按期归还商用房贷款的借款人，可采取的催收方式有（）。,<p>A电话催收</p><p>B信函催收</p><p>C上门催收</p><p>D律师函催收</p><p>E司法催收</p>,5,ABCDE,对未按期归还商用房贷款的借款人，应采用电话催收、信函催收、上门催收、律师函、司法催收等方式督促借款人按期偿还贷款本息，以最大限度降低贷款损失、有担保人的要向担保人通知催收。,0,0
2,(多选题)个人保证贷款的特点有（）。,<p>A个人保证贷款手续简便，贷款办理时间短，环节少</p><p>B只要保证人愿意提供保证，银行经过核保认定保证人具有保证能力，签订保证合同即可</p><p>C整个过程涉及银行、借款人和保证人三方</p><p>D如果贷款出现逾期，银行可直接向保证人扣收贷款，无须经过法律程序</p><p>E出现纠纷时一般也不通过法律程序。由三方协商解决</p>,5,ABCD,个人保证贷款手续简便，只要保证人愿意提供保证，银行经过核保认定保证人具有保证能力，签订保证合同即可，整个过程涉及银行、借款人和保证人三方，贷款办理时间短，环节少。,0,0
2,(多选题)个人贷款可采用的担保方式主要有（）。,<p>A抵押</p><p>B质押</p><p>C保证</p><p>D留置</p><p>E定金</p>,5,ABC,个人贷款可采用的担保方式主要有抵押、质押和保证。,0,0
2,(多选题)个人抵押授信贷款中，各级分支机构向拟申请个人抵押授信贷款的个人提供的咨询服务的内容包括（）。,<p>A个人抵押授信贷款产品介绍</p><p>B申请抵押授信贷款应具备的条件</p><p>C需提供的资料</p><p>D办理程序</p><p>E合同中的主要条款</p>,5,ABCDE,个人抵押授信贷款中，各级分支机构向拟申请个人抵押授信贷款的个人提供的咨询服务的内容包括个人抵押授信贷款产品介绍、申请抵押授信贷款应具备的条件、需提供的资料、办理程序、合同中的主要条款(如贷款利率、期限以及还款方式等)、经办贷款机构的地址及联系电话等。,0,0
2,(多选题)个人客户的信贷需求的形态包括（）。,<p>A已实现的需求</p><p>B待实现的需求</p><p>C日常生活需求</p><p>D待开发的需求</p><p>E预期的需求</p>,5,ABD,个人客户的信贷需求包括三种形态，分别是已实现的需求、待实现的需求和待开发的需求。,0,0
2,(多选题)个人汽车贷款签约和发放中的风险包括（）。,<p>A合同凭证预签无效</p><p>B发放条件不齐全的情况下发放贷款</p><p>C未按规定发放贷款</p><p>D未核实合同签署人及签字</p><p>E合同填写不规范</p>,5,ABCDE,贷款签约和发放中的风险包括：合同凭证预签无效，制作不合格，填写不规范，未核实合同签署人及签字(签章)；发放条件不齐全的情况下发放贷款；未按规定发放贷款。,0,0
2,(多选题)个人消费类贷款包括（）。,<p>A个人汽车贷款</p><p>B个人教育贷款</p><p>C个人耐用消费品贷款</p><p>D个人住房装修贷款</p><p>E个人信用贷款</p>,5,ABCD,E选项属于是按担保方式进行分类中的一种。个人消费类贷款还包括个人旅游消费贷款和个人医疗贷款。,0,0
2,(多选题)个人征信系统所搜集的个人信用信息包括（）。,<p>A个人基本信息</p><p>B特殊交易</p><p>C客户本人声明</p><p>D信用交易信息</p><p>E特别记录</p>,5,ABCDE,个人征信系统所搜集的个人信用信息包括个人基本信息、信用交易信息、特殊交易、特别记录、客户本人声明等各类信息。,0,0
2,(多选题)个人质押贷款还款方式包括（）。,<p>A等额本息还款法</p><p>B按月还息、分次任意还本法</p><p>C任意还本、利随本清法</p><p>D到期一次还本付息法</p><p>E等额本金还款法</p>,5,ABCDE,个人质押贷款还款方式包括等额本息还款法，等额本金还款法，任意还本、利随本清法，按月还息、分次任意还本法，到期一次还本付息法。,0,0
2,(多选题)个人住房贷款的特点包括（）。,<p>A贷款金额大、期限长</p><p>B实质是一种融资关系</p><p>C风险具有系统性特点</p><p>D风险具有非系统性特点</p><p>E以抵押为前提建立的借贷关系</p>,5,ABCE,个人住房贷款具有以下特点：①贷款金额大、期限长；②以抵押为前提建立的借贷关系，个人住房贷款的实质是一种融资关系；③风险因素类似，具有系统性特点。,0,0
2,(多选题)根据《担保法》的规定，下列单位或组织不能担任保证人的有（）。,<p>A某大学</p><p>B某市财政局</p><p>C某国有企业</p><p>D某证券公司</p><p>E某三甲医院</p>,5,ABE,《担保法》规定，国家机关、幼儿园、医院等以公益为目的的事业单位、社会团体不能担任保证人。,0,0
2,(多选题)公积金个人住房贷款承办银行的职责包括（）。,<p>A职工贷款账户设立</p><p>B计结息</p><p>C承担公积金信贷风险</p><p>D公积金借款合同发放</p><p>E公积金借款合同签约</p>,5,ABDE,公积金个人住房贷款承办银行的基本职责包括：公积金借款合同签约发放、职工贷款账户设立和计结息以及金融手续操作。,0,0
2,(多选题)关于按产品用途划分的各类个人贷款，下列说法错误的有（）。,<p>A按时足额缴存住房公积金的职工在购买住房时、可同时申请公积金个人住房贷款和自营性个人住房贷款，从而形成个人住房组合贷款</p><p>B根据产品用途的不同，个人贷款产品可分为个人住房贷款、个人汽车贷款、个人教育贷款等</p><p>C国家助学贷款实行“部分自筹、有效担保、专款专用和按期偿还”的原则</p><p>D对于个人消费额度贷款，在额度有效期内，客户可随时向银行申请使用</p><p>E申请个人旅游消费贷款的借款人必须选择银行认可的重信誉、资质等级高的旅游公司</p>,5,BC,B选项应改为：根据产品用途的不同，个人贷款产品可以分为个人住房贷款、个人消费贷款和个人经营类贷款等；C选项应改为：国家助学贷款实行“财政贴息、风险补偿、信用发放、专款专用和按期偿还”的原则。,0,0
2,(多选题)关于个人医疗贷款的说法，正确的有（）。,<p>A个人医疗贷款一般由贷款银行和保险公司联合当地特定合作医院办理</p><p>B个人医疗贷款是指银行向个人发放的、用于解决市民自身伤病就医时的资金短缺问题的贷款</p><p>C个人医疗贷款的期限最短为半年，最长可达5年</p><p>D个人医疗贷款的利率按中国人民银行公布的同期利率执行</p><p>E个人医疗贷款的额度通常按照抵(质)押物的一定抵(质)押率确定</p>,5,ADE,B个人医疗贷款是指银行向个人发放的、用于解决市民及其配偶或直系亲属伤病就医时的资金短缺问题的贷款，而不仅仅是市民自身。C贷款期限一般为1～3年，最长不超过5年(含5年)。,0,0
2,(多选题)关于商业助学贷款的贷款要素说法正确的是（）。,<p>A商业助学贷款的贷款对象是在境内高等院校就读的全日制本专科生、研究生和第二学士学位学生</p><p>B商业助学贷款的期限原则上为借款人在校学制年限加8年，借款人在校学制年限指从贷款发放至借款人毕业或终止学业的期间</p><p>C商业助学贷款的利率按中国人民银行规定的利率政策执行，原则上不上浮</p><p>D商业助学贷款管理办法的还款方法包括等额本金还款法、等额本息还款法两种，但借款人需在借款合同中约定一种还款方法</p><p>E申请商业助学贷款，借款人需提供一定的担保措施，包括抵押、质押、保证或其组合，贷款银行也可要求借款人投保相关保险</p>,5,ACE,商业助学贷款的贷款对象是在境内高等院校就读的全日制本专科生、研究生和第二学士学位学生，商业助学贷款的利率按中国人民银行规定的利率政策执行，原则上不上浮，商业助学贷款的期限原则上为借款人在校学制年限加6年，借款人在校学制年限指从贷款发放至借款人毕业或终止学业的期间，归还贷款在借款人离校后次月开始，贷款可按月、按季或按年分次偿还，利随本清，也可在贷款到期时一次性偿还，申请商业助学贷款，借款人需提供一定的担保措施，包括抵押、质押、保证或其组合，贷款银行也可要求借款人投保相关保险，商业助学贷款的额度不超过借款人在校年限内所在学校的学费、住宿费和基本生活费，故本题答案为ACE。,0,0
2,(多选题)国家助学贷款的审批人应对下列（）进行审查。,<p>A对贷款申请审批表的内容进行核对</p><p>B贫困证明等内容进行核对</p><p>C审查每个申请学生每学年贷款金额是否超过6000元，具体金额根据学校的学费、住宿费和生活费标准以及学生的困难程度确定</p><p>D学校当年贷款总金额和人数不超过全国学生贷款管理中心与银行总行下达的该校贷款年度计划额度</p><p>E其他需要审查的事项</p>,5,ABCDE,暂无解析，请参考用户分享笔记,0,0
2,(多选题)建立个人征信系统的意义在于（）。,<p>A有助于商业银行准确判断个人信贷客户的还款能力，从制度上规避了信贷风险</p><p>B有助于识别和跟踪风险、激励借款人按时偿还债务，支持金融业发展</p><p>C保护消费者切身利益。提高透明度</p><p>D为商业银行提供风险预警分析</p><p>E规范金融秩序，防范金融风险</p>,5,ABCDE,建立个人征信系统的意义在于：①人征信系统的建立使得商业银行在贷款审批中将查询个人信用报告作为必需的依据，从制度上规避了信贷风险；②个人征信系统的建立有助于商业银行准确判断个人信贷客户的还款能力；③价人征信系统的发展，有助于识别和跟踪风险、激励借款人按时偿还债务，支持金融业发展；④个人征信系统的建立也是为了保护消费者本身利益，提高透明度；⑤全国统一的个人征信系统可以为商业银行提供风险预警分析；⑥个人征信系统的建立，为规范金融秩序，防范金融风险提供了有力保障。,0,0
2,(多选题)借款人申请个人商用房贷款，须具备的条件包括（）。,<p>A必须先付清不低于所购或所租的商用房全部价款20%以上的首期付款</p><p>B所购或所租的商业用房必须手续齐全，项目合法，并由开发商出示证明</p><p>C申请贷款购买或租赁的商业用房，通常要求所在区位良好</p><p>D有稳定的职业和收入，信用良好，有偿还贷款本息的能力</p><p>E具有当地常住户口或有效居留身份</p>,5,BCDE,借款人申请商用房贷款，需具备贷款银行要求的下列条件：(1)申请数额、期限和币种合理；(2)具有当地常住户口或有效居留身份；(3)信用状况良好，无重大不良信用记录；(4)具有稳定的职业和收入，具备还款意愿和还款能力；(5)申请贷款购买或租赁的商用房，一般要求位于大中城市中心区和次中心区，具有优良的发展前景，并且属于永久性建筑的商用房；(6)所购或所租的商用房必须手续齐全，项目合法，并由开发商出示证明；(7)与开发商签订购买或租赁商用房的合同或协议；(8)必须先付清不低于所购或所租的商用房全部价款50%以上的首期付款；(9)提供经贷款银行认可的有效担保；(10)当前无不利的相关民事纠纷和刑事案件责任；(11)贷款银行规定的其他条件。故选项A说法错误。,0,0
2,(多选题)目前，个人征信系统数据的直接使用者包括（）。,<p>A商业银行</p><p>B数据主体本人</p><p>C金融监督管理机构</p><p>D司法部门</p><p>E数据主体本人所在的工作单位</p>,5,ABCD,目前，个人征信系统数据的直接使用者包括商业银行、数据主体本人、金融监督管理机构，以及司法部门等其他政府机构。,0,0
2,(多选题)签订个人保证贷款保证合同时，涉及的当事人包括（）。,<p>A银行</p><p>B借款人</p><p>C担保人</p><p>D代理人</p><p>E介绍人</p>,5,ABC,个人保证贷款手续简便，只要保证人愿意提供担保，银行经过核保认定保证人具有保证能力、签订保证合同即可、整个过程涉及银行、借款人和担保人三方，贷款办理时间短，环节少。,0,0
2,(多选题)商业银行在（）时，可以查看个人的信用报告。,<p>A办理存款业务</p><p>B办理贷款业务</p><p>C贷后管理</p><p>D办理信用卡业务</p><p>E办理担保业务</p>,5,BCDE,根据相关法律法规，商业银行只有在办理贷款、信用卡、担保、贷后管理时才可以查看个人的信用报告。,0,0
2,(多选题)商用房贷款的贷后管理包括（）。,<p>A贷后检查</p><p>B合同变更</p><p>C贷款质量分类与风险预警</p><p>D贷款本息到期收回、不良贷款管理</p><p>E贷后档案管理</p>,5,ABCDE,商用房贷款的贷后管理是指贷款发放后到贷款收回整个期间，贷款人对贷款进行动态管理的过程，主要工作即为贷后检查、合同变更、贷款质量分类与风险预警、贷款本息到期收回、不良贷款管理、贷后档案管理。,0,0
2,(多选题)市场细分的原则包括（）。,<p>A可衡量性原则</p><p>B分散性原则</p><p>C集中性原则</p><p>D差异性原则</p><p>E经济性原则</p>,5,ADE,市场细分的原则包括：可衡量性原则；可进入性原则；差异性原则；经济性原则，故本题答案为ADE。,0,0
2,(多选题)为防范“假个贷”，一线经办人员应严格执行贷款准入条件，审查内容包括（）。,<p>A各类证件的真实性</p><p>B借款人信用情况</p><p>C房屋开发商销售情况</p><p>D借款人身份的真实性</p><p>E申报价格的合理性</p>,5,ABDE,能否发现“假个贷”，相关的一线经办人员责任重大。一线经办人员应严格执行贷款准入条件、从源头上降低“假个贷”风险。在具体的操作上，要注意检查以下四个方面的内容：①借款人身份的真实性；②借款人信用情况；③各类证件的真实性；④申报价格的合理性。,0,0
2,(多选题)下列不属于贷后管理原则的主要内容的有（）。,<p>A监督贷款资金按用途使用</p><p>B借款人按照贷款人要求的具体方式和内容提供贷款申请材料</p><p>C借款人应证明其信用记录良好</p><p>D对借款人账户进行监控</p><p>E强调借款合同的相关约定对贷后管理工作的指导性和约束性</p>,5,BC,贷后管理原则的主要内容是：监督贷款资金按用途使用；对借款人账户进行监控；强调借款合同的相关约定对贷后管理工作的指导性和约束性；明确贷款人按照监管要求进行贷后管理的法律责任。,0,0
2,(多选题)下列关于个人贷款利率的说法，正确的有（）。,<p>A按中国人民银行规定的同档次贷款利率和浮动利率执行</p><p>B贷款期限在1年以内(含1年)的实行合同利率，遇法定利率调整分段计息</p><p>C贷款期限在1年以内(含1年)的实行合同利率，遇法定利率调整执行原合同利率</p><p>D贷款期限在1年以上的，可在合同期间按月、按季、按年调整，也可采用固定利率的确定方式</p><p>E按中国人民银行规定的同档次贷款利率和浮动利率执行，不上浮</p>,5,ACD,贷款期限在1年以内(含1年)的实行合同利率，遇法定利率调整不分段计息，执行原合同利率。,0,0
2,(多选题)下列关于国家助学贷款的说法，正确的有（）。,<p>A国家助学贷款是由教育部门设立“助学贷款专户资金”给予财政贴息的贷款</p><p>B国家助学贷款采取借款人一次申请、贷款银行一次审批、单户核算、分次发放的方式</p><p>C学生可使用国家助学贷款购买高级流行服饰、数码相机等产品</p><p>D学生办理国家助学贷款不需要提供担保</p><p>E国家承担国家助学贷款的全部利息</p>,5,ABD,C项国家助学贷款仅允许用于支付学费、住宿费和日常生活费用，不得用于其他方面：E项财政贴息是指国家以承担部分利息的方式，对学生办理国家助学贷款进行补贴，而不是承担全部利息。,0,0
2,(多选题)下列属于不良贷款的有（）。,<p>A正常贷款</p><p>B次级贷款</p><p>C损失贷款</p><p>D可疑贷款</p><p>E关注贷款</p>,5,BCD,按照五级分类方式：正常贷款、关注贷款、损失贷款、可疑贷款、次级贷款，不良个人住房贷款包括五级分类中的后三类贷款，即次级、可疑和损失类贷款。银行应按照银行监管部门的规定定期对不良个人住房贷款进行认定，故本题答案为BCD。,0,0
2,(多选题)下列属于公积金个人住房贷款特点的是（）。,<p>A互助性</p><p>B利率高</p><p>C周期长</p><p>D具有普遍性</p><p>E用途多，风险控制难度大</p>,5,ABD,公积金个人住房贷款的特点包括：互助性、普遍性、利率低、期限长，故本题答案为ACD.,0,0
2,(多选题)信贷业务跨时长，为做好相关档案管理工作，要将一个信贷项目形成的文件资料依据信贷的执行状态划分为（），实行分段管理。,<p>A执行中的信贷档案</p><p>B执行中的信贷文件</p><p>C结算后的信贷档案</p><p>D结算后的信贷文件</p><p>E执行中的申贷档案</p>,5,BC,信贷业务跨时长，为做好相关档案管理工作，要将一个信贷项目形成的文档材料依据信贷的执行状态划分为执行中的信贷文件(以下简称信贷文件)和结清后的信贷档案(以下简称信贷档案)两个阶段，实行分段管理。,0,0
2,(多选题)以下属于个人汽车贷款合作机构带来的风险的有（）。,<p>A不法分子为骗贷成立虚假车行</p><p>B保证保险的责任限制造成风险缺口</p><p>C保险公司依法解除保险合同</p><p>D保险公司以“免责条款”拒绝承担保险责任</p><p>E借款人伪造申报材料骗取贷款</p>,5,ABCD,选项E属于信用风险而非合作机构管理带来的风险。,0,0
2,(多选题)银行常用的个人贷款营销策略主要包括（）。,<p>A产品策略</p><p>B定向策略</p><p>C定价策略</p><p>D营销渠道策略</p><p>E促销策略</p>,5,ACDE,银行常用的个人贷款营销策主要包括产品、定价、营销渠道和促销策。,0,0
2,(多选题)银行营销组织模式有（）。,<p>A职能型营销组织</p><p>B产品型营销组织</p><p>C市场型营销组织</p><p>D区域型营销组织</p><p>E业务型营销组织</p>,5,ABCD,银行营销组织的模式包括职能型、产品型、市场型、区域型。,0,0
2,(多选题)银行在完成“购买行为、市场细分、目标选择和市场定位”四大分析任务的基础上应做到“四化”，即（）。,<p>A经常化</p><p>B系统化</p><p>C数字化</p><p>D科学化</p><p>E制度化</p>,5,ABDE,银行在完成“购买行为、市场细分、目标选择和市场定位”四大分析任务的基础上应做到“四化”、即经常化、系统化、科学化、制度化。,0,0
2,(多选题)在办理个人住房贷款时，项目审查的内容包括（）。,<p>A项目资料的完整性、真实性审查</p><p>B项目的合法性审查</p><p>C项目工程进度审查</p><p>D项目资料的有效性审查</p><p>E项目资金到位情况审查</p>,5,ABCE,在办理个人住房贷款时项目审查，具体包括：项目资料的完整性、真实性审查；项目的合法性审查；项目工程进度审查；项目资金到位情况审查，故本题答案为ABCE。,0,0
2,(多选题)在个人住房贷款中，对其他合作机构风险的防控措施包括（）。,<p>A深入调查，选择讲信用、重诚信的合作机构</p><p>B不过分依赖合作机构</p><p>C严格执行准入退出制度</p><p>D有效利用保证金制度</p><p>E严格执行回访制度</p>,5,ABCDE,其他合作机构风险的防控措施：(1)深入调查，选择讲信用、重诚信的合作机构；(2)业务合作中不过分依赖合作机构；(3)严格执行准入退出制度。银行应严格执行合作机构客户准入退出制度；(4)有效利用保证金制度；(5)严格执行回访制度，故本题答案为ABCDE。,0,0
2,(多选题)职能型营销组织分为（）等几级。,<p>A总行</p><p>B分行</p><p>C支行</p><p>D代表处</p><p>E临时代办处</p>,5,ABC,职能型营销组织分为总行、分行和支行三级。,0,0
3,(判断题)采用履约保证保险申请商用房贷款的，在保险有效期内，借款人可以随意中断或撤销保险。（）,<p>A正确</p><p>B错误</p>,2,B,采用履约保证保险申请商用房贷款的，在保险有效期内，借款人不得以任何理由中断，撤销保险。,0,0
3,(判断题)贷款的支付方式只有柜面还款一种方式。（）,<p>A正确</p><p>B错误</p>,2,B,贷款的支付方式有委托扣款和柜面还款两种方式。,0,0
3,(判断题)贷款形态分为正常、关注、可疑、损失四类。（）,<p>A正确</p><p>B错误</p>,2,B,贷款形态分为正常、关注、次级、可疑、损失五类。,0,0
3,(判断题)个人贷款的对象可以是限制民事行为能力的人。（）,<p>A正确</p><p>B错误</p>,2,B,个人贷款的对象不包括法人，而且申请人必须是具有完全民事行为能力的自然人。,0,0
3,(判断题)个人耐用消费品贷款通常由银行与特约商户合作开展，即借款人需在银行指定的商户处购买特定商品。（）,<p>A正确</p><p>B错误</p>,2,A,个人耐用消费品贷款通常由银行与特约商户合作开展，即需要借款人在银行指定的商户处购买特定的商品。,0,0
3,(判断题)个人一手房贷款和二手房贷款的期限由银行根据实际情况合理确定，最长期限都为30年。（）,<p>A正确</p><p>B错误</p>,2,A,个人一手房贷款和二于房贷款的期限由银行根据实际情况合理确定，最长期限都为30年。个人二手房贷款的期限不能超过所购住房的剩余使用年限，故本题说法正确。,0,0
3,(判断题)个人住房贷款的计息、结息方式由央行确定。（）,<p>A正确</p><p>B错误</p>,2,B,个人住房贷款的计息、结息方式，由借款双方协商确定。,0,0
3,(判断题)各银行对个人旅游消费贷款的贷款期限的规定有所不同，一般为13年，最长不超过5年(含5年)。（）,<p>A正确</p><p>B错误</p>,2,A,各银行对个人旅游消费贷款的贷款期限的规定有所不同，一般为1～3年，最长不超过5年(含5年)。,0,0
3,(判断题)国家助学贷款发放的对象包括第二学士学位学生。（）,<p>A正确</p><p>B错误</p>,2,A,国家助学贷款发放的对象包括第二学士学位学生。,0,0
3,(判断题)客户还款方式一旦确定，就不得变更。（）,<p>A正确</p><p>B错误</p>,2,B,客户的还款方式可以根据自己的需求和还款能力的变化情况，由借贷双方协商确定。一经确定未经银行同意、不得更改。,0,0
