1,(单选题)（），风险处置可以划分为预控性处置与全面性处置。,<p>A按照性质划分</p><p>B按照方式划分</p><p>C按照阶段划分</p><p>D按照风险划分</p>,4,C,按照阶段划分，风险处置可以划分为预控性处置与全面性处置。,0,0
1,(单选题)以下关于速动比率表述不正确的是（）。,<p>A速动比率能更准确、可靠地评价借款人资产流动性及其偿还短期债务的能力</p><p>B一般认为速动比率为1较为合适</p><p>C零售业允许保持低于1的速动比率</p><p>D应收账款比较多的客户，速动比率应小于1</p>,4,D,速动比率可用做流动比率的辅助指标，有时借款人流动比率虽然较高，但是流动资产中易于变现、具有即时支付能力的资产却很少，借款人的短期偿债能力仍然较差。因此，速动比率比流动比率能够更加准确、可靠地评价借款人资产流动性及其偿还短期债务的能力。故选项A正确。根据经验。一般认为速动比率为1较为合适。故选项B正确。零售业由于其销售收入大多为现金，一般没有应收账款，因此允许保持低于1的速动比率。故选项C正确。相反，一些应收账款比较多的客户，速动比率应大于1。故选项D错误。,0,0
1,(单选题)以下关于银行市场定位的方式说法错误的是（）。,<p>A采用主导式定位的银行一般在市场上占有极大的份额，控制和影响其他商业银行的行为</p><p>B采用追随式定位的银行一般刚刚进入市场，资产规模中等，分支机构不多</p><p>C采用补缺式定位的银行资产规模一般很小，提供的信贷产品少</p><p>D用追随式定位的银行可以凭借其资金规模充足、产品创新、反映速度快等特点对主导银行发起强有力的竞争</p>,4,D,采用追随式定位的银行并不具有资金规模充足、产品创新、反映速度快等特点，对主导银行难以发起强有力的竞争。主导银行才具有以上特点。故选D。,0,0
1,(单选题)以下哪一项不属于资本监管的新三大支柱（）。,<p>A市场约束</p><p>B最低监管资本要求</p><p>C审慎性监督管理谈话</p><p>D资本充足率监督检查</p>,4,C,《巴塞尔新资本协议》将市场约束、最低监管资本要求、资本充足率监督检查并列为资本监管的新三大支柱。需重点掌握世界很多国家和地区据此加强信息披露要求。银监会应对银行业金融机构进行强制性风险披露监管。,0,0
1,(单选题)以下说法错误的是（）。,<p>A银行对公司的季节性融资通常在一年以内，而还款期安排在季节性销售低谷之前或之中</p><p>B销售增长旺盛时期产生的融资需求表面看是长期融资，实际是短期融资</p><p>C应收账款和存货周转率的下降可能成为长期融资和短期融资需求的借款原因</p><p>D短期资金需求要通过短期融资来实现，长期资金需求要通过长期融资来实现</p>,4,B,销售增长旺盛时期产生的融资需求表面看是短期融资，实际是长期融资。故选B。,0,0
1,(单选题)银行的促销方式不含（）。,<p>A广告</p><p>B人员促销</p><p>C公共宣传和公共关系</p><p>D销售联盟</p>,4,D,银行的促销方式主要有四种：广告、人员促销、公共宣传和公共关系以及销售促进。故不包含销售联盟这种促销方式。,0,0
1,(单选题)银行公司信贷产品的三层次理论不包括的层次是（）。,<p>A核心产品</p><p>B基础产品</p><p>C扩展产品</p><p>D潜在产品</p>,4,D,银行公司信贷产品的三层次理论认为，公司信贷产品是一个复杂的概念，从客户需求到具体的产品形式有着不同的层次。按基本的划分方法，信贷产品主要分为核心产品、基础产品和扩展产品三个层次。,0,0
1,(单选题)银行市场营销活动的社会与文化环境不包括（）。,<p>A信贷客户分布与构成</p><p>B购买金融商品的模式与习惯</p><p>C劳动力的结构与素质</p><p>D政府的施政纲领</p>,4,D,D属于银行市场营销活动的政治与法律环境。,0,0
1,(单选题)银行在产品步入衰退期时可以采取的措施不包括（）。,<p>A持续策略</p><p>B转移策略</p><p>C收缩策略</p><p>D开拓策略</p>,4,D,银行在产品步入衰退期时可以采取的措施有持续策、转移策、收缩策和淘汰策。,0,0
1,(单选题)银行债权应首先考虑以（）形式受偿，从严控制以（）抵债。,<p>A货币；物</p><p>B物；货币</p><p>C债权；资产</p><p>D资产；债权</p>,4,A,银行债权应首先考虑以货币形式受偿，从严控制以物抵债。,0,0
1,(单选题)影响行业的外部因素不包括（）。,<p>A国民经济</p><p>B外部经济</p><p>C国家政策</p><p>D企业自身规模效益</p>,4,D,企业自身规模效益是制约行业的内部因素。故选D。,0,0
1,(单选题)与借款人的偿债能力无关的是（）。,<p>A净现金流量</p><p>B营运能力</p><p>C产品多样性</p><p>D盈利能力</p>,4,C,借款人的偿债能力和借款人的盈利能力、营运能力、资本结构和净现金流量等因素密切相关。故和产品多样性无关。,0,0
1,(单选题)在产品组合策略中，从扩宽产品组合的宽度和增加产品组合的深度这两个方面人手的策略是（）。,<p>A产品扩张策略</p><p>B产品分散策略</p><p>C产品集中策略</p><p>D产品收缩策略</p>,4,A,产品扩张策是指从扩宽产品组合的宽度和增加产品组合的深度这两个方面入手。产品集中策是指银行通过减少产品线或产品项目来缩小银行的经营范围和种类，实现产品的专业化。而产品分散和产品收缩不属于产品组合策。因此，A正确，其他选项均不正确。,0,0
1,(单选题)在对贷款进行区域风险分析时，内部因素分析的常用指标不包括（）。,<p>A安全性</p><p>B流动性</p><p>C稳定性</p><p>D盈利性</p>,4,C,常用内部指标包括三个方面：信贷资产质量(安全性)、盈利性和流动性。,0,0
1,(单选题)在计算赊销收入净额时，不会涉及（）。,<p>A现销收入</p><p>B销售退回</p><p>C销售折让</p><p>D存货</p>,4,D,赊销收入净额=销售收入一现销收入一销售退回一销售折让一销售折扣。,0,0
1,(单选题)在满足借款合同用款前提条件的情况下，无正当理由或借款人没有违约，银行必须按借款合同的约定按时发放贷款，下列不属于该种做法的原因的是（）。,<p>A借款合同一旦签订生效，即具有法律效力</p><p>B影响借款人的利益</p><p>C影响贷款的正常收回</p><p>D影响贷款人的利益</p>,4,D,在满足借款合同用款前提条件的情况下，无正当理由或借款人没有违约，银行必须按借款合同的约定按时发放贷款，这种做法主要基于以下三种原因：(1)借款合同一旦签订生效，即具有法律效力；(2)影响借款人的利益；(3)影响贷款的正常收回。故D符合题意。,0,0
1,(单选题)在销售阶段，下列不属于信贷人员重点调查的内容的是（）。,<p>A目标客户</p><p>B销售渠道</p><p>C收款条件</p><p>D付款条件</p>,4,D,在销售阶段，信贷人员重点调查的对象主要有目标客户、销售渠道、收款条件三方面。付款条件属于生产阶段调查的内容。故本题选D。,0,0
1,(单选题)在银行信贷产品开发方法中，（）不但可以了解和占领特殊细分市场，而且可以开拓新的客户群。,<p>A仿效法</p><p>B交叉组合法</p><p>C创新法</p><p>D定位法</p>,4,B,交叉组合法，是指对两个或多个现有产品加以重新组合，或加以改进将几种产品组合在一起，提供给具有特殊需要的细分市场的客户一种新产品。这种方法不仅可以了解和占领特殊细分市场，而且可以开拓新的客户群。,0,0
1,(单选题)只能通过（）办理企事业单位的工资、奖金等现金的支取。,<p>A基本存款账户</p><p>B一般存款账户</p><p>C临时存款账户</p><p>D专用存款账户</p>,4,A,《人民币银行结算账户管理办法》规定，基本存款账户是存款人的主办账户。存款人日常经营活动的资金收付及其工资、奖金和现金的支取，应通过该账户办理。,0,0
2,(多选题)按贷款经营模式划分，公司信贷包括（）。,<p>A并购贷款</p><p>B委托贷款</p><p>C特定贷款</p><p>D银团贷款</p><p>E自营贷款</p>,5,BCDE,按贷款经营模式划分，公司信贷包括自营贷款、委托贷款、特定贷款和银团贷款。,0,0
2,(多选题)产品组合是指商业银行向客户提供的全部公司信贷产品的有机组合方式，下列属于与产品组合有关的概念的是（）。,<p>A产品线</p><p>B产品类型</p><p>C产品结构</p><p>D产品项目</p><p>E产品包装</p>,5,ABD,与产品组合有关的概念主要有三个，即产品线，产品类型，产品项目。因此正确答案是ABD，CE均不属于产品组合的有关概念。,0,0
2,(多选题)贷款本息全部还清后，客户经理应对贷款项目和信贷工作进行全面的总结，下列属于贷款总结评价的内容的是（）。,<p>A贷款基本评价</p><p>B贷款管理中出现的问题</p><p>C贷款管理中针对出现问题的解决措施</p><p>D借款人信用记录</p><p>E其他有益经验</p>,5,ABCE,贷款总结评价的内容主要包括：贷款基本评价；贷款管理中出现的问题及解决措施；其他有益经验。故ABCE符合题意。,0,0
2,(多选题)贷款价格的构成包括（）。,<p>A隐含价格</p><p>B贷款利率</p><p>C贷款承诺费</p><p>D补偿余额</p><p>E边际成本</p>,5,ABCD,一般来讲，贷款价格的构成包括贷款利率、贷款承诺费、补偿余额和隐含价格。,0,0
2,(多选题)当流动资金贷款为票据贴现时，借款人出具的票据可以是（）。,<p>A银行本票</p><p>B商业本票</p><p>C银行支票</p><p>D商业承兑汇票</p><p>E银行承兑汇票</p>,5,DE,在流动资金贷款中，如为票据贴现，应出具承兑的汇票是银行承兑汇票或商业承兑汇票。,0,0
2,(多选题)对于借款公司的债务重构，银行应当评价的因素包括（）。,<p>A客户的信誉状况</p><p>B公司进行债务重构的必要性</p><p>C公司的融资结构状况</p><p>D公司的偿债能力</p><p>E重构债务的期限</p>,5,BCDE,银行应当评价的因素主要有公司的信誉状况和重构的必要性、公司的融资结构状况、公司的偿债能力、重构债务的期限。故BCDE符合题意。,0,0
2,(多选题)根据《企业破产法》，下列关于和解与整顿的关系描述正确的是（）。,<p>A和解与整顿融为一体</p><p>B和解与整顿是两个相互独立的程序</p><p>C整顿是和解的基础</p><p>D和解与整顿由政府行政部门决定和主持</p><p>E和解是破产程序的一个部分，整顿只有在破产中止后才能开始</p>,5,ABDE,和解是整顿的基础，整顿是和解成立的结果，故C不正确。其他说法均正确。因此，本题只有ABDE符合题意。,0,0
2,(多选题)公司贷款定价原则包括（）。,<p>A利润最大化原则</p><p>B扩大市场份额原则</p><p>C保证贷款流动性原则</p><p>D客户利益最大化原则</p><p>E维护银行形象原则</p>,5,ABE,公司贷款定价原则包括：(1)利润最大化原则；(2)扩大市场份额原则；(3)保证贷款安全原则；(4)维护银行形象原则。,0,0
2,(多选题)公司信贷在贷款申请流程中，借款人应按照贷款人要求的方式和内容提出贷款申请，并恪守诚实守信原则，承诺所提供材料的（）。,<p>A真实</p><p>B完整</p><p>C客观</p><p>D公正</p><p>E有效</p>,5,ABE,借款人应保证所提供材料的真实、完整和有效。故ABE符合题意。,0,0
2,(多选题)计算贷款损失的普通准备金时，可以采用的计提基数有（）。,<p>A正常类贷款余额</p><p>B关注类贷款余额</p><p>C正常类贷款加上关注类贷款余额</p><p>D全部贷款扣除已提取专项准备金后的余额</p><p>E全部贷款余额</p>,5,ACDE,普通准备金的计提基数有三种，一是选择以全部贷款余额作基数；二是为了避免普通准备金与专项准备金的重复计算，选择以全部贷款扣除已提取专项准备金后的余额为基数；三是选择以正常类贷款余额或者正常类贷款加上关注类贷款余额为基数。,0,0
2,(多选题)利用财务报表评估借款人经营活动时，考察的内容包括借款人的（）。,<p>A盈利能力</p><p>B资产状况</p><p>C所有者权益状况</p><p>D偿债能力</p><p>E财务趋势</p>,5,ABCDE,利用财务报表评估借款人的经营活动。通过财务报表和数据的分析与预测，尤其是根据提供的连续3年的资产负债表和损益表，考察借款人过去和现在的收入水平、资产状况及其构成、所有者权益状况及其构成、偿债能力、盈利能力、财务趋势与盈利趋势等。,0,0
2,(多选题)所有者权益主要由（）组成。,<p>A资本金</p><p>B公积金</p><p>C资本公积金</p><p>D未分配利润</p><p>E盈余公积金</p>,5,ABCDE,所有者权益等于企业全部资产减去全部负债的差额。所有者权益主要由两部分组成：投资者投入企业的资本金；企业生产经营过程中积累的公积金(包括资本公积金与盈余公积金两种)和未分配利润。故ABCDE均符合题意。,0,0
2,(多选题)下列不属于前期调查的目的是（）。,<p>A是否进行信贷营销</p><p>B是否受理该笔贷款业务</p><p>C是否提高贷款利率</p><p>D是否进行后续贷款洽谈</p><p>E是否正式开始贷前调查</p>,5,AC,公司信贷贷前调查是对客户授信前所进行的调查，其主要目的在于确定是否能够受理该笔贷款业务、是否投入更多时间和精力进行后续的贷款洽谈、是否需要正式开始贷前调查工作。因此BDE不符合题意，AC符合题意。,0,0
2,(多选题)下列贷款中，不能被认定为呆账的有（）。,<p>A借款人触犯刑律，依法受到制裁，其财产不足归还所借债务，又无其他债务承担者，银行经追偿后确实无法收回债权</p><p>B由于借款人和担保人不能偿还到期债务，银行诉诸法律，借款人和担保人虽有财产，经法院对借款人和担保人强制执行超过1年以上仍未收回的债权</p><p>C银行对外投资后，由于被投资企业依法宣告破产、关闭、解散或撤销，银行无法收回的股权</p><p>D银行抵债资产的计价价值低于贷款本金的差额</p><p>E银行对债务作诉诸法律后，经法院调解或经债权人会议通过，并与债务人达成和解协议或重整协议，在债务人履行完还款义务后，银行无法追偿的剩余债权</p>,5,BC,由于借款人和担保人不能偿还到期债务，银行诉诸法律，借款人和担保人虽有财产，经法院对借款人和担保人强制执行超过2年以上仍未收回的债权才可认作是呆账，B选项错误。C选项按国家法律法规规定具有投资权的银行的对外投资，必须在被投资企业依法宣告破产、关闭、解散或撤销，并终止法人资格后，银行经清算和追偿后仍无法收回的股权才可被却认为呆账。故选BC。,0,0
2,(多选题)下列关于5C系统的说法，正确的有（）。,<p>A品德仅指借款企业负责人的品德</p><p>B资本是指借款人的财务状况及资本金状况，财务杠杆越低，意味着债务负担和违约概率低</p><p>C还款能力主要从借款人未来现金流量变动趋势方面衡量</p><p>D抵押贷款中，商业银行对抵押品的要求权级别越高，抵押品市场价值越小，贷款风险越低</p><p>E经营环境主要包括商业周期所处阶段、借款人所在行业状况、利率水平等因素</p>,5,BE,A选项品德是对借款人声誉的衡量；C选项还款能力即对借款人未来现金流变动趋势及波动性、借款人管理水平的衡量；D选项商业银行对抵押品的要求权级别越高，抵押品的市场价值越大，变现能力越强，则贷款的风险就越低。故BE符合题意。,0,0
2,(多选题)下列关于行业内竞争程度的说法，正确的有（）。,<p>A具有行业分散特征的行业竞争更为激烈</p><p>B较高的经营杠杆增加竞争</p><p>C市场成长越迅速，竞争程度越大</p><p>D退出市场的成本越高，竞争程度越大</p><p>E在行业发展阶段的前期，竞争较为激烈</p>,5,ABD,行业分散是指一个行业中拥有大量数目的竞争企业，这种行业的竞争较激烈，故A选项说法正确。高经营杠杆增加竞争，故B选项说法正确。市场成长越缓慢，竞争程度越大，故C选项说法不正确。退出市场的成本越高，竞争程度越大，故D选项说法正确。在行业发展阶段的后期，大量的企业开始进入此行业以图分享利润，市场达到饱和并开始出现生产能力过剩，价格战争开始爆发，竞争趋向白热化，故E选项说法不正确。,0,0
2,(多选题)下列关于应付账款的说法，正确的是（）。,<p>A应付账款被认为是公司的无成本融资来源</p><p>B当公司出现现金短缺时，通常会向供应商请求延期支付应付账款</p><p>C如果公司经常无法按时支付应付账款，其商业信用会减少</p><p>D应付账款还款期限延长，可能造成公司的现金短缺，从而形成借款需求、</p><p>E应付账款还款期缩短，可能造成公司的现金短缺，从而形成借款需求</p>,5,ABCE,应付账款被认为是公司的无成本融资来源，因为公司在应付账款到期之前可以充分利用这部分资金购买商品和服务，故A选项说法正确。当公司出现现金短缺时，通常会向供应商请求延期支付应付账款。但如果公司经常无法按时支付货款，商业信用就会大幅减少，供货商就会要求公司交货付款。故B、C选项说法正确。如果应付账款还款期限缩短了，那么公司的管理者将不得不利用后到期的应付账款偿还已经到期的应付账款，从而减少在其他方面的支出，这就可能造成公司的现金短缺，从而形成借款需求。应付账款还款期限延长，不会导致公司借款需求的产生。故D选项说法不正确，E正确。,0,0
2,(多选题)下列属于财产担保的有（）担保。,<p>A股票</p><p>B房产</p><p>C债券</p><p>D保险单</p><p>E企业保证</p>,5,ABCD,贷款担保可分为人的担保和财产担保两种。财产担保可分为不动产、动产和权利财产(例如股票、债券、保险单等)担保。选项E属于人的担保。,0,0
2,(多选题)下列属于贷款合法性、合规性调查的内容的是（）。,<p>A认定借款人的法人资格</p><p>B对借款人的借款目的进行调查</p><p>C考察借款人是否建立了良好的公司治理机制</p><p>D认定担保人的法定代表人签名的真实性和有效性</p><p>E对贷款使用合法合规性进行认定</p>,5,ABDE,贷款的合法合规性是指银行业务人员对借款人和担保人的资格合乎法律、合乎规章制度和信贷政策的行为进行调查、认定。调查的内容应包括：(1)认定借款人、担保人法人资格；(2)认定借款人、担保人的法定代表人、授权委托人、法人公章、签名的真实性和有效性，并依据授权委托书所载明的代理事项、权限、期限认定授权委托人是否具有签署法律文件的资格、条件；(3)对须董事会决议同意借款和担保的，信贷业务人员应调查认定董事会同意借款、担保决议的真实性、合法性和有效性；(4)对抵押物、质押物清单所列抵(质)押物品或权利的合法性、有效性进行认定；(5)对贷款使用合法合规性进行认定，信贷业务人员应调查认定借款人有关生产经营及进出口许可证是否真实、有效，贷款使用是否属于营业执照所列经营范围，并分析借款人生产经营是否符合国家和本地区的经济政策、产业政策；(6)对购销合同的真实性进行认定；(7)对借款人的借款目的进行调查。因此，正确答案是ABDE，选项C不属于贷款合法合规调查内容。,0,0
2,(多选题)下列属于档案管理原则的是（）。,<p>A管理制度健全</p><p>B人员职责明确</p><p>C档案门类齐全</p><p>D信息充分利用</p><p>E提供有效服务</p>,5,ABCDE,档案管理原则主要有管理制度健全、人员职责明确、档案门类齐全、信息充分利用、提供有效服务。故ABCDE均符合题意。,0,0
2,(多选题)下列属于抵债资产中的有价证券的是（）。,<p>A专利权</p><p>B著作权</p><p>C期权</p><p>D股票</p><p>E债券</p>,5,DE,无形资产主要有专利权、著作权及期权。股票和债券属于有价证券，故DE符合题意。,0,0
2,(多选题)下列属于公司信贷管理原则的是（）。,<p>A贷后管理</p><p>B实贷实付</p><p>C协议承诺</p><p>D全流程管理</p><p>E诚信申贷</p>,5,ABCDE,公司信贷管理主要有6大原则：全流程管理、诚信申贷、协议承诺、贷放分控、实贷实付、贷后管理。故ABCDE均符合题意。,0,0
2,(多选题)下列属于项目风险分析的内容的是（）。,<p>A项目完工风险</p><p>B项目经营风险</p><p>C市场风险</p><p>D社会风险</p><p>E与项目有关的其他风险</p>,5,ABCE,项目的风险分析的内容包括：项目完工风险、项目经营风险、市场风险以及与项目相关的一些风险。故ABCE符合题意。,0,0
2,(多选题)下列质押品中，其市场价格可作为抵押公允价值的有（）。,<p>A国债</p><p>B存款单</p><p>C银行承兑汇票</p><p>D上市公司流通股票</p><p>E上市公司法人股权</p>,5,ABCD,没有明确市场价格的质押品，如上市公司法人股权等，不能以市场价格作为该质押品的公允价值，排除E选项。,0,0
2,(多选题)一般的，根据企业性质及组织形式细分，公司信贷客户包括（）。,<p>A国有企业</p><p>B民营企业</p><p>C合资企业</p><p>D外商独资企业</p><p>E业主制企业</p>,5,ABCDE,公司信贷客户根据企业性质和组织形式细分，主要分为国有企业、民营企业、外商独资企业、合资和合作经营企业、业主制企业。,0,0
2,(多选题)以下关于客户主营业务演变的说法正确的是（）。,<p>A由原来侧重贸易转向实业，属于行业转换型</p><p>B由原来技术含量低的行业转向技术含量高的行业，属于技术转换型</p><p>C由原来经营具体业务转为出租物业，属于产品转换型</p><p>D由于新股东注入新的资产和业务，客户的主营业务也随之改变，属于股权变更型</p><p>E由原来侧重某种产品转为生产另一种产品，属于业务停顿型</p>,5,ABD,由原来经营具体业务转为出租物业，属于业务停顿型；由原来侧重某种产品转为生产另一种产品，属于产品转换型，C、E两项错误。故选ABD。,0,0
2,(多选题)以下属于可疑类贷款的主要特征的有（）。,<p>A借款人无力偿还、抵押品价值低于贷款额</p><p>B抵押品价值不确定</p><p>C银行对抵押品失去控制</p><p>D借款人处于停产、半停产状态</p><p>E借款人已资不抵债</p>,5,DE,AB属于损失类贷款的特征，C属于关注类贷款的特征；DE属于可疑类贷款的特征。故本题选DE。,0,0
2,(多选题)银行的促销方式主要包括（）。,<p>A广告</p><p>B人员促销</p><p>C公共宣传</p><p>D公共关系</p><p>E销售促进</p>,5,ABCDE,银行的促销方式主要有以下几种：广告、人员促销、公共宣传和公共关系、销售促进。,0,0
2,(多选题)银行公司信贷产品的市场定位过程涉及的步骤包括（）。,<p>A执行定位</p><p>B识别重要属性</p><p>C制作定位图</p><p>D定位选择</p><p>E产品设计</p>,5,ABCD,银行公司信贷产品的市场定位过程包括以下4个步骤：识别重要属性；制作定位图；定位选择；执行定位。,0,0
2,(多选题)银行营销组织的主要职能包括（）。,<p>A组织设计</p><p>B人员配备</p><p>C组织运行</p><p>D会计核算</p><p>E会计监督</p>,5,ABC,银行营销组织是银行从事营销管理活动的载体，包括对营销组织结构和营销组织行为的分析和研究，主要包括以下职能：组织设计、人员配备、组织运行。故ABC选项符合题意。会计核算和监督是银行会计部门的职能，D、E不正确。,0,0
2,(多选题)银行在衰退期可以采取的措施有（）。,<p>A持续策略</p><p>B转移策略</p><p>C收缩策略</p><p>D退出策略</p><p>E淘汰策略</p>,5,ABCE,衰退期是指银行产品已滞销并趋于淘汰的阶段。这个阶段的特点是：市场上出现了大量的替代产品，许多客户减少了对老产品的使用，产品销售量急剧下降，价格也大幅下跌，银行利润日益减少。银行在这一阶段可以采取的措施有持续策、转移策、收缩策以及淘汰策。,0,0
2,(多选题)原辅料供给分析的内容主要包括（）。,<p>A价格的合理性</p><p>B运输等问题对成本的影响</p><p>C存储所要求的条件及存储数量等</p><p>D规格和质量等是否符合项目生产工艺的要求</p><p>E供应来源及数量能否满足项目生产的需要</p>,5,ABCDE,原辅料供给分析主要包括下列内容：(1)分析和评价原辅料的质量是否符合生产工艺的要求；(2)分析和评价原辅料的供应数量能否满足项目的要求；(3)分析和评价原辅料的价格、运费及其变动趋势对项目产品成本的影响；(4)分析和评价原辅料的存储设施条件。,0,0
2,(多选题)在对流动资金进行审查时其估算方法有（）等。,<p>A综合指标估算法</p><p>B比例系数法</p><p>C资产负债表法</p><p>D分项详细估算法</p><p>E分年使用计划</p>,5,BCD,流动资金估算方法有比例系数法、资产负债表法、分项详细估算法。,0,0
2,(多选题)在客户法人治理结构评价中，下列不属于对客户控股股东行为评价需考虑的关键因素有（）。,<p>A控股股东与其他股东问是否存在关联交易</p><p>B控股股东及其客户是否占有其他客户资源</p><p>C控股股东是否为客户及其关联方提供连环担保</p><p>D股东之间是相互独立还是利益关系人</p><p>E股东之问最终的所有者是否为同一人</p>,5,ABC,在客户法人治理结构评价中，对控股股东行为分析主要考虑以下几个关键要素：控股股东与客户之间是否存在关联交易；控股股东及其关联方是否占有客户资金；客户是否为控股股东及其关联方提供连环担保；股东之间是相互独立还是利益关系人，或最终的所有者为同一人。故ABC符合题意。,0,0
2,(多选题)制约行业的内部因素包括（）。,<p>A市场需求</p><p>B生产经营管理水平</p><p>C现金流量和资金成本</p><p>D产业发展周期</p><p>E产业链位置</p>,5,ABCD,行业是组成国民经济的基本元素，它会受到企业自身规模效益、生产经营管理水平、现金流量和资金成本以及产业发展周期和市场需求等行业内部因素的制约。,0,0
2,(多选题)对于固定资产贷款，银行确立贷款意向后，借款人除提供一般资料，还应提供（）。,<p>A国家相应投资批件</p><p>B资金到位情况证明</p><p>C资产到位证明文件</p><p>D项目可行性研究报告及有关部门对其批复</p><p>E其他配套条件落实的证明文件</p>,5,BDE,固定资产贷款，则需提交：符合国家有关投资项目资本金制度的规定的证明文件；项目可行性研究报告及有关部门对研究报告的批复；其他配套条件落实的证明文件；如为转贷款、国际商业贷款及境外借款担保项目，应提交国家计划部门关于筹资方式、外债指标的批文；政府贷款项目还需提交该项目列入双方政府商定的项目清单的证明文件。,0,0
2,(多选题)关于投资活动的现金流量来源于（）账户的变化。,<p>A有价证券</p><p>B固定资产</p><p>C无形资产</p><p>D长期投资</p><p>E长期负债</p>,5,ABCD,关于投资活动的现金流量来源于有价证券、固定资产、无形资产、长期投资等账户的变化。E选项属于融资活动。,0,0
2,(多选题)进入障碍主要包括（）。,<p>A规模经济</p><p>B产品差异</p><p>C资本需要</p><p>D销售渠道开拓</p><p>E不受规模支配的成本劣势</p>,5,ABCDE,进入障碍主要包括规模经济、产品差异、资本需要、转换成本、销售渠道开拓、政府行为与政策、不受规模支配的成本劣势、自然资源、地理环境等方面，这其中有些障碍是很难借助复制或仿造的方式来突破的。,0,0
2,(多选题)下列关于5Cs系统的说法，错误的有（）。,<p>A品德仅指借款企业负责人的品德</p><p>B资本是指借款人的财务状况及资本金状况，财务杠杆越低，意味着债务负担和违约概率低</p><p>C还款能力主要从借款人未来现金流量变动趋势方面衡量</p><p>D抵押贷款中，商行对抵押品的要求权级别越高，抵押品市场价值越小，贷款风险越低</p><p>E经营环境主要包括商业周期所处阶段，借款人所在行业状况、利率水平等因素</p>,5,AC,5Cs系统指：(1)品德(ChArACtEr)，是对借款人声誉的衡量。主要指企业负责人的品德、经营管理水平、资金运用状况、经营稳健性以及偿还愿望等，信用记录对其品德的判断具有重要意义。故选项A错误。(2)资本(CApitAl)，是指借款人的财务杠杆状况及资本情况。资本金是经济实力的重要标志，也是企业承担信用风险的最终资源。财务杠杆高就意味着资本金较少，债务负担和违约概率也较高。(3)还款能力(CApACity)。主要从两方面进行分析：一方面是借款人未来现金流量的变动趋势及波动性；另一方面是借款人的管理水平，银行不仅要对借款人的公司治理机制、日常经营策、管理的整合度和深度进行分析评价，还要对其各部门主要管理人员进行分析评价。故选项C错误。(4)抵押(CollAtEr-Al)。借款人应提供一定的、合适的抵押品以减少或避免商业银行贷款损失，特别是在中长期贷款中，如果没有担保品作为抵押，商业银行通常不予放款。商业银行对抵押品的要求权级别越高，抵押品的市场价值越大，变现能力越强，则贷款的风险越低。故选项D错误。(5)经营环境(ConDition)。主要包括商业周期所处阶段、借款人所在行业状况、利率水平等因素。商业周期是决定信用风险水平的重要因素，尤其是在周期敏感性的产业；借款人处于行业周期的不同阶段以及行业的竞争激烈程度，对借款人的偿债能力也具有重大影响；利率水平也是影响信用风险水平的重要环境因素。,0,0
2,(多选题)项目财务评估包括（）。,<p>A项目投资估算</p><p>B资金筹措评估</p><p>C项目清偿能力评估</p><p>D项目基础财务数据评估</p><p>E不确定性评估</p>,5,ABCDE,项目财务评估包括项目投资估算与资金筹措评估、项目基础财务数据评估、项目的盈利能力和清偿能力评估以及不确定性评估几个方面。,0,0
3,(判断题)总折旧固定资产中应当包含土地。（）,<p>A正确</p><p>B错误</p>,2,B,在“总折旧固定资产”中要排除不需要折旧的固定资产。比如，在会计上，土地是不折旧的，因此，土地也无须重置。,0,0
3,(判断题)从贷款负债表看，红利支付可能导致资本净值的减少。（）,<p>A正确</p><p>B错误</p>,2,A,红利支付可能导致资本净值的减少。,0,0
3,(判断题)贷款审核是贷款发放后能否如数按期收回的关键。（）,<p>A正确</p><p>B错误</p>,2,B,资产负债率是体现借款人资本结构的主要指标。银行为提高贷款的安全性，通常希望借款人保持较低的资产负债率。,0,0
3,(判断题)对于高经营杠杆企业，其盈亏平衡点相对较高，企业盈利所面临的市场风险相对较小，企业的信贷风险相对较低。（）,<p>A正确</p><p>B错误</p>,2,B,对于高经营杠杆企业，其盈亏平衡点相对较高，企业盈利所面临的市场风险相对较大，企业的信贷风险相对较高。,0,0
3,(判断题)公司信贷中，借款人原应付贷款利息和到期贷款需已清偿，才可进行下一轮贷款。（）,<p>A正确</p><p>B错误</p>,2,B,为保障信贷业务的正常开展，借款人应符合以下要求：有按期还本付息的能力，原应付贷款利息和到期贷款已清偿；没有清偿的，已经做出银行认可的偿还计划，即已与银行达成有关贷款展期的协议。,0,0
3,(判断题)借款需求是公司对资金的需求超过自身储备，从而需要借款。（）,<p>A正确</p><p>B错误</p>,2,B,借款需求是指公司对现金的需求超过了公司现金的储备，从而需要借款。这里现金是指央行发行的处于流通中的人民币，包含纸币与硬币，它只是货币的一部分，而货币就是资金。,0,0
3,(判断题)商业银行每条产品线拥有的产品项目越多，其产品组合的宽度越大。（）,<p>A正确</p><p>B错误</p>,2,B,商业银行产品组合宽度以其拥有产品线的多少反映，所以应当是商业银行拥有的产品线越多，其产品组合宽度越大；每条产品线包含产品项目的多少反映了商业银行产品组合的深度，每条产品线内包含产品项越多，商业银行产品组合的深度越大。,0,0
