1,(单选题)（）的强弱是反映客户财务状况稳定与安全程度的重要标志。,<p>A盈利能力</p><p>B运营能力</p><p>C短期偿债能力</p><p>D长期偿债能力</p>,4,D,长期偿债能力的强弱是反映客户财务状况稳定与安全程度的重要标志。,0,0
1,(单选题)项目生产条件分析主要是指项目建成投产后，对生产经营过程中所需要的物资条件和（）条件进行的分析。,<p>A销售</p><p>B生产</p><p>C经济</p><p>D供应</p>,4,D,项目生产条件分析主要是指项目建成投产后，对生产经营过程中所需要的物资条件和供应条件进行的分析。不同行业、不同性质、不同类型的建设项目的生产特点是不同的。故选D。,0,0
1,(单选题)信贷人员对于客户经营范围及变化需要关注的内容描述不正确的是（）。,<p>A要注意目前客户所经营的业务是否超出了注册登记范围</p><p>B要注意客户主营业务的演变</p><p>C要注意客户的诸多业务之间是否存在关联性</p><p>D对于超范围经营的客户应终止其业务</p>,4,D,对于超范围经营的客户应当给予足够的警觉而不是终止业务，故D不正确。ABC项均属于信贷人员需要注意的内容及事项。,0,0
1,(单选题)信贷资金的运动过程可以归纳为二重支付、二重归流。其中第一重归流是指（）。,<p>A信贷资金首先自银行支付给使用者</p><p>B由使用者转化为经营资金，用于购买原料和支付生产费用，投入再生产</p><p>C经过社会再生产过程，信贷资金在完成生产和流通职能以后，流回到使用者手中</p><p>D使用者将贷款本金和利息归还给银行</p>,4,C,信贷资金的运动过程可以归纳为二重支付、二重归流。信贷资金首先由银行支付给使用者，这是第一重支付；由使用者转化为经营资金，用于购买原料和支付生产费用，投入再生产，这是第二重支付。经过社会再生产过程，信贷资金在完成生产和流通职能以后，又流回到使用者手中，这是第一重归流；使用者将贷款本金和利息归还给银行，这是第二重归流。信贷资金的这种运动是区别于财政资金、企业自有资金和其他资金的重要标志之一。财政资金、企业自有资金和其他资金都是一收一支的一次性资金运动。,0,0
1,(单选题)一般情况下，临时贷款的期限不应超过（）个月。,<p>A3</p><p>B6</p><p>C9</p><p>D12</p>,4,B,一般而言，临时贷款的期限不应超过6个月。,0,0
1,(单选题)以下不属于我国计算利息的传统标准的是（）。,<p>A角</p><p>B分</p><p>C厘</p><p>D毫</p>,4,A,我国计算利息的传统标准为分、厘、毫。,0,0
1,(单选题)以下关于贷款损失准备金的种类说法错误的是（）。,<p>A商业银行通常提取三种贷款损失准备金：普通准备金、专项准备金、特别准备金</p><p>B普通准备金又称一般准备金，我国商业银行按照贷款余额的2％提取贷款损失准备金，</p><p>C专项准备金反映的是贷款账面价值与实际评估价值的差额</p><p>D特别准备金不是商业银行经常提取的准备金</p>,4,B,普通准备金又称一般准备金，我国商业银行按照贷款余额的1％提取贷款损失准备金。故选B。,0,0
1,(单选题)以下关于借款人营运能力表述，错误的是（）。,<p>A借款人资产周转速度越慢，经营能力越弱</p><p>B资产运用效率越高，盈利能力越强</p><p>C营运能力是指借款人的资产运用效率</p><p>D只反映借款人的资产管理水平和资产配置组合能力</p>,4,D,营运能力是指通过借款人经营中各项资产周转速度所反映出来的借款人资产运用效率，它不仅能反映借款人的资产管理水平和资产配置组合能力，而且也影响着借款人的偿债能力和盈利能力。,0,0
1,(单选题)以下关于项目盈利能力评价指标描述不正确的是（）。,<p>A净现值率越大，项目单位投资能获得的净现值就越大，项目的效益就越好</p><p>B财务净现值大于零，表明项目的获利能力超过基准收益率或设定收益率</p><p>C投资利润率是考察项目单位投资盈利能力的静态指标</p><p>D净现值率主要用于投资额相等的项目的比较</p>,4,D,选项D应该是净现值率主要用于投资额不等的项目的比较。,0,0
1,(单选题)以下关于营运资金的说法正确的是（）。,<p>A营运资金是指流动资产与流动负债的差额</p><p>B营运资金为负值时，说明该借款人用长期资金支持着部分流动资产</p><p>C营运资金为正值时，说明该借款人用流动负债支持部分长期资产</p><p>D营运资金越少越好</p>,4,A,营运资金是指流动资产与流动负债的差额。营运资金为正值时，说明该借款人用长期资金支持着部分流动资产；营运资金为负值时，说明该借款人用流动负债支持部分长期资产；营运资金越多越好。,0,0
1,(单选题)以下属于企业的非流动资产的是（）。,<p>A待摊费用</p><p>B存货</p><p>C无形资产</p><p>D应收账款</p>,4,C,借款人在1年内不能变现的那部分资产称作非流动资产，包括长期投资、固定资产、无形及递延资产和其他长期资产等。,0,0
1,(单选题)以下指标的评价标准中在一般情况下属于越高越好的是（）。,<p>A资产负债率</p><p>B负债与所有者权益比率</p><p>C负债与有形净资产比率</p><p>D利息保障倍数</p>,4,D,资产负债率又称负债比率是客户负债总额与资产总额的比率。它说明客户总资产中债权人提供资金所占的比重以及客户资产对债权人权益的保障程度。对银行来讲借款人负债比率越低越好。负债与有形净资产比率是指负债与有形净资产的比例关系从长期偿债能力来讲该比率越低表明借款人的长期偿债能力越强。利息保障倍数是指借款人息税前利润与利息费用的比率该比率越高．说明借款人支付利息费用的能力越强。,0,0
1,(单选题)银行对抵押品失去控制的贷款．在贷款分类中可能属于的最优级别是（）。,<p>A关注</p><p>B次级</p><p>C可疑</p><p>D损失</p>,4,A,银行对抵押品失去控制，这属于关注类贷款的特征，次级类贷款、可疑类贷款和损失类贷款的质量都劣于关注类贷款。故选A。,0,0
1,(单选题)银行流动资金贷前调查报告中关于借款人基本情况描述不正确的是（）。,<p>A借款人成立的日期</p><p>B借款人的技术、管理状况</p><p>C借款人是否涉及兼并、破产等事项</p><p>D对借款人所有相关人员的品行评价</p>,4,D,借款人基本情况一般应包括以下内容：借款人名称、性质、成立日期、经营年限、上级单位(或股东)等基本情况；借款人所属行业、提供产品或服务的年生产能力；借款人的技术、管理情况；主要管理人员的品行，专业技术水平，经营管理能力评价；借款人是否涉入兼并(被兼并)、合资、分立、重大诉讼、破产等事项；借款人其附属(联营)企业的情况。因此，ABC描述均正确，D应为借款人主要管理人员的品行评价。故本题选D。,0,0
1,(单选题)银行信贷产品开发的目标不包括（）。,<p>A提高现有市场的份额</p><p>B吸引现有市场之外的新客户</p><p>C以更低的成本提供同样或类似的产品</p><p>D提高产品售价和市场定位</p>,4,D,银行信贷产品开发的目标有提高现有市场的份额，吸引现有市场之外的新客户，以更低的成本提供同样或类似的产品。故D不属于银行信贷产品开发的目标。D选项符合题意。,0,0
1,(单选题)银行在进行客户信用评级时应采取（）的评定方法。,<p>A定量分析</p><p>B定性分析</p><p>C定量分析为主，定量分析与定性分析相结合</p><p>D定性分析为主，定性分析与定量分析相结合</p>,4,C,随着金融业发展，要求加强风险管理，对风险监测能力也不断提高。银行在进行客户信用评级时，可以采取定量分析为主，定量分析与定性分析相结合的评定方法，从而更准确地反映客户的信用情况。,0,0
1,(单选题)银团贷款是指由两家或两家以上银行（），按约定时间和比例，通过代理行向借款人提供的本外币贷款或授信业务。,<p>A基于相同贷款条件，依据同一贷款协议</p><p>B基于不同贷款条件，依据同一贷款协议</p><p>C基于不同贷款条件，依据不同贷款协议</p><p>D基于相同贷款条件，依据不同贷款协议</p>,4,A,我国《银团贷款业务指引》第三条规定，银团贷款是指由两家或两家以上银行基于相同贷款条件，依据同一贷款协议，按约定时间和比例，通过代理行向借款人提供的本外币贷款或授信业务。故选A。,0,0
1,(单选题)由于外部环境变化引起的贬值或增值是（）。,<p>A实体性贬值</p><p>B科技性贬值</p><p>C经济性贬值</p><p>D功能性贬值</p>,4,C,经济性贬值，即由于外部环境变化引起的贬值或增值。,0,0
1,(单选题)在（）情况下，行业内竞争比较激烈。,<p>A少数企业控制的垄断行业</p><p>B行业进入壁垒高</p><p>C产品差异大</p><p>D退出市场的成本高</p>,4,D,竞争程度的大小受很多因素影响，其中最主要和最普遍的因素包括：(1)行业分散和行业集中。(2)高经营杠杆增加竞争。(3)产品差异越小，竞争程度越大。(4)市场成长越缓慢，竞争程度越大。(5)退出市场的成本越高，竞争程度越大。(6)竞争程度一般在动荡期会增加，在行业发展阶段的后期，大量的企业开始进入此行业以图分享利润，市场达到饱和并开始出现生产能力过剩，价格战争开始爆发，竞争趋向白热化。(7)在经济周期达到低点时，企业之间的竞争程度达到最大。故退出市场的成本高不属于行业类市场竞争比较激烈的标志。,0,0
1,(单选题)在抵押品管理中，银行要加强对（）的监控和管理。,<p>A抵押人资格</p><p>B抵押人的实力</p><p>C抵押物和质押凭证</p><p>D抵押人担保意愿</p>,4,C,对于以抵(质)押品设定担保的，对抵押品要定期检查其完整性和价值变化情况，防止所有权人在未经银行同意的情况下擅自处理抵押品。因此，银行要加强对抵押物和质押凭证的监控和管理。故本题选C。,0,0
1,(单选题)在公司信贷中，下列不属于担保方式的是（）。,<p>A定金</p><p>B留置</p><p>C质押</p><p>D典押</p>,4,D,公司信贷中，担保方式主要有保证、抵押、质押、定金和留置五种方式。典押就是通常所说的典当，是当户将其动产、财产权利作为当物质押或者将其房地产作为当物抵押给典当行，交付一定比例的费用，取得当金，并在约定期限内支付当金利息，偿还当金，赎回当物的行为，不属于担保方式。因此，选D。,0,0
1,(单选题)在进行客户品质分析时，客户历史分析主要关注的内容不包括（）。,<p>A成立动机</p><p>B经营范围</p><p>C地址变更</p><p>D以往重组情况</p>,4,C,在进行客户品质分析时，客户历史分析主要关注的内容有成立动机、经营范围、名称变更和以往重组情况。,0,0
1,(单选题)在使用波特五力模型对细分市场结构吸引力进行分析时，考虑的主要因素不包括（）。,<p>A融资结构</p><p>B替代产品</p><p>C同行业竞争者</p><p>D购买者和供应商</p>,4,A,波特认为有5种力、量决定整个市场或其中任何一个细分市场的长期的内在吸引力，分别是：同行业竞争者、购买者、供应商、潜在的新加入的竞争者、替代产品。细分市场的吸引力分析就是对这5种威胁银行长期盈利的主要因素做出评估。故选A。,0,0
1,(单选题)在信贷资金总量一定的情况下，信贷资金周转速度、流动性、安全性、效益性的关系是（）。,<p>A周转速度越快，流动性就越强，安全性就能得到保证，但效益性较差</p><p>B周转速度越快，流动性就越强，安全性就越差，效益性较差</p><p>C周转速度越慢，流动性就越差，安全性也就越差，效益性较差</p><p>D周转速度越慢，流动性就越差，安全性也就越好，效益性较好</p>,4,A,在信贷资金总量一定的情况下，信贷周转速度越快，流动性就越强，安全性就能得到保证，效益性较差。,0,0
1,(单选题)债权回收的第一选择受偿方式是（）。,<p>A现金受偿</p><p>B直接拍卖</p><p>C变卖非货币性资产</p><p>D以物抵债</p>,4,A,受偿方式以现金受偿为第一选择，其次优先选择以直接拍卖、变卖非货币资产的方式回收债权，再次才接受以物抵债；故A符合题意。,0,0
1,(单选题)自营贷款期限最长一般不得超过（），超过该年限应当报中国人民银行备案。,<p>A5年</p><p>B10年</p><p>C15年</p><p>D20年</p>,4,B,自营贷款期限最长一般不得超过10年，超过10年应报中国人民银行备案。,0,0
2,(多选题)不良贷款是指（）形成的贷款。,<p>A借款人未能按贷款协议偿还商业银行的贷款利息</p><p>B借款人有不能按原定贷款协议按时偿还商业银行贷款本息的可能</p><p>C借款人未能按原贷款协议按时偿还贷款本息</p><p>D有迹象表明借款人不可能按原贷款协议按时偿还贷款本息</p><p>E借款人借款后资金运转不灵</p>,5,CD,不良贷款是指借款人未能按原贷款协议按时偿还贷款本息，或者有迹象表明借款人不可能按原贷款协议按时偿还贷款本息而形成的贷款。故选CD。,0,0
2,(多选题)除债务人或担保人为国家机关的资产；经国务院批准列人全国企业政策性关闭破产计划的资产以及国防军工等涉及国家安全和敏感信息的资产不得进行批量转让外，下列哪些资产也不得进行批量转让（）?,<p>A个人贷款(包括向个人发放的购房贷款、购车贷款、教育助学贷款、信用卡透支、其．他消费贷款等以个人为借款主体的各类贷款)</p><p>B已核销的账销案存资产</p><p>C在借款合同或担保合同中有限制转让条款的资产</p><p>D国家法律法规限制转让的其他资产</p><p>E抵债资产</p>,5,BCD,题中A、E两项是属于可以批量转让的不良资产范围。而个人贷款(包括向个人发放的购房贷款、购车贷款、教育助学贷款、信用卡透支、其他消费贷款等以个人为借款主体的各类贷款)；在借款合同或担保合同中有限制转让条款的资产；以及国家法律法规限制转让的其他资产都是不得进行批量转让。故选BCD。,0,0
2,(多选题)贷款分类应遵循的原则有（）。,<p>A真实性原则</p><p>B及时性原则</p><p>C重要性原则</p><p>D审慎性原则</p><p>E系统性原则</p>,5,ABCD,《贷款风险分类指引》第四条的规定，贷款分类应遵循以下原则：①真实性原则。分类应真实客观地反映贷款的风险状况。②重要性原则。对影响贷款分类的诸多因素，要根据本指引第五条的核心定义确定关键因素进行评估和分类。③审慎性原则。对难以准确判断借款人还款能力的贷款，应适度下调其分类等级。④及时性原则。应及时、动态地根据借款人经营管理等状况的变化调整分类结果。故选ABCD。,0,0
2,(多选题)贷款利率分为浮动利率和固定利率，下列关于二者的说法错误的是（）。,<p>A固定利率借贷双方所承担的利率变动风险较小</p><p>B固定利率的特点是可以灵敏地反映金融市场上资金的供求状况</p><p>C浮动利率和固定利率的区别是借贷关系持续期内利率水平是否变化</p><p>D浮动利率是指借贷期限内利率随市场利率或其他因素变化相应调整的利率</p><p>E在贷款合同期限内，无论市场利率如何变动，固定利率的借款人都按照固定的利率支付利息</p>,5,AB,选项应为：浮动利率借贷双方所承担的利率变动风险较小；8选项应为：浮动利率的特点是可以灵敏地反映金融市场上资金的供求状况。故选AB。,0,0
2,(多选题)对项目单位概况的分析应从（）方面入手。,<p>A企业的基础</p><p>B企业技术水平</p><p>C企业财务状况</p><p>D企业经营状况</p><p>E企业信用度</p>,5,ACDE,对项目单位概况的分析的内容主要有：企业的基础、企业管理水平、企业财务状况、企业经营状况、企业信用度。B选项企业技术水平不属于项目单位分析的内容。故本题选ACDE。,0,0
2,(多选题)对长期销售增长的企业，下列不属于满足其核心流动资产增长的长期融资方式的是（）。,<p>A核心流动负债增长</p><p>B营运资本投资增加</p><p>C应付账款</p><p>D应计费用</p><p>E存货</p>,5,CDE,流动资产的增长，必须由长期融资来实现，具体包括核心流动负债的增长或营运资本投资的增加。因此AB不符合题意，CDE为正确选项。,0,0
2,(多选题)根据竞争与垄断关系的不同，市场通常可分为（）等几种类型。,<p>A完全垄断</p><p>B垄断竞争</p><p>C竞争垄断</p><p>D寡头垄断</p><p>E完全竞争</p>,5,ABDE,根据竞争与垄断关系的不同，市场通常可分为完全竞争、垄断竞争、寡头垄断和完全垄断4种不同类型。,0,0
2,(多选题)公司信贷的种类按贷款期限可以分为（）。,<p>A透支信贷</p><p>B短期信贷</p><p>C中期信贷</p><p>D长期信贷</p><p>E永久信贷</p>,5,ABCD,公司信贷的种类按贷款期限可以分为透支、短期和中长期贷款，不存在永久贷款，故ABCD,0,0
2,(多选题)广义的信贷期限通常可以分为（）。,<p>A提款期</p><p>B宽限期</p><p>C还款期</p><p>D使用期</p><p>E约定清偿期</p>,5,ABC,提款期、宽限期和还款期属于广义的信贷期限，约定清偿期属于狭义的信贷期限，使用期不属于信贷期限。,0,0
2,(多选题)就银行借款而言，公司债务重构的原因可能是（）。,<p>A对现在银行不满意</p><p>B缩短贷款期限</p><p>C降低现有贷款的利率</p><p>D想同多家银行合作以拓宽融资渠道</p><p>E规避现有贷款协议的某些规定</p>,5,ACDE,在某些情况下，公司可能仅仅想用一个债权人取代另一个债权人，原因可能是：(1)对现在的银行不满意；(2)想要降低目前的融资利率；(3)想与更多的银行建立合作关系，增加公司的融资渠道；(4)为了规避债务协议的种种限制，想要归还现有的借款；(5)优化贷款期限结构。在这种情况下，银行要通过与公司管理层的详细交谈了解债务重构的原因是否真实，并进一步判断是否适合发放贷款。,0,0
2,(多选题)市场环境是影响银行市场营销活动的内外部因素和条件的总和。下列属于外部环境中的宏观环境的是（）。,<p>A经济技术环境</p><p>B政治法律环境</p><p>C社会文化环境</p><p>D信贷资金的需求环境</p><p>E银行同业的竞争状况环境</p>,5,ABC,市场外部环境中的宏观环境主要有经济技术环境、政治法律环境、社会文化环境。选项D和E中的信贷资金的需求环境和银行同业的竞争状况环境属于微观环境。,0,0
2,(多选题)狭义的银行信贷是银行借出资金或提供信用支持的经济活动，主要包括（）等。,<p>A担保</p><p>B信贷承诺</p><p>C减免交易保证金</p><p>D信用证</p><p>E承兑</p>,5,ABCDE,狭义的银行信贷是银行借出资金或提供信用支持的经济活动，主要包括贷款、担保、承兑、信用证、减免交易保证金、信贷承诺等。,0,0
2,(多选题)下列不属于银行信贷业务人员对提出贷款需求的客户进行前期调查的目的是（）。,<p>A确定能否受理该贷款业务</p><p>B确定是否进行后续贷款洽谈</p><p>C确定是否开始贷前调查工作</p><p>D确定向客户贷款的利率</p><p>E无</p>,5,DE,商业银行信贷人员针对贷款客户的前期调查的主要目的在于确定是否能够受理该笔贷款业务，是否投入更多的时间和精力进行后续的贷款洽谈，以及是否需要正式开始贷前调查工作。故ABC选项均属于前期调查目的。贷款的利率和最高额度都在正式开始贷前调查工作之后才能确定，故本题选择DE选项。,0,0
2,(多选题)下列各项属于客户经理的工作内容的是（）。,<p>A为客户服务</p><p>B风险防范</p><p>C营销控制</p><p>D刺激市场需求</p><p>E搜集客户信息</p>,5,ABD,客户经理制是指商业银行的营销人员与客户，特别是重点客户，建立一种明确、稳定和长期的服务对应关系。客户经理的工作目标就是全面把握服务对象的整体信息和需求，在控制和防范风险的前提下，组织全行有关部门共同设计，并对其实施全方位金融服务方案。故本题应选ABD。,0,0
2,(多选题)下列关于贷款档案保管期限的表述正确的是（）。,<p>A长期贷款结清后原则上再保管10年</p><p>B短期贷款结清后原则上再保管5年</p><p>C经风险管理部及业务经办部门认定有特殊保存价值的项目可列为永久保存</p><p>D贷款档案的保管期限自贷款结清(核销)后的第1年起计算</p><p>E中期贷款结清后原则上再保管20年</p>,5,BCE,贷款档案的保管期限自贷款结清(核销)后的第2年起计算。其中：(1)5年期，一般适用于短期贷款，结清后原则上再保管5年；(2)20年期，一般适用于中、长期贷款，结清后原则上再保管20年；(3)永久，经风险管理部及业务经办部门认定有特殊保存价值的项目可列为永久保存。,0,0
2,(多选题)下列关于替代品的说法，正确的有（）。,<p>A替代品可能来自于海外市场</p><p>B某行业的替代品对需求和价格的影响越强，行业的风险就越小</p><p>C来自于其他行业的替代品的竞争不利会影响价格，还会影响到消费者偏好</p><p>D消费者购买来自于另一行业的替代品的“品牌转换成本”越低，行业的风险就越大</p><p>E替代品的潜在威胁对行业销售和利润的影响在波特五力分析法里有所反映</p>,5,ACDE,替代品指的是来自于其他行业或者海外市场的产品，故A选项说法正确。替代产品或者服务对需求和价格的影响越强，风险就越高，故B选项说法不正确。来自于其他行业中的替代品不仅仅会影响价格，还会影响到消费者偏好，故C选项说法正确。当消费者购买来自于另一行业的替代产品或者服务的“品牌转换成本”越低，替代品对这个行业未来利润的威胁就越大，从而行业风险也就越大，故D选项说法正确。替代品的潜在威胁对行业的销售和利润的影响也在波特五力分析法中有所反映，故E选项说法正确。,0,0
2,(多选题)下列关于资产收益率和所有者权益收益率的说法，正确的是（）。,<p>A资产收益率越高，说明客户资产的利用效率越高</p><p>B资产收益率越高，说明客户资产的利用效率越低</p><p>C所有者权益收益率越高，表明所有者投资的收益水平越高</p><p>D资产收益率是反映客户资产综合利用效果的指标</p><p>E资产收益率低的公司，所有者权益收益率一定低</p>,5,ACD,资产收益率是反映客户资产综合利用效果的指标。也是反映客户利用债权人和所有者权益总额所取得盈利的重要指标。故D选项说法正确。资产收益率越高，说明客户资产的利用效率越高，营运能力越强，盈利能力越强。故A选项说法正确，B不正确。所有者权益收益率越高，表明所有者投资的收益水平越高，营运能力越好，盈利能力越强。故C选项说法正确。资产收益率是客户税前净利润与资产平均总额的比率。所有者权益收益率是客户税前净利润与有形净资产的比率。所以资产收益率低的公司在有很高的杠杆比率时，其所有者权益收益率也可能很高。故E选项说法不正确。,0,0
2,(多选题)下列属于财务状况预警信号的有（）。,<p>A存货周转速度放慢</p><p>B现金状况恶化</p><p>C应收账款余额或比例降低</p><p>D流动资产状况恶化</p><p>E固定资产迅速变化</p>,5,ABDE,在贷款风险预警信号系统中，有关财务状况的预警信号主要有：(1)存货激增或存货周转速度放慢；(2)现金状况恶化；(3)应收账款余额或比例激增；(4)流动资产状况恶化、占总资产比例下降；(5)固定资产迅速变化；(6)除固定资产外的非流动资产集中；(7)长期债务大量增加；(8)短期债务增加失当；(9)资本与债务比例低；(10)销售额下降；(11)成本上升，收益减少；(12)销售上升、利润减少；(13)相对于销售额(利润)而言，总资产增加过快等。,0,0
2,(多选题)下列属于贷款质押风险的是（）。,<p>A虚假质押风险</p><p>B司法风险</p><p>C汇率风险</p><p>D利率风险</p><p>E操作风险</p>,5,ABCE,贷款质押风险主要有：虚假质押风险(最主要风险因素)、司法风险(为规避风险，银行须将质押资金转为定期存单单独保管，或者将其转入银行名下的保证金账户)、汇率风险、操作风险。故利率风险不属于贷款质押风险。故ABCE符合题意。,0,0
2,(多选题)下列属于抵债资产中的不动产的是（）。,<p>A建筑物</p><p>B机器设备</p><p>C土地使用权</p><p>D交通工具</p><p>E原材料</p>,5,AC,不动产主要有土地使用权、建筑物及其他附着物。故AC符合题意，BDE均属于动产。,0,0
2,(多选题)下列属于风险预警方法的是（）。,<p>A专家判断法</p><p>B评级方法</p><p>C信用评分法</p><p>D统计模型</p><p>E综合分析法</p>,5,ABCD,风险预警方法主要有专家判断法，评级方法，信用评分法，统计模型四种。综合分析法不属于风险预警方法。故ABCD符合题意。,0,0
2,(多选题)下列属于企业规模的认定标准的是（）。,<p>A员工人数</p><p>B固定资产总值</p><p>C资本总额</p><p>D资产规模</p><p>E季度营业额</p>,5,ABCD,企业规模的认定标准主要有年营业额、员工人数、固定资产总值、资本总额、资产规模等。选项E季度营业额不正确，应该是年度营业额。,0,0
2,(多选题)下列属于银行营销组织设立的原则的是（）。,<p>A因事设职</p><p>B因人设职</p><p>C因事设职与因人设职相结合</p><p>D权责对等</p><p>E命令统一</p>,5,CDE,银行营销组织设立的原则：因事设职与因人设职相结合；权责对等；命令统一。故CDE均符合题意。,0,0
2,(多选题)信贷客户的信贷动机一般可以分为（）。,<p>A直接动机</p><p>B间接动机</p><p>C感性动机</p><p>D理性动机</p><p>E利益动机</p>,5,CD,信贷客户的信贷动机一般主要分为理性动机和感性动机。而直接动机与间接动机属于无中生有，利益动机属于信贷客户的信贷动机。故CD符合题意。,0,0
2,(多选题)依法收贷应注意（）。,<p>A信贷人员应认真学习和掌握法律知识</p><p>B既要重视诉讼，更要重视执行</p><p>C在依法收贷工作中要区别对待</p><p>D只需注重诉讼</p><p>E要综合运用诉讼手段和非诉讼手段依法收贷</p>,5,ABCE,依法收贷应注意：信贷人员应认真学．--j和掌握法律知识；要综合运用诉讼手段和非诉讼手段依法收贷；既要重视诉讼，更要重视执行；在依法收贷工作中要区别对待。D选项不正确。故选ABCE。,0,0
2,(多选题)以下关于质押风险的说法正确的是（）。,<p>A虚假质押风险属于银行办理质押贷款在业务中的主要风险之一</p><p>B将共有财产抵押而未经共有人同意属于银行办理质押贷款在业务中的主要风险之一</p><p>C汇率风险属于银行办理质押贷款在业务中的主要风险之一</p><p>D操作风险属于银行办理质押贷款在业务中的主要风险之一</p><p>E司法风险属于银行办理质押贷款在业务中的主要风险之一</p>,5,ACDE,将共有财产抵押而未经共有人同意属于银行办理抵押贷款在业务中的主要风险之一，此处不是质押贷款。故选ACDE。,0,0
2,(多选题)以下属于有关经营者的信号的有（）。,<p>A冒险投资于其他新业务、新产品以及新市场等</p><p>B冒险兼并其他公司</p><p>C董事会、所有权或重要的人事变动</p><p>D关键人物的态度变化尤其是缺乏合作态度</p><p>E固定资产迅速变化</p>,5,ABCD,E项属于有关财务状况的预警信号。,0,0
2,(多选题)银行对抵押物的价值都要进行评估，估价方法是（）。,<p>A对于机器设备的估价，主要考虑的因素是无形损耗和折旧，估价时应扣除折旧</p><p>B对于房屋建筑的估价，主要考虑房屋和建筑物的用途和经济效益，新旧程度和可能继续使用的年限、原来的造价和现在的造价等因素，</p><p>C对可以转让的土地使用权的估价，取决于该土地的用途、土地的供求关系</p><p>D估价的时间性和地区性，也都会对评估结果产生一定的影响</p><p>E流动资产作抵押物的，主要考虑折旧</p>,5,ABCD,由于我国的法律还未就抵押物估价问题作出具体规定，一般的做法由抵押人与银行双方协商确定抵押物的价值，委托具有评估资格的中介机构给予评估或银行自行评估。一般的估价方法是：对于房屋建筑的估价，主要考虑房屋和建筑物的用途及经济效益、新旧程度和可能继续使用的年限、原来的造价和现在的造价等因素；对于机器设备的估价，主要考虑的因素是无形损耗和折旧，估价时应扣除折旧；对可转让的土地使用权的估价，取决于该土地的用途、土地的供求关系。此外，估价的时间性和地区性，也都会对评估结果产生一定的影响。,0,0
2,(多选题)银行同业在对其现有的竞争对手进行分析时，其内容主要有（）。,<p>A竞争能力</p><p>B市场定位</p><p>C经营目标</p><p>D市场大小</p><p>E营销策略</p>,5,ACDE,选项ABCE均属于银行同业现有竞争对手分析的主要内容。选项D市场大小是银行同业对潜在竞争对手进行分析的内容。,0,0
2,(多选题)银行在产品生命周期的衰退期可以采取的措施有（）。,<p>A持续策略</p><p>B转移策略</p><p>C集中策略</p><p>D收缩策略</p><p>E淘汰策略</p>,5,ABDE,在产品生命周期的衰退期，银行采取的措施主要有持续策，以吸引老客户；转移策，将产品转移到有潜力的市场上销售；收缩策，精简人员，降低费用，专注最为有利的市场，以获取最大利润；淘汰策，用新产品取代老产品。因此，ABDE属于正确选项。C属于干扰项。,0,0
2,(多选题)影响贷款价格的主要因素有（）。,<p>A贷款成本和贷款风险程度</p><p>B贷款费用和贷款供求状况</p><p>C借款人与银行的关系</p><p>D银行贷款的目标收益率和贷款的期限</p><p>E借款人从其他途径融资的融资成本</p>,5,ABCDE,影响贷款价格的主要因素有：贷款成本；贷款风险程度；贷款费用；借款人的信用及与银行的关系；银行贷款的目标收益率；贷款供求状况；贷款的期限；借款人从其他途径融资的融资成本。,0,0
2,(多选题)在成本加成定价法中，贷款利率包括（）。,<p>A筹集可贷资金的成本</p><p>B银行非资金性的营业成本</p><p>C银行对贷款违约风险所要求的补偿</p><p>D大额贷款借款人支付的期限风险溢价</p><p>E预期利润水平</p>,5,ABCE,成本加成定价法下，贷款利率包括四部分：筹集可贷资金的成本、银行非资金性的营业成本、银行对贷款违约风险所要求的补偿以及预期利润水平。因此，选项D不属于贷款利率的内容，故本题应选ABCE。,0,0
2,(多选题)在计算国别风险时，一般都采用风险因素加权打分方法，其优点包括（）。,<p>A可以将难以定量的风险量化</p><p>B基本不受主观影响</p><p>C计算过程简单</p><p>D可将不同国别风险进行比较</p><p>E评价结果准确</p>,5,AD,风险因素加权打分的优点在于，可以将难以定量的风险量化，从而解决了不同国别风险难以进行比较的难题。故A、D选项符合题意。其缺陷是受评价机构主观影响比较大，如果风险因素设置不同或赋予权重有差异，对同样的国别，评价的结果可能大相径庭。因此，为了保持其具有较高的准确性，就需要不断地反馈结果，及时修正。,0,0
2,(多选题)长期偿债能力分析常用指标有（）。,<p>A资产负债率</p><p>B利息保障倍数</p><p>C流动比率</p><p>D速动比率</p><p>E现金比率</p>,5,AB,CDE属于短期偿债能力分析指标。资产负债率和利息保障倍数属于长期偿债能力指标。故只有AB符合题意,0,0
2,(多选题)出质人对质物、质押权利占有的合法性，下列说法正确的是（）。,<p>A用动产出质的，应通过审查动产购置发票，财务账簿，确认其是否为出质人所有</p><p>B如质押财产为共有财产，出质是否经全体共有人同意</p><p>C审查质押的设定是否已由出质人有权决议的机关作出决议</p><p>D认真查验抵押物的权属，确保抵押物的有效性</p><p>E用权利出质的，应核对权利凭证上的所有人与出质人是否为同一人</p>,5,ABCE,出质人对质物、质押权利占有的合法性包括：(1)用动产出质的，应通过审查动产购置发票、财务账簿，确认其是否为出质人所有；(2)用权利出质的，应核对权利凭证上的所有人与出质人是否为同一人。如果不是，则要求出示取得权利凭证的合法证明，如判决书或他人同意授权质押的书面证明；(3)审查质押的设定是否已由出质人有权决议的机关作出决议；(4)如质押财产为共有财产，出质是否经全体共有人同意。选项D属于对抵押物进行严格审查的内容。,0,0
