7,(单选题)（ ）反映在总资产中借债来筹资的比率以及公司在清算时保护债权人利益.,<p>A资产负债率</p><p>B资产负债比率</p><p>C长期负债率</p><p>D股东权益比率</p>,4,A,资产负债率反映在总资产中借债来筹资的比率以及公司在清算时保护债权人利益。,0,0
1,(单选题)股权类产品的衍生工具的种类包括（ ）。 Ⅰ.股票期货 Ⅱ.股票期权 Ⅲ.不股票指数期货 Ⅳ.股票指数期权,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,B,股权类产品的衍生工具是指以股票或股票指数为基础工具的金融衍生工具，主要包括股票期货、股票期 权、股票指数期货、股票指数期权以及上述合约的混合交易合约。,0,0
1,(单选题)关于道氏理论的说法正确的是（ ）。 Ⅰ.道氏理论对大形势的判断有较大的作用 Ⅱ.道氏理论无法判断小波动和次要趋势 Ⅲ.可操作性较差 Ⅳ.道氏理论首先由艾略特发现并应用于证券市场,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,艾略特最先提出的是艾氏波浪理论。,0,0
1,(单选题)关于股票类证券产品的基本特征说法正确的是（ ）。 Ⅰ.收益性是指股票的持有人可以获得债息收入 Ⅱ.参与性是指股票持有人可以参与公司的重大决策Ⅲ.风险性是指出现实际收益与预期收益的偏离 Ⅳ.永久性是指股票的所有人是永久不变的 ,<p>AⅠ.Ⅳ</p><p>BⅠ.Ⅲ</p><p>CⅡ.Ⅳ</p><p>DⅡ.Ⅲ</p>,4,D,股票类证券产品的基本特征:①收益性:收益性是指股票可以为持有人带来收益的特性。股票的收益来源可 分成两类：a.股份公司:其实现形式是公司派发的股息、红利，数量多少取决于股份公司的经营状况和盈利 水平。b.股票流通:当股票的市场价格高于买入价格时，卖出股票就可以赚取差价收益，即资本利得。② 风险性:风险性是指实际收益与预期收益之间的偏离。③流动性:流动性是指在本金保持相对稳定、变现的 交易成本很小的条件下，股票很容易变现的特性。④永久性:永久性是指股票所载有权利的有效性是始终 不变的。⑤参与性:参与性是指股票持有人有权参与公司重大决策、出席股东大会、行使对公司经营决策 的参与权的特性。,0,0
1,(单选题)关于技术分析中的K线图，说法正确的是（ ）。 Ⅰ.K线图又称阴阳矩线图 Ⅱ.阳线通常用空心实体表示 Ⅲ.最高价和实体之间的线被称为上影线 Ⅳ.在内股票和期货市场，通常用红色表示阴线,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,如果收盘价格高于开盘价格，则k线被称为阳线，用空心的实体表示。反之称为阴线，用黑色实体或白色 实体表示。在国内股票和期货市场，通常用红色表示阳线，绿色表示阴线。最高价和实体之间的线被称为 上影线，最低价和实体间的线称为下影线。,0,0
1,(单选题)关于退休收入，正确的有（ ）。 Ⅰ.退休养老基金的小缺口又称"养老金赤字" Ⅱ.退休规划的资金缺口指退休后需要花费的资金和可收入的资金之间的差距. Ⅲ.退休养老基金的"大缺口=养老金总需求养老金总供给 Ⅳ.养老金赤字=pv退休需求－(FV退休前资金积累＋Pv退休后既定养老金),<p>AⅠ.Ⅱ</p><p>BⅢ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,D,计算资金缺口退休规划的资金缺口是指退休后需要花费的资金(即资金需求〕和可收入的资金之间的差距. 退休养老基金的"大缺口"=PV退休需求－PV退休后既定养老金 退休养老基金的小缺口又称"养老金赤字"养老金赤字=养老金总需求－养老金总供给－pv退休需求－(FV退 休前资金积累＋Pv退休后既定养老金),0,0
1,(单选题)行业的市场结构可以分为（ ）。 Ⅰ.完全竞争 Ⅱ.垄断竞争 Ⅲ.寡头垄断 Ⅳ.完全垄断,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,B,考查行业的市场结构的分类。,0,0
1,(单选题)基本分析法的主要方法包括（ ） Ⅰ.自上而下分析法 Ⅱ.自下而上分析法 Ⅲ.宏观经济面分析法 Ⅳ.去粗取精、去伪存真分析法,<p>AⅠ.Ⅲ</p><p>BⅠ.Ⅱ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,基本分析法的主要方法包括自上而下分析法和自下而上分析法两种方法。,0,0
1,(单选题)技术分析的四大要素是（ ）。 Ⅰ.成交量 Ⅱ.价格 Ⅲ.供求量 Ⅳ.时间 Ⅴ.空间,<p>AⅠ.Ⅱ.Ⅳ.Ⅴ</p><p>BⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ.Ⅴ</p><p>DⅠ.Ⅲ.Ⅳ.Ⅴ</p>,4,A,"价，是指股票过去和现在的成交价，技术分析中主要依据的价格有开盘价、最高价、最低价和收盘价； 量，是指股票过去和现在的成交量(或成交额），技术分析要做的工作就是利用过去和现在的成交价和成 交量资料来推测市场未来的走势；时，是指股票价格变动的时间因素和分析周期，分析人员进行技术分析 时，还要考虑分析的时间周期，可以以“日”为单位,也可以以“周""、“月""、“季""或“年""为单位；空， 是指股票价格波动的空间范围。从理论上讲，股票价格的波动是""上不封顶、下不保底""的。但是，市场是 以趋势运行的，在某个特定的阶段中，股票价格的上涨或下跌由于受到上升趋势通道或下跌趋势通道的约 束而在一定的幅度内震荡运行，空间因素考虑的就是趋势运行的幅度有多大。",0,0
1,(单选题)家庭风险保障项目中的阶段项目包括（ ）。 Ⅰ.货款还款 Ⅱ.子女教育基金 Ⅲ.遗嘱生活等保障项目 Ⅳ.丧葬费用等保障项目,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,家庭风险保障项目可分为阶段项目和长期项目。 (1)阶段项目①货款还款②子女教育金③遗属生活等保障项目 (2)长期项目①养老、应急基金②丧葬费用等保障项目,0,0
1,(单选题)家庭收支状况的分析包含（ ）。 Ⅰ.收支盈余情况分析 Ⅱ.财务自由度的分析 Ⅲ.资产负债率分析 Ⅳ.收入支出结构分析,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,B,家庭收支状况的分析：(1)收支盈余情况分析；(2)财务自由度的分析；(3)收入支出结构分析。,0,0
1,(单选题)金融期货是指交易双方在集中的交易场所以公开竞价方式来进行的标准化金融期货合约的交易，主要包括 （ ）。 Ⅰ.货币期货 Ⅱ.利率期货 Ⅲ.股票期货 Ⅳ.股指期货,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,C,金融期货:金融期货是指交易双方在集中的交易场所以公开竞价方式来进行的标准化金融期货合约的交 易，主要包括货币期货、利率期货、股票指数期货和股票期货四种。,0,0
1,(单选题)决定客户选择理财组合方式的因素包括（ ）。 Ⅰ.投资渠道偏好 Ⅱ.知识结构 Ⅲ.生活方式 Ⅳ.个人性格,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,决定客户选择理财组合方式的因素有：风险特征；投资渠道偏好；知识结构；生活方式；个人性格等等。,0,0
1,(单选题)客户按照不同的财富观，可将其分为（ ）几种类别。 Ⅰ.储藏者 Ⅱ.积累者 Ⅲ.修道士 Ⅳ.挥霍者Ⅴ.逃避者 ,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅳ.Ⅴ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ.Ⅴ</p>,4,D,按照不同的财富观，可将客户分为储藏者、积累者、修道士、挥霍名和逃避者五类.,0,0
1,(单选题)客户提出的所期望达到的目标按时间长短可以分为（ ）。 Ⅰ.短期目标 Ⅱ.中期目标 Ⅲ.长期目标 Ⅳ.永久目标,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,客户提出的所期望达到的目标按时间长短可以分为短期目标、中期目标、长期目标。,0,0
1,(单选题)控制流动性风险的主要做法包括（ ）。 Ⅰ.确定流动性风险偏好 Ⅱ.计量、监测和报告流动性风险状况 Ⅲ.制定流动性风险监控指标 Ⅳ.限额管理及压力测试 Ⅴ.制定有效的流动性风险应急计划,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ.Ⅴ</p><p>BⅠ.Ⅲ.Ⅳ.Ⅴ</p><p>CⅡ.Ⅲ.Ⅳ.Ⅴ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅴ</p>,4,A,控制流动性风险的主要做法包括： 1.确定流动性风险偏好 2.计量、监测和报告流动性风险状况 3.制定流动性风险监控指标4.限额管理及压力测试 5.制定有效的流动性风险应急计划,0,0
1,(单选题)理财客户在进行保险规划时，下列行为会引发风险的有（ ）。 I.刚刚入学的大学本科生购买了2年的意外险 Ⅱ.给价值50万的住房购买了保险金额为50万财产保险 Ⅲ.给价值400万的珍藏版游艇购买了800万的财产保险 Ⅳ.在寒冷的冬天购买了3年期以感冒为风险事件的医疗保险 Ⅴ.乘坐飞机不购买意外伤亡险,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ.Ⅴ</p><p>CⅠ.Ⅱ.Ⅳ.Ⅴ</p><p>DⅠ.Ⅲ.Ⅳ.Ⅴ</p>,4,D,D项中保险期限太短，属于未充分保险的风险；Ⅲ项对财产超额保险；Ⅳ项属于过分保险的风险，人们白 己承担风险这种处理办法反而更为方便和简单；Ⅴ项属于未充分保险的风险。,0,0
1,"(单选题)美国学者Whitebeck和Kisor用多重回归分析法发现在1962年6月8日的美股票市场中的规律,建立市盈率与 （ ）的关系。 Ⅰ.收益长率 Ⅱ.股息支付率 Ⅲ.市场利率 Ⅳ.长率标准差",<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,B,,0,0
1,(单选题)内部评级法初级法下，合格保证和信用衍生工具的合格保证范围包括（ ）。 Ⅰ.十级及以上的法人、或银行 Ⅱ.主权、公共企业、多边开发银行和其他银行 Ⅲ.外部评级在A-级及以上的法人、其他组织或自然人 Ⅳ.虽然没有相应的外部评级，但内部评级的违约概率相当于外部评级A-级及以上水平的法人、其他组织或自 然人,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,内部评级法初级法下，合格保证的范围包括:(1)主权、公共企业、多边开发银行和其他银行；(2)外部评级 在A-级及以上的法人、其他组织或自然人；(3)虽然没有相应的外部评级。但内部评级的违约概率相当于 外部评级A-级及以上水平的法人、其他组织或自然人。,0,0
1,(单选题)人生事件规划包括（ ）。 Ⅰ.教育规划 Ⅱ.就业规划 Ⅲ.失业规划 Ⅳ.移民规划 Ⅴ.退休规划,<p>AⅠ.Ⅱ</p><p>BⅣ.Ⅴ</p><p>CⅠ.Ⅴ</p><p>DⅢ.Ⅴ</p>,4,C,人生事件规划是解决客户教育及养老等需要面临的问题，主要包括教育规划和退休规划等。,0,0
1,(单选题)商品价格波动取决于（ ）原因 Ⅰ.国家的经济形势 Ⅱ.商品市场的供求状况 Ⅲ.利率变动 Ⅳ.国际炒家的投机行为,<p>AⅠ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,C,商品价格波动取决于国家的经济形势、商品市场的供求状况和国际炒家的投机行为等.,0,0
1,(单选题)市场风险限额指标主要包括（ ）。 Ⅰ.头寸限额 Ⅱ.风险价值限额 Ⅲ.止损限额 Ⅳ.敏感度限额及币种限额 Ⅴ.期限限额及发行人限额,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅣ.Ⅴ</p><p>CⅠ.Ⅱ.Ⅳ.Ⅴ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ.Ⅴ</p>,4,D,市场风险限额指标主要包括：头寸限额、风险价值限额、止损限额、敏感度限额、期限限额、币种限额和 发行人限额。,0,0
1,(单选题)收益现值法中的主要指标有（ ）。 Ⅰ.成新率 Ⅱ.收益额 Ⅲ.折现率 Ⅳ.收益期限,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,C,"收益现值法的应用，不仅在于掌握其在各种情况下的计算过程，更重要的是科学、合理地确定各项指标。 收益现值法中的主要指标、有三个,即收益额、折现率或本金化率、收益期限。",0,0
1,(单选题)套利组台，是局A足（ ）三个条件的证券组台。 Ⅰ.该组合中各种证券的权数满足W1＋W2＋…WN=0 Ⅱ.该组合因素灵敏度系数为零，且即w1b1＋W2b2＋…＋WNbN=0其中，bi表示证券i的因素灵敏度系数 Ⅲ.该组合具有正的期望收益率，即W1Er1＋W2Er2＋…＋WNErN>0：其中，Eri表示证券i的期望收益率 Ⅳ.该组合中各个证券的权数满足W1>W2>W3…>Wn,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,A,套利组合，是指满足下述三个条件的证券组合：（1）该组合中各种证券的权数满足W1＋W2＋…WN=0 （2）该组合因素灵敏度系数为零，且即w1b1＋W2b2＋…＋WNbN=0其中，bi表示证券i的因素灵敏度系 数（3）该组合具有正的期望收益率，即W1Er1＋W2Er2＋…＋WNErN>0：其中，Eri表示证券i的期望收 益率,0,0
1,"(单选题)投资顾问应当公开其自身的基本信息，以供投资者决策判断，其具体内容包括（ ）。 Ⅰ.投资顾问的执业资格及基本经历 Ⅱ.其所推荐产品的基本特征和风险性质 Ⅲ.投资顾问与其推荐的产品有无关联关系等 Ⅳ.在境外,投资顾问尚需披露其自身及其所在公司持有或投资相关股票的情况",<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,投资顾问应当公开其目身的基本信息，以供投资者决策判断，其具体内容包括:A、投资顾问的执业资格及 基本经历；B、其所推荐产品的基本特征和风险性质；C、投资顾问与其推荐的产品有无关联关系等；D、 在境外，投资顾问尚需披露其自身及其所在公司持有或投资相关股票的情况。,0,0
1,(单选题)为了控制费用与投资储蓄，应该建议客户开立（ ）这三种类型的银行账户。 Ⅰ.定期投资账户 Ⅱ.定期存款账户 Ⅲ.扣款账户 IV.信用卡账户,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,D,"客户消费支出较高的部分应作为节约支出的重点控制项目。为了控制费用与投资储蓄,应该建议客户开立 三种类型的银行账户：（1）定期投资账户：达到强迫储蓄的功能；（2）扣款账户：若有贷款本息要缴, 则在贷款行开一个扣款账户,方便随时掌握贷款的本息交付状况；（3）开立信用卡账户：弥补临时性资金不足，减少低收益资金的比例。 ",0,0
1,(单选题)下列各项中，属于技术分析法的有（ ）。 Ⅰ.Ｋ线理论 Ⅱ.切线理论 Ⅲ.形态理论 Ⅳ.波浪理论,<p>AⅠ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,C,技术分析法分为以下几类：k线理论、切线理论、形态理论、技术理论、波浪理论和循环周期理论,0,0
1,"(单选题)下列关于PAB的说法正确的是（ ）。 Ⅰ.当PAB=1时,弯曲程度最大，呈直线 Ⅱ.当PAB=1时，弯曲程度最小，呈直线 Ⅲ.当PAB=-1时.弯曲程度最小，呈折线 Ⅳ.当PAB=-1时,弯曲程度最大，呈折线",<p>AⅠ.Ⅱ</p><p>BⅠ.Ⅲ</p><p>CⅡ.Ⅲ</p><p>DⅡ.Ⅳ </p>,4,D,相关系数决定结台线在A与B点之间的弯曲程度.随着PAB的增大。弯曲程度将降低。当PA)=1时。弯曲程 度最小，呈直线:当PAB=-1时，弯曲程度最大，呈拆线；不相关是一种中间状态，比正完全相关弯曲程度 大，比负完全相关弯曲程度小。,0,0
1,(单选题)下列关于艾氏波浪理论说法正确的是（ ）。 Ⅰ.艾氏波浪理论最初由艾略特首先发现并应用于证券市场，但没有形成完整的体系，正式确立于柯林斯《波 浪理论》的出版。 Ⅱ.艾略特认为，由于证券市场是经济的晴雨表，而经济发展具有周期性，所以股价的上涨和下跌也应该遵循 周期发展的规律。 Ⅲ.优点面对同一个形态，不同的人会产生不同的数法。 Ⅳ.缺点难以理解应用,<p>AⅠ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,C,艾氏波浪理论（1）形成过程及基本思想：?形成过程艾氏波浪理论最初由艾略特首先发现并应用于证券市 场，但没有形成完整的体系，正式确立于柯林斯《波浪理论》的出版。②基本思想艾略特认为，由于证 券市场是经济的晴雨表，而经济发展具有周期性，所以股价的上涨和下跌也应该遵循周期发展的规律。 （2）主要原理：①波浪理论考虑的因素a股价走势所形成的形态；b股价走势图中各个高点和低点所处的 相对位置；c完成某个形态所经历的时间长短。②价格走势的基本形态结构艾略特发现每一个周期（无论 是上升还是下降）可以分成8个小的过程。（3）缺点①难以理解应用。②面对同一个形态，不同的人会 产生不同的数法。?,0,0
1,(单选题)下列关于从事证券投资顾问业务违反相关法律法规的后果说法错误的是（ ）。 Ⅰ.由中证监会及其派出机构给予处罚 Ⅱ.涉嫌犯罪的，由司法机关依法量刑 Ⅲ.情节严重的，由司法机关依照法律、行政法规和有关规定作出行政处罚 Ⅳ.中证监会及其派出机构采取的处罚措施中不包括暂停新客户,<p>AⅠ.Ⅲ</p><p>BⅡ.Ⅳ</p><p>CⅢ.Ⅳ</p><p>DⅠ.Ⅱ</p>,4,C,证券公司、证券投资咨询机构及其人员从事证券投资顾问业务，违反法律、行政法规和《证券投资顾问业 务暂行规定》的，中国证监会及其派出机构可以采取责令改正、监管谈话、出具警示函、责令增加内部合 规检查次数并提交合规检查报告、责令清理违规业务、责令暂停新增客户、责令处分有关人员等监管措 施；情节严重的，中国证监会依照法律、行政法规和有关规定作出行政处罚；涉嫌犯罪的，依法移送司法 机关。,0,0
1,(单选题)下列关于分层抽样法，说法正确的是（ ）。 Ⅰ.将指数的特征排列组合后分为若干个部分 Ⅱ.在构成该指数的所有债券中能代表一个部分的债券 Ⅲ.以不同特征债券在指数中的比例为权重建立组合 Ⅳ.适用证券数目较小的情况,<p>AⅠ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,分层抽样法的基本内容:将指数的特征排列组合后分为若干个部分，在构成该指数的所有债券中能代表每 一个部分的债券以不同特征债券在指数中的比例为权重建立组合;适用情况:证券数目较小.,0,0
1,"(单选题)下列关于技术分析的说法正确的是（ ）。 Ⅰ.技术分析是预测未来行情的长期趋势 Ⅱ.技术分析对证券价格行为模式的判断有很大随意性 Ⅲ.技术分析所得到的结论是一种绝对的命令 Ⅳ.技术分析的三个假设有合理的一面,也有不尽合理的一面",<p>AⅠ.Ⅲ</p><p>BⅡ.Ⅳ</p><p>CⅠ.Ⅱ</p><p>DⅢ.Ⅳ</p>,4,B,"技术分析适用于预测未来一段较短时间的行情，对证券价格行为模式的判断有很大随意性技术分析所得到 的结论不是绝对的命令，仅是一种建议,是以概率的形式出现的。",0,0
1,(单选题)下列关于跨商品套利的基本条件，说法正确的是（ ） Ⅰ.高度相关和同方向运动 Ⅱ.波动程度相当 Ⅲ.投资回收需要一定的时间周期 Ⅳ.资金规模的要求,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,跨商品套利的基本条件:①高度相关和同方向运动。这样一次跨商品套利包含两项类似于对冲性质的反向 操作。风险得到相当程度的屏蔽。②波动程度相当。投资回收需要一定的时间周期。价格从非正常区域 回到正常区域需要一定的时间回收投资也需要一定的时间。④资金规模的要求。跨商品套利是在两种商 品之间进行操作。一次跨商品套利包含了反向操作，对于保证金的要求也应该两倍于普通的投机操作。,0,0
1,(单选题)下列关于普通股票的说法正确的是（ ）。 Ⅰ.普通股票的股息率不固定，随公司的盈利变化而变化 Ⅱ.优先股可以优先于普通股分配公司的红利和剩余财产 Ⅲ.普通股票的持有者不享有股东的基本权利和义务 Ⅳ.普通股票的持有者在最后分配公司的红利和剩余财产,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,C,股票类证券产品组成:①普通股票:普通股票持有者享有股东的基本权利和义务，股利完全随公司盈利的高 低而变化.在公司盈利和剩余财产的分配顺序上列在债券人和优先股票股东之后②优先股票:优先股票持有 者的股东权利受到一定限制。股息率是固定的。在公司盈利和剩余财产的分配顺序上比普通股票股东享有 优先权。,0,0
1,(单选题)下列关于区间预测说法正确的有（ ）。 Ⅰ.样本容量n越大，预测精度越高 Ⅱ.样本容量n越小，预测精度越高 Ⅲ.方信区间的宽度在x均值处最小 Ⅳ.预测点Xo离x均值越大精度越高,<p>AⅠ.Ⅱ</p><p>BⅢ.Ⅳ</p><p>CⅡ.Ⅳ</p><p>DⅠ.Ⅲ</p>,4,D,"在预测时要注意预测点Xo与估计模型时用的样本X1，X2,…,Xn的距离,如果Xo与所估计模型的样本偏离太 大，预测效果会很差。一般地:①样板容量 n越大，预测精度越高,反之预测精度越低；②样本容量一定 时，置信区间的宽度在X均值处最小，预测点Xo离x均值越小精度越高，越远精度越低。",0,0
1,(单选题)下列关于生产型企业风险敞口类型及其对冲方式，说法正确的是（ ）。 Ⅰ.上游敞口、下游闭口型 Ⅱ.买入对冲 Ⅲ.闭口、下游敞口型 Ⅳ.卖出对冲,<p>AⅠ.Ⅱ</p><p>BⅢ.Ⅳ</p><p>CⅠ.Ⅳ</p><p>DⅡ.Ⅲ</p>,4,B,生产型企业的风险敞口类型为上游闭口、下游敞口型。对中方式为卖出对冲。,0,0
1,(单选题)下列关于统计推断的参数佑计。说法正确的有（ ） Ⅰ.参数估计是指用样本统计量去估计总休的参数 Ⅱ.包括点估计和区间估计，二者是互不相干的 Ⅲ.区间估计是在点估计的基础上进行的 Ⅳ.点估计是指用样本统计量θ的某个取值直接作为总休参数θ的估计值 Ⅴ.区间估计是在某个基础上，由样本统计量加减估计误差得到总休参数估计的一个区间范围，同时根据样本 统计量的抽样分布计算出样本统计量与总休参数的接近程度,<p>AⅠ.Ⅱ.Ⅳ.Ⅴ</p><p>BⅢ.Ⅳ.Ⅴ</p><p>CⅠ.Ⅲ.Ⅳ.Ⅴ</p><p>DⅡ.Ⅲ.Ⅳ.Ⅴ</p>,4,C,1.统计推断的参数估计参数估计是指用样本统计量去估计总体的参数.(1)点估计：点估计是指用样本统计 量θ的某个取值直接作为总休参数θ的估计值.(2)区间估计： 区间估计是在点估计的基础上，由样本统计量加减误差得到总休参数估计的一个区间范围，同时根据样本 统计量的抽样分布计算出样本统计量与总休参数的接近程度。 2.统计推断的假设检验(1)假设检验的程序①根据实际问题的要求提出一个论断.称为统计假设，记为H② 根据样本的有关信息对H的真伪进行判断，作出拒绝H，或接受H的决策.(2)假设检验的基本思想假设检验 的基本思想是概率性质的反证法.概率性质的反证法的根据是小概率事件原理.,0,0
1,(单选题)下列关于优先股票的说法错误的是（ ）。 Ⅰ.优先股票的股息率不固定，随公司的盈利变化而变化 Ⅱ.优先股可以优先于普通股分配公司的红利和剩余则产 Ⅲ.优先股票的持有者享有股东的基本权利和义务 Ⅳ.优先股票的持有者在分配公司的红利和剩余财产的权力上优先于债权人,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,B,股票类证券产品组成:①普通股票:普通股票持有者享有股东的基本权利和义务。股利完全随公司盈利的高 低而变化，在公司盈利和剩余财产的分配顺序上列在债权人和优先股票股东之后.②优先股贾:优先股票持 有者的股东权利受到一定限制.股息率是固定的，在公司盈利和剩余财产的分配顺序上比普通股票股东享 有优先权。,0,0
1,(单选题)下列关于债券评级说法正确的是（ ）。 Ⅰ.债项评级是对交易本身的特定风险进行计量和评价，而特定风险因素包括抵押、优先性、产品类别、地 区、行业等。 Ⅱ.若客户己经违约，则违约风险暴露为其违约时的债务账面价值。 Ⅲ.若客户尚未违约，则违约风险暴露对于表内项目为债务账面价值，对于表外项目为：己提取金额+信用转 换系数*己承诺未提取金额 Ⅳ.债券评级是对违约风险暴露和违约损失率的分析,<p>AⅡ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,以上说法均正确。,0,0
1,(单选题)下列关于主要条款分析法和比率分析法的比较说法正确的是（ ）。 Ⅰ.比率分析法的优点评估方式直接明了。操作简便 Ⅱ.主要条款比较法的优点是计算方式简便，考虑了价差的变化 Ⅲ.主要条款比较法和比率分析法的缺点都是忽略了基差的存在 Ⅳ.主要条款比较法、比率分析法都是最常见的对冲策略有效性评价方法,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ</p><p>CⅢ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,C,主要条款比较法的优点是:评估方式直接明了，操作简便。缺点是忽略了基差风险的存在。比率分析法的 优点是计算方式简便.考虑了价差的变化，缺点是忽略了基差的存在。,0,0
1,(单选题)下列哪些宏观经济变动会引起证券市场波动（ ）。 Ⅰ.内生产总值变动 Ⅱ.经济周期变动 Ⅲ.通货变动 IV.失业率,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,B,国内生产总值变动、经济周期变动、通货变动会引起证券市场波动。,0,0
